Data Owner,Data Status,Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes,Result Rejected
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,EZ2-SJR,E0422B0697,04/21/2022 08:35,Specific Conductance,0,1700,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,EZ2-SJR,E0422B0697,04/21/2022 08:35,Field Specific Conductance,0, 1681,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0422B0679,04/21/2022 09:15,Specific Conductance,0,691,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0422B0679,04/21/2022 09:15,Field Specific Conductance,0, 697,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0422B0680,04/21/2022 10:50,Specific Conductance,0,288,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0422B0680,04/21/2022 10:50,Field Specific Conductance,0, 286,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0422B0681,04/21/2022 11:35,Specific Conductance,0,302,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0422B0681,04/21/2022 11:35,Field Specific Conductance,0, 298,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0422B0715,04/22/2022 07:30,Specific Conductance,0,315,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,Used lower grade DI water to rinse filtering equipment,,N
0310,"1000 - Non-Public, Review Status Unknown",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0422B0715,04/22/2022 07:30,Field Specific Conductance,0, 311,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,Used lower grade DI water to rinse filtering equipment,,'-
0310,"1000 - Non-Public, Review Status Unknown",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0422B0716,04/22/2022 09:05,Specific Conductance,0,402,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,Used lower grade DI water to rinse filtering equipment,,N
0310,"1000 - Non-Public, Review Status Unknown",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0422B0716,04/22/2022 09:05,Field Specific Conductance,0, 397,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,Used lower grade DI water to rinse filtering equipment,,'-
0310,"1000 - Non-Public, Review Status Unknown",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0422B0717,04/22/2022 10:45,Specific Conductance,0,735,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,Used lower grade DI water to rinse filtering equipment,,N
0310,"1000 - Non-Public, Review Status Unknown",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0422B0717,04/22/2022 10:45,Field Specific Conductance,0, 730,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,Used lower grade DI water to rinse filtering equipment,,'-
0310,"1000 - Non-Public, Review Status Unknown",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0422B0742,04/25/2022 11:10,Specific Conductance,0,5600,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,Some sample water spilled out of the container analyzed for dissolved calcium and dissolved silica during sample submission.,,N
0310,"1000 - Non-Public, Review Status Unknown",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0422B0742,04/25/2022 11:10,Field Specific Conductance,0, 5587,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,Some sample water spilled out of the container analyzed for dissolved calcium and dissolved silica during sample submission.,,'-
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0422B0774,04/25/2022 11:10,Specific Conductance,0,5600,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0422B0774,04/25/2022 11:10,Field Specific Conductance,0, 5587,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0422B0743,04/25/2022 12:00,Specific Conductance,0,1800,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0422B0743,04/25/2022 12:00,Field Specific Conductance,0, 1891,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0422B0775,04/25/2022 12:00,Specific Conductance,0,1770,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0422B0775,04/25/2022 12:00,Field Specific Conductance,0, 1891,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ068 in Sacramento River,NZ068,B9D80861414,E0422B0744,04/25/2022 12:55,Specific Conductance,0,255,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ068 in Sacramento River,NZ068,B9D80861414,E0422B0744,04/25/2022 12:55,Field Specific Conductance,0, 253,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0422B0808,04/26/2022 11:05,Specific Conductance,0,25500,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0422B0808,04/26/2022 11:05,Field Specific Conductance,0, 25939,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0422B0809,04/26/2022 11:55,Specific Conductance,0,13600,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0422B0809,04/26/2022 11:55,Field Specific Conductance,0, 13696,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0422B0810,04/26/2022 12:35,Specific Conductance,0,9650,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0422B0810,04/26/2022 12:35,Field Specific Conductance,0, 9663,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0422B0850,04/27/2022 10:45,Specific Conductance,0,14700,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0422B0850,04/27/2022 10:45,Field Specific Conductance,0, 14711,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0422B0851,04/27/2022 12:00,Specific Conductance,0,6990,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0422B0851,04/27/2022 12:00,Field Specific Conductance,0, 7007,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0422B0852,04/27/2022 13:05,Specific Conductance,0,7930,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0422B0852,04/27/2022 13:05,Field Specific Conductance,0, 8034,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0422B0898,04/28/2022 11:15,Specific Conductance,0,34700,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0422B0898,04/28/2022 11:15,Field Specific Conductance,0, 35197,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0422B0899,04/28/2022 12:40,Specific Conductance,0,41200,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0422B0899,04/28/2022 12:40,Field Specific Conductance,0, 41866,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0422B0900,04/28/2022 13:25,Specific Conductance,0,35800,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0422B0900,04/28/2022 13:25,Field Specific Conductance,0, 36687,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0422B0901,04/28/2022 13:40,Specific Conductance,0,31700,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0422B0901,04/28/2022 13:40,Field Specific Conductance,0, 32025,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0422B0902,04/28/2022 14:00,Specific Conductance,0,30700,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0422B0902,04/28/2022 14:00,Field Specific Conductance,0, 30909,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0522B0933,05/19/2022 07:15,Specific Conductance,0,137,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0522B0933,05/19/2022 07:15,Field Specific Conductance,0, 133,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0522B0934,05/19/2022 09:30,Specific Conductance,0,373,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0522B0934,05/19/2022 09:30,Field Specific Conductance,0, 372,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0522B0935,05/19/2022 10:45,Specific Conductance,0,211,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0522B0935,05/19/2022 10:45,Field Specific Conductance,0, 210,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0522B0938,05/20/2022 06:45,Specific Conductance,0,6890,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0522B0938,05/20/2022 06:45,Field Specific Conductance,0, 7634,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,EZ6-SJR,E0522B0968,05/20/2022 07:55,Specific Conductance,0,5350,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone-6000 µS/cm bottom EC,EZ6-SJR,EZ6-SJR,E0522B0968,05/20/2022 07:55,Field Specific Conductance,0, 5386,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,EZ2-SJR,E0522B0969,05/20/2022 08:50,Specific Conductance,0,1440,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,EZ2-SJR,E0522B0969,05/20/2022 08:50,Field Specific Conductance,0, 1645,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0522B0939,05/20/2022 09:30,Specific Conductance,0,1130,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0522B0939,05/20/2022 09:30,Field Specific Conductance,0, 1123,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0522B0940,05/20/2022 10:45,Specific Conductance,0,340,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0522B0940,05/20/2022 10:45,Field Specific Conductance,0, 340,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0522B0941,05/20/2022 11:35,Specific Conductance,0,313,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0522B0941,05/20/2022 11:35,Field Specific Conductance,0, 313,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0522B0951,05/23/2022 09:05,Specific Conductance,0,330,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0522B0951,05/23/2022 09:05,Field Specific Conductance,0, 325,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0522B0952,05/23/2022 10:30,Specific Conductance,0,379,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0522B0952,05/23/2022 10:30,Field Specific Conductance,0, 375,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0522B0953,05/23/2022 11:55,Specific Conductance,0,572,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0522B0953,05/23/2022 11:55,Field Specific Conductance,0, 569,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0522B0987,05/24/2022 10:55,Specific Conductance,0,7510,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0522B0987,05/24/2022 10:55,Field Specific Conductance,0, 7964,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0522B1013,05/24/2022 11:40,Specific Conductance,0,5050,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0522B1013,05/24/2022 11:40,Field Specific Conductance,0, 5137,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0522B0988,05/24/2022 12:15,Specific Conductance,0,2810,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0522B0988,05/24/2022 12:15,Field Specific Conductance,0, 2835,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0522B1014,05/24/2022 12:55,Specific Conductance,0,1590,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0522B1014,05/24/2022 12:55,Field Specific Conductance,0, 1599,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ068 in Sacramento River,NZ068,B9D80861414,E0522B0989,05/24/2022 13:40,Specific Conductance,0,369,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ068 in Sacramento River,NZ068,B9D80861414,E0522B0989,05/24/2022 13:40,Field Specific Conductance,0, 368,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0522B1041,05/25/2022 11:00,Specific Conductance,0,28200,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0522B1041,05/25/2022 11:00,Field Specific Conductance,0, 28809,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0522B1042,05/25/2022 11:55,Specific Conductance,0,15900,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0522B1042,05/25/2022 11:55,Field Specific Conductance,0, 16193,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0522B1043,05/25/2022 12:45,Specific Conductance,0,12600,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0522B1043,05/25/2022 12:45,Field Specific Conductance,0, 12673,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0522B1077,05/26/2022 09:15,Specific Conductance,0,37500,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0522B1077,05/26/2022 09:15,Field Specific Conductance,0, 37975,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0522B1078,05/26/2022 10:35,Specific Conductance,0,44400,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0522B1078,05/26/2022 10:35,Field Specific Conductance,0, 44782,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0522B1079,05/26/2022 11:15,Specific Conductance,0,37700,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0522B1079,05/26/2022 11:15,Field Specific Conductance,0, 39110,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
0310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0522B1080,05/26/2022 11:35,Specific Conductance,0,37200,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,N
0310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0522B1080,05/26/2022 11:35,Field Specific Conductance,0, 38051,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0,,,'-
