Date,Time,Site name,Species Code,Fork length,PIT code,PIT last 4 digits
9/14/2017,8:10,FI1 West,SASU,482,6586115,
9/14/2017,8:10,FI1 West,SASU,488,6586076,
9/14/2017,8:10,FI1 West,SASU,400,6586156,
9/14/2017,8:10,FI1 West,SASU,268,6586151,
9/14/2017,8:10,FI1 West,SASU,515,6586107,
9/14/2017,8:10,FI1 West,SASU,407,6586064,
9/14/2017,14:05,FI2 East,SASU,472,6586256,
9/14/2017,14:05,FI2 East,SASU,520,6762917,
9/13/2017,13:48,LH2 North,SASU,283,6585952,
9/14/2017,8:10,FI1 West,SCB,477,6586101,
9/14/2017,8:10,FI1 West,SHM,60,no tag,
9/14/2017,8:10,FI1 West,STB,652,no tag,
9/14/2017,8:10,FI1 West,TFS,73,no tag,
9/14/2017,8:10,FI1 West,TFS,66,no tag,
9/14/2017,8:10,FI1 West,TFS,71,no tag,
9/13/2017,9:23,LH1 West,TFS,61,no tag,
9/13/2017,9:23,LH1 West,TFS,72,no tag,
9/13/2017,9:23,LH1 West,TFS,62,no tag,
9/13/2017,9:23,LH1 West,TFS,62,no tag,
9/13/2017,9:23,LH1 West,TFS,69,no tag,
9/13/2017,9:23,LH1 West,TFS,53,no tag,
9/13/2017,9:23,LH1 West,TFS,63,no tag,
9/13/2017,9:23,LH1 West,TFS,60,no tag,
9/13/2017,9:23,LH1 West,TFS,60,no tag,
9/13/2017,9:23,LH1 West,TFS,60,no tag,
9/13/2017,9:23,LH1 West,TFS,67,no tag,
9/13/2017,9:23,LH1 West,TFS,69,no tag,
9/13/2017,13:48,LH2 North,TFS,56,no tag,
9/13/2017,13:48,LH2 North,TFS,52,no tag,
9/13/2017,13:48,LH2 North,TFS,56,no tag,
9/15/2017,8:30,LH3 East,TFS,53,no tag,
9/15/2017,8:30,LH3 East,TFS,58,no tag,
9/15/2017,8:30,LH3 East,TFS,53,no tag,
9/15/2017,8:30,LH3 East,TFS,57,no tag,
9/15/2017,8:30,LH3 East,TFS,50,no tag,
9/15/2017,8:30,LH3 East,TFS,49,no tag,
9/15/2017,8:30,LH3 East,TFS,57,no tag,
9/15/2017,8:30,LH3 East,TFS,57,no tag,
9/15/2017,8:30,LH3 East,TFS,62,no tag,
9/15/2017,8:30,LH3 East,TFS,54,no tag,
9/15/2017,8:30,LH3 East,TFS,64,no tag,
9/15/2017,8:30,LH3 East,TFS,59,no tag,
9/15/2017,8:30,LH3 East,TFS,48,no tag,
9/15/2017,8:30,LH3 East,TFS,52,no tag,
9/15/2017,8:30,LH3 East,TFS,55,no tag,
9/14/2017,8:10,FI1 West,TP,117,6586146,
9/14/2017,8:10,FI1 West,TP,119,6586130,
9/14/2017,8:10,FI1 West,TP,126,6586116,
9/14/2017,8:10,FI1 West,TP,123,6586102,
9/14/2017,14:05,FI2 East,TP,118,6586196,
9/14/2017,14:05,FI2 East,TP,120,6762999,
9/14/2017,14:05,FI2 East,TP,128,6762996,
9/14/2017,14:05,FI2 East,TP,121,6762994,
9/14/2017,14:05,FI2 East,W,120,6762959,
9/13/2017,13:48,LH2 North,W,106,6762883,
9/13/2017,13:48,LH2 North,W,124,6585924,
9/14/2017,14:05,FI2 East,WHS,63,no tag,
9/14/2017,14:05,FI2 East,WHS,70,no tag,
9/14/2017,14:05,FI2 East,WHS,71,no tag,
