"","count_(Intercept)","count_chlor","count_depth","count_DO","count_habitat","count_month","count_salinity2","count_sediment","count_turb","count_w_temp","zero_(Intercept)","zero_chlor","zero_depth","zero_DO","zero_habitat","zero_month","zero_salinity2","zero_sediment","zero_turb","zero_w_temp","df","logLik","AICc","delta","weight"
"29755",8.70380761103866,NA,0.108311889120335,NA,"+","+",0.267527210056141,NA,NA,NA,1.08898807774906,NA,-0.353848871917344,NA,"+","+",1.34018439545322,NA,NA,NA,13,-1417.26288319486,2862.25909972306,7.80012944701502,0.00289704215047204
"222643",12.1662884239423,NA,0.261756076573132,NA,NA,"+",0.0820969330155325,NA,0.00251439360456927,-0.204362833707539,-3.08441296680431,NA,-0.185857530864997,NA,NA,"+",1.29430002504596,NA,0.0124449068378313,0.107613268650728,13,-1417.32454574835,2862.38242483004,7.92345455399482,0.00272379932105397
"21034",9.42141919879928,0.0120052368304174,NA,NA,"+",NA,0.309506790804579,NA,NA,NA,-0.365161164630382,0.0739423317472921,NA,NA,"+",NA,1.16774109521508,NA,NA,NA,11,-1419.58916296292,2862.4236089447,7.96463866865406,0.00266828423585993
"84133",6.52594621181185,NA,NA,0.309228553070549,NA,NA,0.0425617684664201,NA,-0.00364865400575783,NA,2.05560072081688,NA,NA,-0.446480538831676,NA,NA,1.18799255400925,NA,0.0118314205820205,NA,9,-1421.84337695058,2862.52787539649,8.06890512044629,0.00253274180076963
"28216",6.82366606338171,0.0135963706767869,0.24129668166504,0.126601020046769,NA,"+",0.138020228845576,NA,NA,NA,3.09219649089577,0.0318035103644619,-0.160520967762939,-0.481027110436923,NA,"+",1.21919348588707,NA,NA,NA,13,-1417.41895957688,2862.57125248709,8.1122822110442,0.00247840172418197
"82081",9.07250877237868,NA,NA,NA,NA,NA,0.0668323427490839,NA,-0.00880238867312965,NA,-1.46860694084312,NA,NA,NA,NA,NA,1.17200599909725,NA,0.0155083725263147,NA,7,-1424.06747533282,2862.65346918415,8.19449890810984,0.00237858444048631
"20521",9.44104252258902,NA,NA,NA,"+",NA,0.306022071214347,NA,NA,NA,-0.195323781805176,NA,NA,NA,"+",NA,1.16301574517213,NA,NA,NA,9,-1421.95551132634,2862.752144148,8.29317387195852,0.00226407900493903
"91828",7.63161562548372,0.00533276823569852,0.275032129997441,NA,NA,"+",0.175623725072171,NA,0.00261210688070624,NA,-1.01485926335944,0.0293015679801604,-0.164866306537125,NA,NA,"+",1.24597847446813,NA,0.0119376212963306,NA,13,-1417.529679718,2862.79269276933,8.33372249328613,0.00221863855720769
"52327",7.56702953349583,NA,0.190750682644496,0.0715194219931839,NA,NA,0.0138090559001708,"+",NA,NA,3.1661672364963,NA,-0.168273384570848,-0.464361060545615,NA,NA,1.19693860046917,"+",NA,NA,15,-1415.30061869819,2862.90892970407,8.44995942802734,0.00209337014714296
"153388",10.8279675850618,0.014886753266228,0.121772543551703,NA,"+",NA,0.195329638435322,NA,NA,-0.107792128394312,-1.75611118725984,0.0645633422547308,-0.302793437857445,NA,"+",NA,1.34082038835251,NA,NA,0.117229300124675,15,-1415.32550701085,2862.9587063294,8.49973605335526,0.0020419126971073
"159031",11.272490471766,NA,0.233933250795685,0.0822112756535606,NA,"+",0.0651359967774198,NA,NA,-0.183219487811696,3.206148977122,NA,-0.181883850382063,-0.510726716669649,NA,"+",1.22954468175287,NA,NA,0.0199906505673306,13,-1417.61840806516,2862.97014946366,8.51117918761111,0.0020302631152541
"219052",10.8750286741605,0.0224522539288243,0.14256042488473,NA,"+",NA,0.238730664319363,NA,0.00665041284150688,-0.116845684337956,-2.73935194583471,0.0672734825683276,-0.248737699946947,NA,"+",NA,1.4025638790862,NA,0.0161937509973874,0.14056231121061,17,-1413.07940454705,2863.1296828805,8.67071260445618,0.00187460634802024
"221104",9.62342363251792,0.0262109688373383,0.156025357492558,0.108134309228433,"+",NA,0.20618660676334,NA,0.00776471652180967,-0.107729973004362,4.33872942854663,0.0645807308761318,-0.233267326919602,-0.683138223007572,"+",NA,1.38816103414416,NA,0.0109500394965359,0.0794523142784599,19,-1410.82986440091,2863.3852189979,8.92624872185525,0.00164976133328824
"30268",8.61139348241759,0.0170632296427419,0.116379947315639,NA,"+","+",0.267019841330069,NA,NA,NA,0.795871208422813,0.0660346613995602,-0.313440594160889,NA,"+","+",1.30832555172945,NA,NA,NA,15,-1415.593419569,2863.4945314457,9.03556116965683,0.0015620114895518
"97984",7.14935842618066,0.0350934663248016,0.152921139498026,0.125484351011023,"+","+",0.271985462967561,NA,0.00914235493243028,NA,6.30596087277436,0.065233951349815,-0.235637691496154,-0.708611557780887,"+","+",1.36104123561012,NA,0.0105475404904708,NA,19,-1410.92134909221,2863.56818838049,9.1092181044487,0.00150553142119959
"217513",11.4912052621828,NA,NA,NA,"+",NA,0.273372078970167,NA,0.00428607907005228,-0.098139368032689,-4.86381649694014,NA,NA,NA,"+",NA,1.30615917239895,NA,0.0174066248389681,0.205558586626293,13,-1417.93334198011,2863.60001729356,9.14104701751694,0.00148176135238449
"95932",8.39176829751405,0.0297700364998283,0.136848780669575,NA,"+","+",0.315288489336963,NA,0.00766066950983398,NA,0.304803012211284,0.0692660737457499,-0.26309682246557,NA,"+","+",1.35606995188351,NA,0.0160197852428355,NA,17,-1413.38324316533,2863.73736011707,9.27838984102482,0.00138342190519058
"18982",6.46156335604637,-0.0226884146929141,NA,0.322189213962394,NA,NA,0.0603500975990726,NA,NA,NA,2.63648408185072,0.0475399515743751,NA,-0.513906459129647,NA,NA,1.14296998795659,NA,NA,NA,9,-1422.46386668468,2863.76885486468,9.30988458863794,0.00136180727679791
"30781",8.92743234619125,NA,NA,0.056000108017403,"+","+",0.269787793826866,NA,NA,NA,6.81680832016664,NA,NA,-0.816088741610135,"+","+",1.1965164975236,NA,NA,NA,13,-1418.04268654632,2863.81870642597,9.35973614992963,0.00132828271596028
"82594",9.27676286746454,-0.0397069922783519,NA,NA,NA,NA,0.0866702622833507,NA,-0.00758809610942719,NA,-1.7778739405693,0.046961180906675,NA,NA,NA,NA,1.18274696465021,NA,0.0146297274160762,NA,9,-1422.56153718872,2863.96419587276,9.50522559671799,0.00123508796408942
"117991",6.69003539484373,NA,0.222537131539429,0.140383828867555,NA,NA,0.0240713000269537,"+",0.0077692883422015,NA,1.91368980213602,NA,-0.148362337175037,-0.358267797667187,NA,NA,1.24564277852645,"+",0.00981425013342943,NA,17,-1413.52908894724,2864.02905168088,9.57008140483367,0.0011956790772572
"219565",10.6553642192181,NA,NA,0.0717757954595141,"+",NA,0.251185577848413,NA,0.00503157060612356,-0.0893687882788123,1.64372546761259,NA,NA,-0.626604513322828,"+",NA,1.30886635539785,NA,0.0133548983303798,0.149642470301846,15,-1415.86704229507,2864.04177689783,9.58280662179004,0.00118809559038536
"154414",10.4914625673753,0.0130297170159365,NA,0.0541062027833737,"+",NA,0.227677141579478,NA,NA,-0.0752201207782987,4.36514522900511,0.0744753423811846,NA,-0.792211924662827,"+",NA,1.24564944341509,NA,NA,0.0902926576128446,15,-1415.92892712432,2864.16554655633,9.70657628028539,0.00111679932848752
"96445",8.65705227539883,NA,NA,0.0830978099916229,"+","+",0.301510595886855,NA,0.00523065807350226,NA,5.40011585951709,NA,NA,-0.678964918934427,"+","+",1.25617209815675,NA,0.0124121198377805,NA,15,-1415.96981125839,2864.24731482447,9.78834454842354,0.00107206073590775
"163135",11.2410971425707,NA,0.140776794771069,0.0422424140740541,"+","+",0.143872395529832,NA,NA,-0.147279207639779,6.78654402598468,NA,-0.269018890865397,-0.805399571662952,"+","+",1.30764398627126,NA,NA,0.0397849213393366,17,-1413.65746327145,2864.28580032931,9.82683005326589,0.00105162855277808
"50788",8.10239907985994,-0.00414554365090908,0.19882270482909,NA,NA,NA,0.0283612465342354,"+",NA,NA,-0.683465934941471,0.0378692181522717,-0.15988642275998,NA,NA,NA,1.17881891049501,"+",NA,NA,15,-1416.01326118176,2864.33421467121,9.87524439516346,0.00102647724975527
"217000",9.7455523591521,0.0145482540515467,0.26124363156304,0.153150043862917,NA,NA,0.0762468449842309,NA,0.00542751915934804,-0.157090856889874,0.306260121490804,0.0232414051466067,-0.151339239637633,-0.36474977202722,NA,NA,1.28339894649536,NA,0.00955333128206569,0.0701508397460711,15,-1416.04492957064,2864.39755144898,9.93858117293121,0.000994479698591947
"94393",9.4102917639435,NA,NA,NA,"+","+",0.333305433993182,NA,0.00433602012715433,NA,-0.413263372842132,NA,NA,NA,"+","+",1.22671994300304,NA,0.0167755207823924,NA,13,-1418.42172110472,2864.57677554277,10.117805266726,0.000909238683215646
"218026",11.2414009403036,0.0171393884268739,NA,NA,"+",NA,0.293495054748888,NA,0.00504306460975252,-0.0874630957841753,-4.71967729443516,0.075974363439914,NA,NA,"+",NA,1.34485187785358,NA,0.0190402283495328,0.18928044548528,15,-1416.16753863046,2864.64276956861,10.1837992925684,0.000879726113688381
"120043",8.96640661986916,NA,0.123480446867984,NA,"+",NA,0.191681525796982,"+",0.0108483682699527,NA,0.503711671724468,NA,-0.28525400383637,NA,"+",NA,1.38202678023293,"+",0.015909528459213,NA,19,-1411.46223469095,2864.64995957798,10.1909893019347,0.000876569172199568
"247267",11.4558148035698,NA,0.23122006626569,NA,NA,NA,-0.0496415139538431,"+",0.00708283998002059,-0.173196650986451,-4.07720660446982,NA,-0.147189277307464,NA,NA,NA,1.30013558339805,"+",0.0125136708150404,0.147365573272798,17,-1413.87255861164,2864.71599100968,10.2570207336371,0.000848101145513973
"224695",10.5667716236919,NA,0.252065851889806,0.12770970516709,NA,"+",0.0784149171992134,NA,0.00467978817911638,-0.177575786492679,1.34520874809139,NA,-0.166138684484116,-0.397358133813835,NA,"+",1.28205442057088,NA,0.00958039195905764,0.0460423552705082,15,-1416.22829521056,2864.76428272881,10.3053124527678,0.00082786826748206
"181603",11.263762536713,NA,0.195076237412368,NA,NA,NA,-0.0499626253887956,"+",NA,-0.148174425425271,-3.36127110610983,NA,-0.181771920504698,NA,NA,NA,1.24524192534918,"+",NA,0.140543061701207,15,-1416.2575639196,2864.82282014689,10.3638498708415,0.000803988797357723
"93880",6.03861730254491,0.0186774628908845,0.266750712146624,0.185816914934255,NA,"+",0.14756084435231,NA,0.00559145437781986,NA,2.10083074904001,0.0231896086911779,-0.150422097335969,-0.392748278120942,NA,"+",1.25946952721574,NA,0.00906723537677667,NA,15,-1416.29537402901,2864.89844036571,10.4394700896696,0.000774157410795603
"157492",12.2447190032431,3.42543512979744e-05,0.248786635107649,NA,NA,"+",0.0755029620494851,NA,NA,-0.201822170537895,-2.19579081312062,0.0380857555612577,-0.187512627176474,NA,NA,"+",1.23240026092026,NA,NA,0.0744941707720092,13,-1418.60344937289,2864.94023207912,10.4812618030746,0.000758148570193901
"56431",9.00889325042702,NA,0.122127653780359,-0.0124373742005829,"+",NA,0.112946998970367,"+",NA,NA,7.2092153644593,NA,-0.26647896158429,-0.770092495221778,"+",NA,1.29279826263741,"+",NA,NA,19,-1411.68183662517,2865.08916344641,10.6301931703679,0.000703743318791162
"220078",10.1779907131147,0.0196375573828049,NA,0.0936417027141878,"+",NA,0.267561534425219,NA,0.00586201696587436,-0.0771919335391196,2.24324449735541,0.0745424729341279,NA,-0.649974095977036,"+",NA,1.33965497794255,NA,0.0140717511251315,0.122148463898462,17,-1414.11487797077,2865.20062972795,10.7416594519068,0.000665594445862446
"16930",9.1601608572223,-0.0542961105456557,NA,NA,NA,NA,0.124293655571887,NA,NA,NA,-1.37045626756601,0.0568952926623955,NA,NA,NA,NA,1.12047083202045,NA,NA,NA,7,-1425.38836408772,2865.29524669396,10.8362764179137,0.000634839405327709
"84646",6.97437513449824,-0.0212242469050759,NA,0.267143512978621,NA,NA,0.0535852341754076,NA,-0.00351087096586323,NA,1.39884095073959,0.0391402948925231,NA,-0.395371070866744,NA,NA,1.19794420964196,NA,0.0113305048204308,NA,11,-1421.03025872852,2865.3058004759,10.8468301998555,0.000631498250210435
"96958",8.35018367130034,0.0270735150510344,NA,0.108969013338964,"+","+",0.313313372750673,NA,0.00694430020780726,NA,5.25868440266595,0.0750867070306011,NA,-0.688862687387139,"+","+",1.29452479101283,NA,0.0133511155656483,NA,17,-1414.19581058846,2865.36249496333,10.9035246872841,0.000613848360162735
"122095",8.4234654246982,NA,0.141836148511319,0.0480829720906431,"+",NA,0.164894211128897,"+",0.0114247822674084,NA,5.88798896020071,NA,-0.253011072754287,-0.643308806555094,"+",NA,1.36184189513822,"+",0.0111742172694299,NA,21,-1409.42601078543,2865.42627899661,10.9673087205615,0.000594580378537556
"94906",9.34191400408811,0.0237260838249291,NA,NA,"+","+",0.350086549885447,NA,0.00584754584638833,NA,-0.64539950331089,0.0784805502039242,NA,NA,"+","+",1.27016879708011,NA,0.0186354850658021,NA,15,-1416.56430534068,2865.43630298906,10.9773327130106,0.000591607799425407
"213409",12.794832774359,NA,NA,NA,NA,NA,-0.0247314950344282,NA,-0.00821622519976803,-0.175267911963459,-5.15884058014034,NA,NA,NA,NA,NA,1.24788419641484,NA,0.0157042750321666,0.172655698791167,9,-1423.30017376307,2865.44146902147,10.9824987454249,0.000590081638788583
"116452",7.79472100802067,-0.00186256362247989,0.232385692068697,NA,NA,NA,0.0400888116560415,"+",0.0056955305803209,NA,-1.11403626724082,0.026505634327006,-0.136011830374976,NA,NA,NA,1.22950003591128,"+",0.0118585698089081,NA,17,-1414.24999880741,2865.47087140123,11.0119011251859,0.000581470190931994
"58483",8.10616468503344,NA,0.209459526013579,NA,NA,"+",0.0301563714507992,"+",NA,NA,-0.246719474490905,NA,-0.185389676041334,NA,NA,"+",1.18945123244971,"+",NA,NA,15,-1416.62698686519,2865.56166603807,11.1026957620288,0.000555663219194039
"226747",11.5676599520351,NA,0.131683046251202,NA,"+","+",0.216404604650882,NA,0.00552941966692818,-0.143540494967296,-2.315796136953,NA,-0.287680867724236,NA,"+","+",1.3979404674219,NA,0.0151324324619772,0.134021844836213,17,-1414.3466309242,2865.6641356348,11.2051653587573,0.000527910938021688
"163648",10.7126713409234,0.0138198638462194,0.142788357316071,0.0526033855299756,"+","+",0.151995978062062,NA,NA,-0.129018704722711,6.88902434456662,0.0627376771420644,-0.250834051714639,-0.811195014313507,"+","+",1.31321850365722,NA,NA,0.0257744867747144,19,-1412.08444941105,2865.89438901818,11.4354187421336,0.000470502324640719
"124147",7.8232814170567,NA,0.234326559115979,NA,NA,"+",0.0395633210323373,"+",0.00519356609587581,NA,-0.824720970485901,NA,-0.154858794915473,NA,NA,"+",1.2394290625874,"+",0.0121016968480154,NA,17,-1414.48320146642,2865.93727671925,11.478306443209,0.000460520351587805
"228799",10.4655717051345,NA,0.147781663406243,0.0816671582713135,"+","+",0.18926428891997,NA,0.00651484136803831,-0.131119866219955,4.91401339250544,NA,-0.253244336568764,-0.675917051251646,"+","+",1.3660102976354,NA,0.0103906846572202,0.0629878528409861,19,-1412.12634915019,2865.97818849646,11.5192182204169,0.000451195695787156
"161083",11.9310842187015,NA,0.120389223942019,NA,"+","+",0.175666418305647,NA,NA,-0.155445473626269,-1.50136625940034,NA,-0.333859906241476,NA,"+","+",1.364441872224,NA,NA,0.117803278379682,15,-1416.89725070341,2866.10219371452,11.6432234384715,0.000424070006652465
"152362",11.2081292372903,0.0103922955086462,NA,NA,"+",NA,0.252469935978708,NA,NA,-0.0854168793601731,-3.78448280298529,0.0717272381321081,NA,NA,"+",NA,1.2316955354235,NA,NA,0.16202563535239,13,-1419.18760281976,2866.10853897286,11.6495686968146,0.000422726721777711
"215461",9.5099176924197,NA,NA,0.282369624562558,NA,NA,-0.0256525864327938,NA,-0.00357118305148327,-0.130258363015603,-0.687403158597857,NA,NA,-0.420499023851594,NA,NA,1.24162672252821,NA,0.0121319228439423,0.118655416309891,11,-1421.45672153584,2866.15872609054,11.6997558144944,0.000412250990300319
"223156",12.066338615382,0.00247697968355393,0.265421190638506,NA,NA,"+",0.0822277392948934,NA,0.00263657410278142,-0.201304867391113,-3.24484227891274,0.0279137064785705,-0.160791846657063,NA,NA,"+",1.28348503094549,NA,0.0121896623213875,0.102619249763859,15,-1417.01590508187,2866.33950247144,11.8805321953978,0.000376622806436405
"92341",6.47844388068634,NA,NA,0.306274134388117,NA,"+",0.0371596700256227,NA,-0.00303912049688873,NA,2.31985213030909,NA,NA,-0.464761826689574,NA,"+",1.20093415785511,NA,0.0113295289198397,NA,11,-1421.60185737301,2866.44899776489,11.9900274888423,0.000356557859865022
"54379",9.04179734944806,NA,0.103419400065356,NA,"+",NA,0.129046075397126,"+",NA,NA,0.905468074713852,NA,-0.312789735061204,NA,"+",NA,1.30767227201582,"+",NA,NA,17,-1414.74151930286,2866.45391239214,11.9949421160923,0.000355682761014397
"159544",11.0062295508149,0.00785102155323853,0.238563148267671,0.0909068218776433,NA,"+",0.0624797493924698,NA,NA,-0.17745488324532,2.8816694329129,0.0312968963038663,-0.161467174113217,-0.477582621304209,NA,"+",1.22456928768528,NA,NA,0.00873999472880235,15,-1417.11151989982,2866.53073210732,12.0717618312797,0.000342280082037087
"114913",8.90267421315857,NA,NA,NA,NA,NA,-0.0834553741152663,"+",-0.00407522185760515,NA,-1.46169064204209,NA,NA,NA,NA,NA,1.18604118295987,"+",0.0145500808326866,NA,13,-1419.43181550528,2866.59696434389,12.1379940678466,0.000331130724986304
"90289",8.98871509385615,NA,NA,NA,NA,"+",0.0603464699324968,NA,-0.00817870713869832,NA,-1.38131979794204,NA,NA,NA,NA,"+",1.18015441634573,NA,0.0152837276988636,NA,9,-1423.89360320848,2866.62832791228,12.1693576362359,0.000325978507979438
"56944",8.86434673737532,0.011960715220281,0.127038590281363,-0.00152070702629523,"+",NA,0.116245721238816,"+",NA,NA,7.06258037699976,0.0625464939955179,-0.241451708507028,-0.779216053170561,"+",NA,1.304036727127,"+",NA,NA,21,-1410.03147223455,2866.63720189484,12.1782316187978,0.000324535348193059
"16417",8.82723792946965,NA,NA,NA,NA,NA,0.085306713508802,NA,NA,NA,-0.975946225591728,NA,NA,NA,NA,NA,1.12142203486095,NA,NA,NA,5,-1428.19206302714,2866.65935541207,12.2003851360273,0.000320960384536223
"29242",9.40789958448659,0.0130603302270634,NA,NA,"+","+",0.307806760406533,NA,NA,NA,-0.270566377858453,0.0729732342544599,NA,NA,"+","+",1.17480315354524,NA,NA,NA,13,-1419.46301985229,2866.65937303792,12.2004027618727,0.000320957555949623
"28729",9.43888892262756,NA,NA,NA,"+","+",0.305098358857005,NA,NA,NA,-0.0729711107735941,NA,NA,NA,"+","+",1.16857684148018,NA,NA,NA,11,-1421.72804084111,2866.70136470108,12.242394425039,0.000314289035692716
"119017",9.80086147481044,NA,NA,NA,"+",NA,0.219270421484755,"+",0.00907590478018867,NA,-0.568398717708111,NA,NA,NA,"+",NA,1.24804129213515,"+",0.0170471285750315,NA,17,-1414.92237813333,2866.81563005306,12.3566597770164,0.00029683617353676
"183655",10.7130746748222,NA,0.187891549160422,0.0470052152846709,NA,NA,-0.0551297387047395,"+",NA,-0.137774396175335,1.00454583576138,NA,-0.164023068926909,-0.445966315180132,NA,NA,1.23642506249554,"+",NA,0.093637172808641,17,-1414.92389797251,2866.81866973142,12.3596994553759,0.000296385372949221
"60535",7.58496274151748,NA,0.197769512637993,0.0758952673967598,NA,"+",0.0154894193073183,"+",NA,NA,3.44124877101066,NA,-0.160445888099281,-0.486348246230123,NA,"+",1.20114448585905,"+",NA,NA,17,-1414.97055876429,2866.91199131499,12.4530210389453,0.000282873485899099
"120556",8.83612590682696,0.0255525100704619,0.140115183335592,NA,"+",NA,0.204493136459767,"+",0.012021172092753,NA,0.183123817112232,0.0667497490936026,-0.238711486361433,NA,"+",NA,1.37719428129569,"+",0.0165011580659769,NA,21,-1410.17678905351,2866.92783553277,12.468865256722,0.000280641384491223
"213922",12.9021289092372,-0.0391186941191431,NA,NA,NA,NA,-0.00416695745221619,NA,-0.00702174548838326,-0.170895900040808,-4.71454794659362,0.0440620061187183,NA,NA,NA,NA,1.24316040104983,NA,0.0148456950528348,0.138334186977831,11,-1421.94111477108,2867.12751256103,12.6685422849819,0.000253975835934542
"51301",6.74869163594548,NA,NA,0.268566736537064,NA,NA,-0.0980486671057611,"+",NA,NA,2.96624040719588,NA,NA,-0.508721465341517,NA,NA,1.132519230804,"+",NA,NA,13,-1419.75991693164,2867.25316719662,12.7941969205776,0.000238510136525204
"161596",11.5032906890985,0.0106843505629758,0.124815160644769,NA,"+","+",0.183400690223726,NA,NA,-0.137956318477978,-1.69376063175655,0.0643287461144339,-0.302266481634529,NA,"+","+",1.34042164721792,NA,NA,0.114407072883519,17,-1415.29178421937,2867.55444222515,13.0954719491087,0.000205156744914696
"150310",9.683838646735,-0.0247569528744456,NA,0.289733473175833,NA,NA,-0.012194511926775,NA,NA,-0.138743064100486,1.11796633007423,0.0461500441746368,NA,-0.5014735103827,NA,NA,1.17133376449072,NA,NA,0.067137062419835,11,-1422.15872069328,2867.56272440543,13.1037541293827,0.000204308928994446
"27190",6.42724968727039,-0.0186517754237759,NA,0.316287406658188,NA,"+",0.0504691580733047,NA,NA,NA,2.88179741796463,0.0450547139541137,NA,-0.529090186644511,NA,"+",1.15462825663639,NA,NA,NA,11,-1422.2031155769,2867.65151417268,13.1925438966327,0.000195437048018769
"121069",9.57587333574022,NA,NA,0.0250923852043629,"+",NA,0.205935777389075,"+",0.0094822603838265,NA,4.64530746895006,NA,NA,-0.611761000009951,"+",NA,1.26553464695884,"+",0.0131508043982029,NA,19,-1412.96685570326,2867.65920160261,13.2002313265612,0.000194687285572398
"122608",8.06308504045486,0.0282257125834721,0.15649600588514,0.0761562060326849,"+",NA,0.173231419707121,"+",0.0128803936665547,NA,5.84071628932813,0.0633347792792548,-0.223997745722227,-0.66589034104754,"+",NA,1.37527816328425,"+",0.0112532909449385,NA,23,-1408.09159845515,2867.7031969103,13.2442266342573,0.000190451382827179
"249319",10.2749913335151,NA,0.222866346194836,0.122804137650705,NA,NA,-0.0582724509127448,"+",0.00894197934290948,-0.16286406273178,-0.568111115452265,NA,-0.142134281543396,-0.334862365534647,NA,NA,1.29192032728663,"+",0.0100856774141751,0.106168238901734,19,-1413.03236871183,2867.79022761973,13.331257343687,0.000182341554066323
"54892",8.97345360486516,0.0113067166701514,0.110209810484182,NA,"+",NA,0.133718960931781,"+",NA,NA,0.627807089024861,0.0644080256337076,-0.276124756686043,NA,"+",NA,1.28845351609821,"+",NA,NA,19,-1413.05150510072,2867.82850039752,13.3695301214761,0.00017888537008739
"227260",10.6818562545392,0.0238823427786524,0.142330128613976,NA,"+","+",0.243964410628817,NA,0.00695325103537521,-0.108471481247302,-3.02914700454591,0.0674339213370831,-0.249352368042819,NA,"+","+",1.40425866507452,NA,0.0162837688554889,0.152977351724985,19,-1413.0683378238,2867.86216584368,13.4031955676319,0.000175899443331647
"49762",9.08670853836884,-0.0484401571254835,NA,NA,NA,NA,-0.0574886722433085,"+",NA,NA,-1.28424066870285,0.0501811835171982,NA,NA,NA,NA,1.11732419780592,"+",NA,NA,13,-1420.07822171621,2867.88977676574,13.4308064897,0.000173487755952544
"119530",9.78395093342135,0.0187777581992008,NA,NA,"+",NA,0.238085650317227,"+",0.0102222856540043,NA,-0.764673108472379,0.0762843396029459,NA,NA,"+",NA,1.29842495104897,"+",0.0184989604747331,NA,19,-1413.08374570103,2867.89298159814,13.4340113220942,0.000173209978979006
"182116",11.207768421441,-0.00237977732206704,0.193063235133054,NA,NA,NA,-0.048156430412066,"+",NA,-0.144607783577339,-3.18503239467097,0.0357944463592376,-0.154321180570872,NA,NA,NA,1.22560936924704,"+",NA,0.11672560939075,17,-1415.54893450544,2868.06874279729,13.6097725212417,0.000158637862504685
"116965",6.79548607575568,NA,NA,0.262336934582555,NA,NA,-0.0976865828646217,"+",-0.000125833136145763,NA,1.4932042743301,NA,NA,-0.372821237525247,NA,NA,1.19547074974506,"+",0.0115705814010416,NA,15,-1417.90482109135,2868.11733449038,13.6583642143401,0.00015483006547285
"225721",11.7060143964299,NA,NA,NA,"+","+",0.269335961571659,NA,0.00398645404034463,-0.107324772893314,-4.65101287010238,NA,NA,NA,"+","+",1.30510376360244,NA,0.0173384478594013,0.19649169895966,15,-1417.92427424783,2868.15624080335,13.697270527301,0.00015184723874305
"229312",9.18479964715934,0.0294269474767395,0.155887234994803,0.112258151729038,"+","+",0.217101833434544,NA,0.00844007197941078,-0.0902974333195603,4.760302235308,0.0642441007932881,-0.232368821456671,-0.691649832185961,"+","+",1.38512414491022,NA,0.010794660784199,0.0645790044470292,21,-1410.80545594364,2868.18516931303,13.7261990369852,0.000149666689610747
"49249",8.77525456293712,NA,NA,NA,NA,NA,-0.0905282944020988,"+",NA,NA,-0.942279793809289,NA,NA,NA,NA,NA,1.117269405114,"+",NA,NA,11,-1422.47861028576,2868.20250359039,13.7435333143462,0.000148375112878552
"148258",13.3861813513183,-0.0518148989949134,NA,NA,NA,NA,0.0137367621382955,NA,NA,-0.198956451785736,-3.88428848000747,0.0545000944666002,NA,NA,NA,NA,1.16707442755243,NA,NA,0.118821815142907,9,-1424.69100687454,2868.22313524441,13.7641649683605,0.000146852368569074
"90802",9.23213262718957,-0.03796394180728,NA,NA,NA,"+",0.0825884140877983,NA,-0.00735061424143914,NA,-1.70689439553371,0.0461995700530791,NA,NA,NA,"+",1.18935752438252,NA,0.0144617792263649,NA,11,-1422.49188788912,2868.2290587971,13.7700885210556,0.000146418068165075
"55405",9.90724059974602,NA,NA,-0.0196970003353207,"+",NA,0.158449349782213,"+",NA,NA,6.00771272463923,NA,NA,-0.744699079447646,"+",NA,1.19192288588498,"+",NA,NA,17,-1415.64465279734,2868.26017938109,13.8012091050437,0.000144157394257467
"118504",6.51023124355994,0.00825039279461393,0.230302643680804,0.152621995425687,NA,NA,0.020892416067544,"+",0.00796417114730238,NA,1.6269478233803,0.0222028656768206,-0.132346154431383,-0.344825728683101,NA,NA,1.24011265960625,"+",0.00935712161358954,NA,19,-1413.31267161822,2868.35083343252,13.8918631564725,0.00013776904450984
"115426",9.1358607542207,-0.0440173003765454,NA,NA,NA,NA,-0.0610718078163354,"+",-0.00255721174272502,NA,-1.68897357381201,0.0385000001514982,NA,NA,NA,NA,1.18742212595625,"+",0.0136405727185568,NA,15,-1418.04940351465,2868.40649933699,13.9475290609444,0.000133987396612356
"227773",10.8140624130672,NA,NA,0.0718524127019919,"+","+",0.248756474851877,NA,0.00481141832873118,-0.0961195208648866,2.91775503658692,NA,NA,-0.652428841706546,"+","+",1.30145102253719,NA,0.0128650484471737,0.104567680401634,17,-1415.76124679922,2868.49336738484,14.0343971087973,0.000128292359301486
"162622",10.8970990343769,0.0102906748055968,NA,0.0544310413714098,"+","+",0.222016533585533,NA,NA,-0.0927439131650115,5.68228700473084,0.0728580039442311,NA,-0.81103626253077,"+","+",1.237360283546,NA,NA,0.0407344391107657,17,-1415.77770261337,2868.52627901315,14.0673087371101,0.000126198479577529
"126199",6.74782576873392,NA,0.224042084060788,0.137365163478925,NA,"+",0.0248440047842576,"+",0.00735327948300143,NA,2.14395927180807,NA,-0.142984024660115,-0.376293323367017,NA,"+",1.24816764593847,"+",0.00939023634513912,NA,19,-1413.40466766132,2868.53482551873,14.0758552426823,0.000125660352169176
"251371",11.3680164421525,NA,0.139114633985817,NA,"+",NA,0.110665063992364,"+",0.011391879877957,-0.120659767826451,-3.26694074558053,NA,-0.252941710422589,NA,"+",NA,1.43397504735689,"+",0.0159515611842388,0.172516934580696,21,-1410.98054787887,2868.53535318347,14.0763829074294,0.000125627203273271
