"","count_(Intercept)","count_chlor","count_depth","count_DO","count_habitat","count_month","count_salinity2","count_sediment","count_turb","count_w_temp","zero_(Intercept)","zero_chlor","zero_depth","zero_DO","zero_habitat","zero_month","zero_salinity2","zero_sediment","zero_turb","zero_w_temp","df","logLik","AICc","delta","weight"
"150823",10.4456409801384,NA,0.226732093921994,0.0836658036876595,NA,NA,0.0723159492362674,NA,NA,-0.147053268271288,1.71242750779341,NA,-0.186821197160665,-0.482814567907498,NA,NA,1.24373563675824,NA,NA,0.0755159676729031,11,-1417.83431257209,2858.91390816305,4.45493788700378,0.0154295738602813
"22060",8.62413136055388,0.0163004921361173,0.116064504546711,NA,"+",NA,0.268395721764796,NA,NA,NA,0.767424994511676,0.0663585885889509,-0.317206444228282,NA,"+",NA,1.30883321872714,NA,NA,NA,13,-1415.61800127375,2858.96933588083,4.51036560478951,0.0150078318697275
"91315",7.69542684953749,NA,0.268589331507378,NA,NA,"+",0.178288749783554,NA,0.00246573203720169,NA,-0.732939873478386,NA,-0.192501698370671,NA,NA,"+",1.25785863395465,NA,0.0122433226985639,NA,11,-1417.86405749582,2858.9733980105,4.5144277344566,0.0149773809245792
"89776",7.30641345305766,0.0278970506554916,0.151480222005413,0.120313481703521,"+",NA,0.271415816490636,NA,0.00736235007457424,NA,6.17429309244292,0.0661527842160827,-0.238770079446376,-0.699030004058748,"+",NA,1.35659649603626,NA,0.0107215529365761,NA,17,-1411.04877947102,2859.06843272845,4.60946245240166,0.0142823393808867
"27703",7.07550097955387,NA,0.233746500064957,0.110175135159176,NA,"+",0.146435300239555,NA,NA,NA,3.6863434973245,NA,-0.181487894244107,-0.516716572541047,NA,"+",1.21993465949339,NA,NA,NA,11,-1417.96181903205,2859.16892108296,4.70995080692001,0.0135824645358981
"87724",8.49333503487247,0.0234428030989082,0.135693658181319,NA,"+",NA,0.314288092938525,NA,0.00612121018353538,NA,0.291050268170381,0.069080057673216,-0.264679412943265,NA,"+",NA,1.35518194639471,NA,0.0159883301772263,NA,15,-1413.45553550198,2859.21876331166,4.7597930356178,0.0132481573399322
"154927",10.480131205332,NA,0.134151304886898,0.036933506663358,"+",NA,0.156876514394139,NA,NA,-0.110366946461796,5.37748066236326,NA,-0.27557718514553,-0.777117664665441,"+",NA,1.32053545982501,NA,NA,0.0910136145701809,15,-1413.87895944255,2860.06561119279,5.60664091674835,0.00867490637711814
"31807",8.08712161175828,NA,0.132352946993236,0.0511774431890759,"+","+",0.225583695887009,NA,NA,NA,7.72956061880816,NA,-0.27082034776896,-0.814789614715775,"+","+",1.29254385130941,NA,NA,NA,15,-1413.9026770697,2860.1130464471,5.65407617105302,0.00847157893563001
"88237",8.66932679970486,NA,NA,0.0848724171454283,"+",NA,0.302223937005351,NA,0.00478478907124461,NA,5.03716743416905,NA,NA,-0.652896122709287,"+",NA,1.23861825891249,NA,0.0129457165036388,NA,13,-1416.23490328608,2860.2031399055,5.74416962945088,0.00809842968763865
"22573",8.91176251555148,NA,NA,0.0568822236094,"+",NA,0.268481201858188,NA,NA,NA,6.39511733743127,NA,NA,-0.786918077491839,"+",NA,1.17515355723329,NA,NA,NA,11,-1418.51651102584,2860.27830507054,5.81933479449435,0.00779971812044963
"216487",10.0673195713934,NA,0.25006528272178,0.133176254058046,NA,NA,0.0830115577966436,NA,0.00518830792160505,-0.158372170494495,0.438067730231267,NA,-0.168523166539693,-0.378883719705078,NA,NA,1.28990241181074,NA,0.00992133830584284,0.0786749895827501,13,-1416.29802742789,2860.32938818912,5.87041791307365,0.00760302379060502
"86185",9.44016405717282,NA,NA,NA,"+",NA,0.33475829860843,NA,0.00388045670209808,NA,-0.506586286131348,NA,NA,NA,"+",NA,1.21715765506099,NA,0.0169979178617484,NA,11,-1418.5464800347,2860.33824308826,5.87927281221755,0.00756943619473744
"85672",6.20570380317773,0.0148660327652178,0.266072973815512,0.177867566538274,NA,NA,0.154788455829221,NA,0.00469993308301236,NA,1.91194452752821,0.0244650827019271,-0.15360856794945,-0.378499600466739,NA,NA,1.25561010943254,NA,0.00933597201863301,NA,13,-1416.41636379499,2860.56606092332,6.10709064727234,0.00675450485528528
"149284",11.3707139229346,0.00356742665774907,0.245355922668005,NA,NA,NA,0.0823818342134575,NA,NA,-0.164613624406747,-2.63085433912575,0.0384204002690045,-0.188396403017423,NA,NA,NA,1.23682171828205,NA,NA,0.0931550864599319,11,-1418.67626392116,2860.5978108612,6.13884058515214,0.00664812393155306
"93367",6.45427683426217,NA,0.253945127170679,0.157763376526303,NA,"+",0.158925102583227,NA,0.0050599650246638,NA,2.45341546847098,NA,-0.167041554181586,-0.410529582237633,NA,"+",1.26344627000973,NA,0.00941725005655482,NA,13,-1416.56711246926,2860.86755827185,6.40858799580428,0.00580930529986225
"218539",11.2740313718966,NA,0.130889302641674,NA,"+",NA,0.223558288200681,NA,0.00595581152282372,-0.13057892019628,-2.14037765541043,NA,-0.287024502887135,NA,"+",NA,1.39591340822655,NA,0.0150946087846537,0.126483360727166,15,-1414.35804903604,2861.02379037978,6.56482010373702,0.00537277717701854
"88750",8.45069625118741,0.0215429878345942,NA,0.106109350251639,"+",NA,0.312498464362553,NA,0.00567656991571913,NA,5.05406925852133,0.0766684428303587,NA,-0.676711929597537,"+",NA,1.28150580616745,NA,0.0136608017558387,NA,15,-1414.36216291171,2861.03201813111,6.57304785506449,0.00535071964183036
"86698",9.4118462056116,0.0186554266953253,NA,NA,"+",NA,0.34883325883341,NA,0.00471304401375691,NA,-0.715177814965351,0.0788254965551691,NA,NA,"+",NA,1.26012163848101,NA,0.0187327069070995,NA,13,-1416.66635709169,2861.06604751672,6.60707724067834,0.00526044893278917
"220591",10.2159908573492,NA,0.146031000799596,0.0823532583084379,"+",NA,0.194866686059878,NA,0.00689690882360413,-0.120171217850424,4.08549594625056,NA,-0.256825245587107,-0.656687627206028,"+",NA,1.37319901100188,NA,0.0107436735649996,0.0917349680145028,17,-1412.18191390802,2861.33470160246,6.87573132641091,0.00459923197997423
"50275",8.06333222307771,NA,0.202694840629458,NA,NA,NA,0.0283525088633186,"+",NA,NA,-0.324426436820646,NA,-0.191595543027555,NA,NA,NA,1.19263479194198,"+",NA,NA,13,-1416.80885805179,2861.35104943692,6.89207916087298,0.00456179146473887
"26164",7.79601740198452,0.00341006703788097,0.258296996159215,NA,NA,"+",0.168981116835007,NA,NA,NA,-0.589800601252031,0.0394657224537572,-0.188860988820309,NA,NA,"+",1.20527158767676,NA,NA,NA,11,-1419.07098960095,2861.38726222078,6.92829194473234,0.00447993715989629
"115939",7.78289026649175,NA,0.233182263947865,NA,NA,NA,0.0391077894841545,"+",0.00562193146791691,NA,-0.882193639798298,NA,-0.158891815900842,NA,NA,NA,1.23939596465233,"+",0.01229645717057,NA,15,-1414.54432157296,2861.39633545362,6.93736517757361,0.00445965943432248
"32320",7.88084243133502,0.020340967890449,0.13628707150274,0.0659949640299462,"+","+",0.22444213134339,NA,NA,NA,7.50416304716755,0.0635097935081018,-0.251963690294335,-0.817907525491492,"+","+",1.30385298849761,NA,NA,NA,17,-1412.25518398661,2861.48124175962,7.0222714835777,0.00427429531453887
"152875",11.1627504296911,NA,0.115234847883193,NA,"+",NA,0.185980840088499,NA,NA,-0.120613927807052,-1.67810484882696,NA,-0.336349591596935,NA,"+",NA,1.36800412060018,NA,NA,0.125710744175532,13,-1416.95651936289,2861.64637205911,7.18740178306143,0.00393556360509975
"97471",7.61746450284565,NA,0.14182642132265,0.0924070630335361,"+","+",0.265614290351038,NA,0.00709521378365242,NA,6.41470765835237,NA,-0.257535013327407,-0.691025436553101,"+","+",1.34324420355334,NA,0.0102077778090714,NA,17,-1412.34270221116,2861.65627820873,7.19730793268127,0.00391611866003177
"95419",8.57418642216337,NA,0.121781783265785,NA,"+","+",0.305665610112106,NA,0.00607689907473743,NA,0.635414639001777,NA,-0.310118284467916,NA,"+","+",1.36826283547757,NA,0.0149820521192868,NA,15,-1414.70655667749,2861.72080566267,7.26183538662053,0.00379178657018769
"214948",11.4248577498692,0.00509197681624607,0.266494182711292,NA,NA,NA,0.0886982598639287,NA,0.00317525552974065,-0.175380987664136,-3.34592082600321,0.0281160432393392,-0.160768154392804,NA,NA,NA,1.28362449156004,NA,0.0122380958341091,0.106852883401624,13,-1417.04618082546,2861.82569498426,7.36672470821395,0.00359805217947567
"156979",12.3130070443603,NA,0.247943960462664,NA,NA,"+",0.0749384865255556,NA,NA,-0.204945202123168,-2.20138475521056,NA,-0.21932622740843,NA,NA,"+",1.25313552896295,NA,NA,0.0922680337981261,11,-1419.35933224801,2861.96394751488,7.50497723883427,0.00335773410331299
"151336",10.1847398439985,0.0114196861295521,0.234408231307957,0.097449656116198,NA,NA,0.0679198360373013,NA,NA,-0.14456766513555,1.65926334799333,0.0327418035470869,-0.164540706707697,-0.456050694001533,NA,NA,1.23568082259991,NA,NA,0.0539961616776424,13,-1417.26050098101,2862.25433529535,7.79536501930443,0.00290395175122797
