cond((Int)),disp((Int)),cond(chlor2),cond(depth2),cond(DO2),cond(habitat),cond(month),cond(salinity2),cond(sediment),cond(turb2),cond(w_temp2),cond(year),df,logLik,AICc,delta,weight
7.41813727390516,+,0.125240771818112,,0.363023851856373,+,+,0.19884214553062,+,-0.187765097389543,0.00163877173470857,,14,-1379.89662007094,2789.80280951987,15.1125864054375,4.43699995282283e-05
7.87592083182076,+,,0.455315543699483,,+,,0.260019680316771,+,,,,10,-1384.41655445079,2789.86597275135,15.1757496369169,4.29906194263185e-05
6.9389430490315,+,,,0.431241527727482,,,,+,-0.197695590698841,,+,11,-1383.31615534461,2789.87759370809,15.18737059366,4.27415476757266e-05
7.04819913903556,+,0.0862196045246213,0.39677261096971,0.347428772796877,,,0.13842686236999,,,0.0275046085698057,,8,-1386.60912276249,2789.88801296683,15.1977898524037,4.25194590555509e-05
7.20381540591243,+,,0.473880730900569,0.337500355119036,+,+,,+,-0.220222416470832,-0.0690258296334079,+,16,-1377.63055985236,2789.88913902839,15.1989159139584,4.24955260296134e-05
7.02953698455498,+,0.097543812784797,0.395952643025325,0.345016853850204,,+,0.125298416292749,,,,,8,-1386.61159399375,2789.89295542935,15.2027323149223,4.2414513365149e-05
8.15968964124066,+,,0.506735868690452,,+,,0.842533990045988,,-0.268124401154352,-0.0173053361930253,+,12,-1382.21719483966,2789.9130626651,15.2228395506718,4.1990230418443e-05
7.00575985843183,+,,,0.45757524514,,+,0.239300786629245,+,,0.0827341822961271,,10,-1384.4498112423,2789.93248633436,15.2422632199327,4.15844021030635e-05
6.99714475940869,+,0.0998043148734753,0.423303266863997,0.40924622101975,,+,,,,,,7,-1387.71098848979,2789.94049549811,15.2502723836783,4.14182069533547e-05
7.12286617286939,+,,0.442811007066894,,,,0.176433281565255,,-0.280337741240013,-0.0226285632854072,,7,-1387.71713011381,2789.95277874615,15.2625556317166,4.11646114399724e-05
7.02432951939552,+,,,0.44901271367237,,,0.545005759155886,+,-0.19304207856932,0.00816755875951015,+,13,-1381.11928006237,2789.97189345808,15.2816703436511,4.07730606706781e-05
6.89609625560162,+,0.145251751307789,,0.420414964132887,,+,,,-0.262400548930056,,,7,-1387.7337982763,2789.98611507113,15.2958919566995,4.04841597016173e-05
7.05023837571729,+,,0.427914529661382,0.30186312352975,,+,,,-0.285934825064136,,+,10,-1384.48208686636,2789.99703758249,15.306814468066,4.02636679832093e-05
7.03087870989043,+,0.0880592019064674,,0.51247298789292,,,,+,,,,8,-1386.66430573737,2789.99837891661,15.3081558021763,4.02366735207338e-05
7.02941762796869,+,0.0960802155398043,0.427152625454981,0.392677598912716,,,,,,-0.021626316695132,,7,-1387.74342479536,2790.00536810925,15.3151449948191,4.00963079927399e-05
7.07414766226466,+,,,0.422041954608846,,+,,+,-0.2516869239272,-0.095685248240705,,10,-1384.49355195516,2790.01996776009,15.3297446456636,3.98046776645763e-05
7.49799955020152,+,,,0.40724349342001,+,,0.584827835053544,+,-0.191999586753074,,+,14,-1380.00563129857,2790.02083197514,15.3306088607087,3.97874814794926e-05
7.26211766171957,+,0.134426183728014,0.551246906031278,,,+,,+,-0.275550618629181,,,10,-1384.49498613709,2790.02283612395,15.3326130095252,3.97476314322248e-05
7.40665775645555,+,,,0.414646415611893,+,,0.247045053086199,+,,0.0610235494291562,,11,-1383.41039803125,2790.06607908138,15.3758559669463,3.8897453042839e-05
7.11756753539202,+,,0.410525970035577,0.317879089658787,+,+,,,-0.29354623360574,-0.0588990768860737,,10,-1384.51962139564,2790.07210664105,15.3818835266247,3.87804011559681e-05
7.20723416788134,+,0.149264684226376,0.377199427033182,0.301368082023443,+,,,,-0.255031687640463,,+,12,-1382.30254301317,2790.08375901213,15.3935358976969,3.85551162567443e-05
7.02365479856724,+,,0.421869637604976,0.31226985330819,,,,,-0.279836462984218,0.0102446757444372,+,10,-1384.53956125945,2790.11198636866,15.4217632542313,3.8014783759161e-05
7.27288751148402,+,0.144940866182506,,0.383762615294961,+,,,,-0.257562181985229,,,8,-1386.72571520874,2790.12119785933,15.4309747449047,3.784009992955e-05
7.74557781286482,+,0.0045296657416002,0.662118551524761,,,+,0.806949490964085,+,,-0.185873964783846,+,14,-1380.05594749329,2790.12146436456,15.4312412501345,3.78350579732212e-05
7.14514188470563,+,,0.438989817858478,0.41691443816084,+,+,,+,,,+,14,-1380.07024002773,2790.15004943346,15.4598263190287,3.72981451660854e-05
7.08793369457068,+,0.158160940395185,0.498737753306902,,,,,,-0.319852853641669,,,6,-1388.89515340869,2790.17740359157,15.4871804771396,3.67914881778859e-05
7.63541415328135,+,,0.378909325763901,,+,,0.203259703988128,,-0.257171343083006,,,8,-1386.75712984487,2790.1840271316,15.4938040171687,3.66698447692251e-05
7.43763370806041,+,0.16693397476375,,0.30120204609763,+,+,0.160252907178664,,-0.241672281360303,,,10,-1384.60480560242,2790.2424750546,15.5522519401734,3.56137139641402e-05
7.3986649439481,+,,0.534901281406287,,,+,0.208535227186834,+,,-0.0857076874791867,,10,-1384.6056455621,2790.24415497397,15.5539318595434,3.55838124399733e-05
7.11800553670718,+,,0.430539445488387,0.426321384856668,+,,,+,,0.0184926397732926,+,14,-1380.12952403628,2790.26861745055,15.5783943361171,3.51512292578269e-05
7.3117485030263,+,,0.502326362994344,0.312962298710816,,+,0.72843985525839,,,,+,10,-1384.61823061901,2790.26932508778,15.5791019733524,3.51387942984713e-05
7.38927498790093,+,,0.515608531242109,,,,,+,-0.267343820367407,-0.035423179100783,+,12,-1382.39856923231,2790.2758114504,15.5855883359704,3.50250174168366e-05
7.11128323729235,+,0.10784582602081,0.408174631325392,0.446153040562091,+,,,+,,-0.0187715797885612,+,15,-1378.98745578052,2790.28260386874,15.5923807543077,3.4906266896499e-05
6.83701213933687,+,0.146350422881729,,0.444172789065727,,,,+,-0.187528253999987,-0.0525054243006823,+,13,-1381.27907587466,2790.29148508265,15.6012619682238,3.47516055341472e-05
7.10113513202249,+,0.104876243636387,0.405761202659562,0.448779630668004,+,+,,+,,,+,15,-1379.0063869703,2790.32046624829,15.6302431338613,3.42516654754433e-05
6.79750132718195,+,0.144150366732019,,0.462037629826713,,+,,+,-0.175461591389912,,+,13,-1381.31699087296,2790.36731507925,15.6770919648188,3.34586642870254e-05
6.96476517947857,+,0.0893281560513892,,0.460799173909026,,+,0.230070721829154,+,,0.0710941468692812,,11,-1383.56632966718,2790.37794235322,15.6877192387933,3.32813486037178e-05
7.58083663943106,+,,0.613413694460209,,,,0.696930481045396,+,,-0.0274468971017834,+,12,-1382.45033245764,2790.37933790105,15.6891147866259,3.32581338470315e-05
7.55978655024325,+,0.0221541722254166,0.607853700070373,,,,0.686802051092295,+,,,+,12,-1382.45092024331,2790.3805134724,15.6902903579667,3.32385909366158e-05
7.46559020695173,+,0.0914000403890045,,0.406134577605048,+,,0.233309102514385,+,,0.0317582498384032,,12,-1382.45323391728,2790.38514082034,15.6949177059118,3.31617765698468e-05
7.65851748654351,+,-0.00393303529221726,0.630243677654154,,,+,0.771159540945203,+,,,+,13,-1381.35079206896,2790.43491747125,15.7446943568184,3.23466214816394e-05
7.40179271728764,+,,0.365056147750823,0.297352382954906,+,,0.146709544602182,,,,,8,-1386.88993857983,2790.44964460151,15.759421487086,3.21093098296975e-05
7.46647776292248,+,0.160098653561757,,0.288389792297122,+,,0.157276544650036,,-0.247899007764488,-0.0120381101080865,,10,-1384.70912803861,2790.45111992699,15.7608968125655,3.20856327221702e-05
7.26423966321128,+,,0.491836577339518,0.32635013670995,,,0.705376544701755,,,0.00943292943783376,+,10,-1384.71168826134,2790.45624037244,15.7660172580099,3.20035914230313e-05
7.46913794242545,+,0.102266138951039,,0.401604896972164,+,+,0.212222921478361,+,,,,12,-1382.49978104191,2790.47823506961,15.7880119551814,3.16535649812779e-05
6.80837047453266,+,0.120697399776141,,0.503659209309825,,,,+,,,+,11,-1383.62453602848,2790.49435507583,15.804131961404,3.13994625578249e-05
7.20361090073817,+,0.134087615632825,0.464541804251917,,,,,,-0.303327434097602,,+,9,-1385.837682505,2790.51648650533,15.8262633909026,3.10539204231903e-05
7.43985661243982,+,,,0.395328367188518,+,+,0.215221028042352,+,,,,11,-1383.63794846883,2790.52117995654,15.8309568421068,3.09811308350865e-05
7.49256658318892,+,0.145341558109567,,0.416323422889889,+,,0.558889711456127,+,-0.184701740656064,-0.0466496362317801,+,16,-1377.96402238709,2790.55606409785,15.865840983422,3.04454411118296e-05
7.3285415333663,+,0.0449397743473704,0.524007936731071,,,+,0.254709064866292,+,,,,10,-1384.76834617645,2790.56955620266,15.879333088234,3.02407457895439e-05
7.62789804093724,+,0.204257361106962,0.422273668310738,,+,,,,-0.320835603393344,-0.141853662933837,,9,-1385.87291016902,2790.58694183337,15.8967187189405,2.99790078382761e-05
7.33542819308213,+,,,0.310262550721222,+,,0.151029147249126,,-0.262481063299972,,,8,-1387.00866011598,2790.68708767383,15.9968645593976,2.85148349890074e-05
7.46021998707793,+,0.118012492070312,,0.478088382309635,+,,0.561744607001359,+,,,+,14,-1380.34002524699,2790.68961987197,15.9993967575451,2.84787552279355e-05
6.95908495168086,+,,,0.354948886163323,,,0.149072375922311,,-0.269304176462778,0.0276676967959278,,7,-1388.10150600927,2790.72153053707,16.0313074226374,2.80279729712084e-05
7.22121537223772,+,,0.371116835237405,0.290526391994115,+,+,0.121422347038903,,-0.258056252936717,0.00780239002768004,,11,-1383.74796415627,2790.74121133141,16.0509882169854,2.77535191670968e-05
7.24273730436184,+,0.129226413440261,,0.451167261027802,+,+,,+,-0.207413679012589,,,12,-1382.63165082237,2790.74197463052,16.0517515160882,2.77429290699383e-05
7.76239014694233,+,0.127109524016875,0.449963539954147,,+,,,+,-0.247534799862935,,+,14,-1380.36738491593,2790.74433920984,16.0541160954131,2.77101482737099e-05
7.16669466318061,+,0.140106717964148,,0.41460347105902,+,,,+,-0.176934917890318,,+,14,-1380.37494395607,2790.75945729013,16.0692341757003,2.75014758258399e-05
7.2198185918309,+,,0.484116528332237,,,+,,,-0.360314970208458,-0.177038488865274,,7,-1388.12358795279,2790.76569442411,16.0754713096762,2.74158442245525e-05
6.93867511357564,+,0.151077419712161,0.425853336252289,0.320259008532436,,+,,,-0.270456519199703,-0.0465890525886424,+,12,-1382.64864150154,2790.77595598886,16.0857328744319,2.72755397378182e-05
7.18930619361868,+,,0.454595932456488,,,+,0.140325014622093,,-0.315116583122494,-0.0870963241278824,,8,-1387.05794054205,2790.78564852596,16.0954254115341,2.71436749315893e-05
7.48089045707393,+,0.134410632619844,,0.422196500939954,+,+,0.561497471138163,+,-0.175458433472191,,+,16,-1378.0889531836,2790.80592569087,16.1157025764401,2.68698669032628e-05
6.96498671469963,+,,,0.346852291651695,,+,0.135810749705737,,-0.277055313998164,,,7,-1388.15690178659,2790.8323220917,16.1420989772751,2.6517563017372e-05
7.32403507034389,+,,0.549017011426054,,,+,,+,-0.27097374817565,,,9,-1385.99843667032,2790.83799483596,16.1477717215348,2.64424559068878e-05
7.33298612992536,+,,,0.380686650431818,+,+,0.210791296219433,+,-0.189168775508616,0.0247826892502435,,13,-1381.55373519755,2790.84080372843,16.1505806140053,2.64053449654994e-05
7.03948870327065,+,,0.393917256940857,0.354231915046923,,+,0.159850627400245,,,0.0711551535128816,,8,-1387.09456843638,2790.85890431462,16.1686812001867,2.61674470013575e-05
6.88184376590832,+,0.117276579583223,,0.524316028405017,,+,0.510161633777333,+,,,+,13,-1381.61206964648,2790.9574726263,16.2672495118682,2.49090701835677e-05
7.43719073616901,+,0.101616807001522,0.34875999607819,0.310986812838693,+,,0.143782524413957,,,,,9,-1386.06383900962,2790.96879951458,16.2785764001474,2.47683977771722e-05
6.90151010342737,+,0.114898861476114,,0.51785467059011,,,0.517681235753803,+,,-0.010190056554413,+,13,-1381.6290654644,2790.99146426214,16.3012411477084,2.4489297457086e-05
6.94951953593265,+,0.132897963528628,,0.451872796915159,,+,0.523465182451285,+,-0.190246915305644,-0.0617308826393545,+,15,-1379.34619694246,2791.00008619261,16.3098630781788,2.43839521801765e-05
7.91006583906101,+,0.0779409051578659,0.445430805115169,,+,,0.259432368961757,+,,,,11,-1383.89028346945,2791.02584995777,16.3356268433454,2.40718554836148e-05
7.71781364848583,+,0.175771628134224,0.389373292156163,,+,+,0.151109545711086,,-0.296312321042926,-0.0904447363246666,,11,-1383.93056801921,2791.10641905729,16.4161959428607,2.31214044032964e-05
7.70336984225524,+,0.156931962686138,0.49484137510079,,+,,,+,-0.26730241165394,,,11,-1383.93633073485,2791.11794448856,16.4277213741316,2.29885455063238e-05
7.18998711351918,+,,0.405984870347965,0.383291775719274,+,,,,,,,7,-1388.30025136407,2791.11902124665,16.4287981322218,2.29761722861857e-05
7.19891030608491,+,,,0.431238667222474,+,,,+,-0.237418145611359,-0.0626063682274914,,11,-1383.96013327973,2791.16554957833,16.4753264639003,2.24478204653546e-05
7.8987792033107,+,,0.468368804922932,,+,+,0.269789980712164,+,,,,11,-1383.96073525548,2791.16675352984,16.4765304154071,2.24343114881642e-05
6.89393741553568,+,0.147992449366765,,0.360064075038881,,+,0.154572714895544,,-0.243442374143338,0.0303247906550118,,9,-1386.17089157443,2791.18290464419,16.4926815297595,2.2253871480442e-05
7.34616390650788,+,0.167822849671038,,0.335321448532695,+,,,,-0.27334804065179,-0.0773939224743961,,9,-1386.1762799952,2791.19368148573,16.5034583712963,2.21342807491291e-05
8.44212361289747,+,0.0173375521632073,0.663970822530479,,+,+,0.915987006555235,+,,-0.194988607207298,+,16,-1378.30206905052,2791.2321574247,16.541934310274,2.17125319341751e-05
7.28164654540495,+,0.0651366850881263,0.51334111956613,,,,0.22619751420918,+,,-0.0284609552497713,,10,-1385.11796462244,2791.26879309464,16.5785699802159,2.13184259613878e-05
8.31673284554793,+,0.035059044862951,0.580140445346045,,+,,0.807638621088018,+,,,+,14,-1380.63160022808,2791.27276983416,16.5825467197265,2.1276079162475e-05
7.00269958667086,+,,,0.496920455301785,,,0.544639365547853,+,,0.030748329711221,+,12,-1382.91394033467,2791.30655365511,16.6163305406863,2.09197039409377e-05
7.66060103945082,+,0.183112417499338,0.431694890353524,,+,+,,,-0.335334101345812,-0.186424685377913,,10,-1385.14329000339,2791.31944385654,16.629220742107,2.07853079054253e-05
6.94933346234816,+,,,0.402134627334239,,,,,-0.301917341494987,-0.0330606673554262,,6,-1389.46925075134,2791.32559827687,16.6353751624401,2.07214454541097e-05
8.3253738699576,+,,0.599889137948972,,+,,0.829974747037934,+,,-0.0353815873834626,+,14,-1380.66782395148,2791.34521728095,16.6549941665216,2.05191721150058e-05
7.02685554030988,+,,,0.487811440547716,,+,0.550166195649407,+,,,+,12,-1382.93361130468,2791.34589559515,16.6556724807192,2.05122140721235e-05
6.91435654386732,+,,,0.479062389706831,,,,+,,,+,10,-1385.15961246552,2791.3520887808,16.66186566637,2.04487943404151e-05
7.80477887,+,,0.464450139445211,0.270085148737461,+,,0.768169176373552,,,,+,11,-1384.07087596856,2791.38703495598,16.6968118415543,2.0094594261903e-05
7.38288213393808,+,0.138851582878453,,0.371235460344202,+,+,,+,-0.232433595043343,-0.118614627598632,,13,-1381.84011236937,2791.41355807208,16.7233349576527,1.98298678556766e-05
7.051138043683,+,0.102174013704455,,0.478675882777059,,,,+,,-0.0627829553498935,,9,-1386.28970731371,2791.42053612274,16.7303130083096,1.97608015016611e-05
7.49699805807884,+,,,0.453854362794691,+,,0.57904203216497,+,,,+,13,-1381.84847180072,2791.43027693478,16.7400538203488,1.96647923665955e-05
7.27028446160202,+,,0.465169249037601,,,,,,-0.317201784379753,,+,8,-1387.40697834099,2791.48372412384,16.7935010094143,1.91462381058384e-05
7.07230116699388,+,,,0.489555614558202,,,,+,,-0.0405682038959454,,8,-1387.41867036844,2791.50710817874,16.8168850643119,1.89236833578035e-05
7.06063794256387,+,,0.434178708678511,0.387842635499939,,+,,,,-0.00864012384485701,,7,-1388.49831724374,2791.515153006,16.824929891568,1.88477173617276e-05
6.95048886202939,+,0.141408693521091,,0.376163451974662,,,0.463413484336081,,-0.250171381889757,,+,10,-1385.24525043163,2791.52336471302,16.8331415985949,1.87704900456923e-05
6.93686543442875,+,,,0.422822730082728,,+,,,-0.292824694748905,,,6,-1389.5703688572,2791.5278344886,16.8376113741697,1.87285869485273e-05
7.13394206082654,+,,0.477443154106613,,,,,,-0.325568168545082,-0.113163108558335,,6,-1389.57384781883,2791.53479241186,16.8445692974337,1.86635441194667e-05
7.23310327416739,+,0.0990314075591861,0.391927387369788,0.392792730781949,+,,,,,,,8,-1387.4598525435,2791.58947252886,16.8992494144295,1.8160193896971e-05
6.97899797485409,+,0.0956922072122055,0.382153849793645,0.37415160687029,,+,0.154129293016179,,,0.0712192498288149,,9,-1386.38464689597,2791.61041528728,16.9201921728468,1.7971023784699e-05
7.7309327247677,+,,0.466502367900088,,+,,,+,-0.252045205532553,,+,13,-1381.97814929341,2791.68963192016,16.9994088057292,1.7273134140931e-05
6.93818264897775,+,0.150928508703551,,0.377595122812495,,+,,,-0.279183261133536,-0.0619025714454879,,8,-1387.51395012721,2791.69766769628,17.0074445818523,1.72038718587069e-05
8.36056361226892,+,0.0114006465386564,0.604687078824215,,+,+,0.870507506350494,+,,,+,15,-1379.7054265463,2791.71854540028,17.0283222858543,1.702521728319e-05
7.65441240180192,+,,0.488350008908981,,+,,,+,-0.264209669404865,-0.13818958518764,,11,-1384.24701149924,2791.73930601734,17.0490829029159,1.68494043498951e-05
7.04514474964652,+,,,0.514174076488279,,+,,+,,,,8,-1387.56124969027,2791.79226682241,17.1020437079806,1.64090810392232e-05
7.64824584334386,+,,0.385007454900923,,+,+,0.203041742449967,,-0.270715572240588,,,9,-1386.4876214001,2791.81636429553,17.1261411811033,1.62125586453011e-05
6.99626411004978,+,0.100013553257896,,0.517322806049544,,+,,+,,,,9,-1386.49366350478,2791.82844850489,17.1382253904612,1.61148960098999e-05
7.2459126017107,+,0.159379563904285,,0.391591041217296,+,+,,,-0.253931753696555,,,9,-1386.51377388495,2791.86866926522,17.17844615079,1.57940562426365e-05
7.16145706258704,+,,0.39198372853138,0.295638839833687,+,,,,-0.277978434840449,,+,11,-1384.32548398586,2791.89625099058,17.2060278761537,1.55777376204332e-05
7.15062352440033,+,,,0.46792937032191,+,+,,+,-0.223116052907666,,,11,-1384.33711933544,2791.91952168975,17.2292985753165,1.53975355873521e-05
7.2166601992711,+,0.0659099759395034,0.48217119684181,0.345004003283308,,+,0.679090406745587,,,,+,11,-1384.34188518902,2791.92905339691,17.2388302824816,1.53243277746358e-05
7.14712170755506,+,,,0.400197443444347,+,,,,-0.284210390257509,,,7,-1388.71446845291,2791.94745542433,17.2572323099048,1.51839751082349e-05
7.18888605487176,+,0.0719567389849035,0.477004876468221,0.352280441474312,,,0.665800662826525,,,-0.00338969755004106,+,11,-1384.35790645669,2791.96109593224,17.2708728178109,1.5080768888355e-05
7.08203416225989,+,,,0.424922152540261,,+,0.565838467850872,+,-0.207095208763185,-0.0353529797158094,+,14,-1380.98469238452,2791.97895414703,17.2887310325991,1.49467104849988e-05
7.13224086862961,+,,0.488358276245541,,,,,,-0.316758977927653,,,5,-1390.8523210792,2791.97987151621,17.289648401777,1.49398562313347e-05
7.54793057748585,+,,,0.391553183966259,+,+,0.605094192121459,+,-0.194152922089141,,+,15,-1379.8648431511,2792.0373786099,17.3471554954722,1.45163994914778e-05
7.37089917376274,+,0.0504215860363183,0.532494160325638,,,+,0.203069003139389,+,,-0.0905866761849095,,11,-1384.39899448434,2792.04327198755,17.3530488731221,1.44736871402273e-05
7.87658024428458,+,,0.456015828249851,,+,,0.253400150457329,+,,-0.0106781140544407,,11,-1384.40975261374,2792.06478824634,17.3745651319118,1.43188119187231e-05
7.86546477348116,+,0.179199968429495,,,+,,0.234641832702894,,-0.270762394011302,,,8,-1387.70522133771,2792.08021011728,17.3899870028536,1.42088250796783e-05
7.00318913588442,+,0.100014950832828,0.423821258190631,0.404586095125876,,+,,,,-0.00710296656813653,,8,-1387.70804556416,2792.08585857018,17.3956354557517,1.41687527533753e-05
6.94548829027149,+,,,0.42861354058423,,+,,+,-0.19821476217927,,+,12,-1383.30968830577,2792.09804959732,17.4078264828945,1.40826496166953e-05
6.93866584221765,+,,,0.431393124390132,,,,+,-0.197379216590044,0.00130321138882604,+,12,-1383.3160470351,2792.11076705599,17.4205439415582,1.39933859619867e-05
7.21042186649998,+,0.161895610288104,0.380129410573644,0.299143521803522,+,,,,-0.262969748548934,-0.0424356005943268,+,13,-1382.19235696408,2792.11804726149,17.427824147057,1.3942541195503e-05
7.06055350679942,+,,0.43174529218248,0.295688419685783,,+,,,-0.292711231012174,-0.0209532548009635,+,11,-1384.46654424019,2792.17837149924,17.4881483848126,1.35282834615702e-05
7.65014809571597,+,0.155682118272919,,0.310470768138182,+,,0.546717898539171,,-0.242000250751859,,+,12,-1383.36921205484,2792.21709709546,17.5268739810276,1.32688577492375e-05
7.38241702445331,+,,,0.424491669269786,+,+,0.252351024328661,+,,0.0791906410881633,,12,-1383.3741780403,2792.22702906639,17.5368059519574,1.32031281357517e-05
7.10171019407078,+,0.153069807873761,0.500620300402852,,,+,,,-0.321297635614011,,,7,-1388.86913688892,2792.25679229637,17.5665691819363,1.30080990394292e-05
7.92051926136719,+,0.156534281272028,,,+,,0.26239944400171,+,-0.235868963275769,,,11,-1384.50970046614,2792.26468395114,17.5744608367136,1.29568724580538e-05
7.18776863718169,+,0.156066005982077,0.372262255105716,0.309640775180632,+,+,,,-0.252507901269358,,+,13,-1382.26630108519,2792.26593550372,17.5757123892936,1.29487668908773e-05
7.78045098355336,+,0.147277162833394,0.456844550395162,,+,,,+,-0.261558611152281,-0.0807994618860965,+,15,-1379.98864206507,2792.28497643784,17.5947533234066,1.28260735579224e-05
7.49704113644686,+,,,0.408493080622223,+,,0.586147802912875,+,-0.189335906751365,0.0107611452545557,+,15,-1379.99826794919,2792.30422820606,17.6140050916333,1.27032035750681e-05
7.63318085405062,+,,0.380297614050031,,+,,0.194417106248289,,-0.259557976416265,-0.0154303169605699,,9,-1386.74139050172,2792.32390249876,17.6336793843352,1.25788529328842e-05
7.47015373248899,+,,0.560627944094467,,,+,,+,,-0.211062002962313,,9,-1386.74423937808,2792.32960025149,17.6393771370595,1.25430683332537e-05
7.42126011013678,+,0.0977431077472524,,0.42511011429927,+,+,0.243254109988012,+,,0.0660837500693047,,13,-1382.31445616181,2792.36224565695,17.6720225425197,1.23399934319107e-05
7.38382672559475,+,,0.360808678766893,0.310753805343129,+,,0.163283935770501,,,0.0400732115834773,,9,-1386.77445863216,2792.39003875964,17.699815645215,1.21696960929716e-05
7.33947756036955,+,,0.513385255178195,0.301043007304363,,+,0.745615781189627,,,-0.0355058338811083,+,11,-1384.57772001431,2792.40072304748,17.71049993305,1.21048571686442e-05
6.76325271075447,+,0.133353707698349,,0.518111217203704,,+,,+,,,+,12,-1383.46182758822,2792.40232816222,17.7121050477922,1.20951462236137e-05
7.42273543593728,+,0.164961108323967,,0.310727234235894,+,+,0.170165691464473,,-0.235817719035293,0.0224319048564299,,11,-1384.58369484883,2792.41267271654,17.7224496021081,1.20327482839064e-05
6.84013429221195,+,0.149322968402328,,0.374939438672932,,,,,-0.247283820047315,,+,9,-1386.79125937559,2792.42364024651,17.7334171320777,1.19669441124057e-05
7.19209386031779,+,0.147124191767151,0.468912314863573,,,,,,-0.313078071009696,-0.0485971987783129,+,10,-1385.6963047021,2792.42547325397,17.7352501395421,1.19559813879195e-05
7.15147673092244,+,,0.440705860744538,0.414852465310926,+,+,,+,,-0.00807049733334392,+,15,-1380.06784131047,2792.44337492863,17.753151814205,1.18494428591975e-05
7.58549118966594,+,0.173054238196128,0.436270824557666,,+,,,,-0.306999829532038,,,8,-1387.89511107591,2792.45998959369,17.7697664792568,1.17514133427802e-05
7.56046816262942,+,0.026950369607236,0.611170760204117,,,,0.683226214942753,+,,-0.0327358755262552,+,13,-1382.38978075162,2792.51289483657,17.8226717221382,1.14446331135526e-05
6.81814667730338,+,0.148236422100735,,0.451782128762865,,+,,+,-0.183870945595964,-0.0389818419142999,+,14,-1381.26276726132,2792.53510390062,17.8448807861919,1.13182488364422e-05
7.25558263204063,+,,,0.494302601748366,+,,,+,,,,9,-1386.84723071276,2792.53558292085,17.8453598064257,1.13155383259506e-05
7.22542288570851,+,0.126151896997958,0.467465795679444,,,+,,,-0.305436257476274,,+,10,-1385.7783135947,2792.58949103917,17.8992679247372,1.10146124424349e-05
7.11857978260819,+,0.106895152102899,0.410598207253136,0.443518393974613,+,+,,+,,-0.0240823106247252,+,16,-1378.98468760164,2792.59739452696,17.9071714125266,1.09711714054213e-05
7.31127139104913,+,0.0947754766485664,,0.49112960365175,+,,,+,,,,10,-1385.78931815725,2792.61150016427,17.9212770498389,1.08940659480741e-05
7.39907950122903,+,,0.364561902150862,0.29798770979589,+,+,0.146635838107602,,,,,9,-1386.88852514375,2792.61817178284,17.9279486684077,1.0857785966931e-05
6.80767803624534,+,0.1258096248952,,0.503159779811159,,,,+,,-0.0206234137463393,+,12,-1383.59863768703,2792.67594835984,17.9857252454121,1.05486103911794e-05
7.1806172177552,+,0.155065876977616,,0.409955588484192,+,,,+,-0.186841942213318,-0.0552270803448561,+,15,-1380.19398411326,2792.69566053421,18.0054374197821,1.04451530472913e-05
7.74957097642358,+,0.080678973385103,0.434276262740147,0.302576877151754,+,,0.716726716637441,,,,+,12,-1383.6114761486,2792.70162528297,18.0114021685454,1.04140480967898e-05
7.92298246467158,+,0.0638809524969303,0.457698679622817,,+,+,0.267657276309978,+,,,,12,-1383.61189201727,2792.70245702031,18.0122339058844,1.04097181208767e-05
7.15962186095263,+,,,0.403283941236822,+,,,+,-0.194977130836407,,+,13,-1382.48682793953,2792.70698921239,18.0167660979605,1.03861554076545e-05
7.81904015290419,+,0.131265536855671,0.489452666988811,,+,+,,+,-0.281953850734535,-0.179006778185385,+,16,-1379.0467596877,2792.72153869907,18.0313155846393,1.03108729550482e-05
7.68996905986328,+,0.150196463390561,0.396788663591469,,+,,,,-0.288970091455002,,+,11,-1384.7503529699,2792.74598895866,18.055765844234,1.01855885641674e-05
7.33255620287645,+,,,0.31737066480428,+,,0.164595416202434,,-0.255903565655138,0.027619252650006,,9,-1386.95275439219,2792.74663027971,18.0564071652771,1.01823229716275e-05
7.76461720254252,+,0.114655406755801,0.457806237992035,,+,+,,+,-0.248297370625974,,+,15,-1380.22084985014,2792.74939200797,18.0591688935383,1.01682722703569e-05
7.54325423734467,+,0.142228787579926,,0.398678519451066,+,+,0.576601986106273,+,-0.192149663092337,-0.0733376539644155,+,17,-1377.9079364327,2792.78674665182,18.0965235373878,9.98011874733313e-06
7.13401665306011,+,0.151416404295581,,0.428561453415856,+,+,,+,-0.174754097536791,,+,15,-1380.25546226171,2792.81861683111,18.1283937166813,9.82234506784255e-06
6.93898305938134,+,,,0.365358770408408,,+,0.15547755606646,,-0.261812374930382,0.0445852913459276,,8,-1388.0746408116,2792.81904906507,18.1288259506409,9.82022252165932e-06
7.03809993135203,+,,,0.362901422334598,,,0.493715891093301,,-0.279295897933226,,+,9,-1386.99105190123,2792.82322529778,18.1330021833492,9.79973814873089e-06
7.02336195554122,+,,0.403240774799489,0.364497228159831,,,,,,,+,8,-1388.08279322171,2792.83535388528,18.1451307708508,9.74048949012675e-06
7.33987920249482,+,,,0.308773821394297,+,+,0.151445251025077,,-0.263338507176414,,,9,-1387.00574806757,2792.85261763047,18.1623945160395,9.65677266214336e-06
7.73859109581284,+,,0.478907986404044,,+,+,,+,-0.256114230791891,,+,14,-1381.43573768567,2792.88104474933,18.1908216349002,9.52048640087306e-06
