cond((Int)),zi((Int)),disp((Int)),cond(chlor2),cond(depth2),cond(DO2),cond(habitat),cond(month),cond(salinity2),cond(sediment),cond(turb2),cond(w_temp2),cond(year),zi(depth2),zi(salinity2),df,logLik,AICc,delta,weight
6.24036084404659,-1.28025470185294,+,,1.20513243364846,0.194674961527029,,,,+,,,+,,-0.816567512763125,13,-1376.7663759666,2781.26608526654,56.3620281911799,1.33086611313065e-13
7.76654034542427,-1.44574373705003,+,,,-0.0757616638505738,+,+,0.157188128934936,,-0.17896580505272,,,-1.18528608037269,,11,-1379.01104164035,2781.26736629956,56.3633092241998,1.33001394435584e-13
7.87083335860231,-1.28025929291697,+,,1.13359680150631,,+,+,,+,,,+,,-0.816569263448253,15,-1374.5018301666,2781.31135264089,56.4072955655311,1.30108203904202e-13
6.4177201672472,-1.28025879331356,+,,1.35922593198251,0.181529059645569,,,0.825700211141914,+,-0.112085339010972,,+,,-0.816570049919462,15,-1374.51078048709,2781.32925328187,56.4251962065087,1.28948889637364e-13
7.48492358779002,-1.28025647677122,+,0.212191592417215,1.12027940234652,0.0759213069008667,+,,,,,0.078867464338834,+,,-0.816585902072778,14,-1375.65992215575,2781.32941368949,56.4253566141233,1.28938547860195e-13
5.83496062658297,-1.28029618547426,+,,1.21479615705476,0.12566808473304,,,0.116123717013418,,-0.0655981542354478,0.150465375469649,,,-0.816573341787506,10,-1380.15489102427,2781.3426458983,56.4385888229349,1.28088292755397e-13
7.75105472756877,-1.44574276717549,+,0.224546633944647,,0.0701943059411418,+,,,,,,+,-1.18528102306778,,12,-1377.93472008336,2781.3481131525,56.4440560771423,1.27738625274655e-13
7.89065258293157,-1.44573853283645,+,,,-0.00292074582648023,+,,,+,,-0.0994246645258688,,-1.18528236105431,,12,-1377.93736304447,2781.35339907471,56.4493419993523,1.27401462806352e-13
6.0876520065876,-1.28025220511748,+,0.0636415778793412,1.18624344656992,,,+,,+,,,,,-0.816558439825843,11,-1379.05518610482,2781.35565522852,56.4515981531554,1.2725782519131e-13
7.81755296045835,-1.44574950179584,+,0.20858915866434,,,+,,,,,-0.0533897766012075,+,-1.18528090654165,,12,-1377.93977470174,2781.35822238926,56.4541653138986,1.27094584333556e-13
5.88950461854606,-1.28025507943098,+,0.120724380568073,1.23090337197073,,,+,0.100521229314244,,,0.073688854328803,,,-0.816570950221462,10,-1380.16649781181,2781.36585947338,56.4618023980197,1.26610193739122e-13
6.09983390274482,-1.28026261596115,+,,1.18035286183279,,,+,0.0499458959454692,+,,,,,-0.816559924859653,11,-1379.06842022195,2781.38212346277,56.4780663874117,1.25584775314619e-13
5.83567930480751,-1.28025649528028,+,,1.23150268859547,0.142094822542181,,+,0.131103349683212,,,0.167497991357398,,,-0.816561906433089,10,-1380.17880046653,2781.39046478282,56.4864077074617,1.25062094631823e-13
7.26001810916275,-1.28026769048628,+,,1.01869416208926,-0.0495493399075822,+,+,,,-0.137700967289944,-0.00795214357174824,,,-0.816568062135544,12,-1377.9561134458,2781.39089987737,56.4868428020104,1.25034890673191e-13
7.82352907050138,-1.44574916802484,+,0.208824448661115,,,+,+,,,,,+,-1.18524801357153,,12,-1377.96811516312,2781.41490331202,56.5108462366602,1.23543226430923e-13
7.68305390687973,-1.4457422995818,+,,,,+,+,0.156162474202143,,-0.16364203721587,0.0223044547976475,,-1.18528491003169,,11,-1379.08616107534,2781.41760516954,56.5135480941826,1.23376441016057e-13
6.27765294996628,-1.2802522165273,+,,1.27838322526997,,,+,,,-0.206406566707715,-0.0538055606489558,+,,-0.816564270174435,12,-1377.97893208278,2781.43653715134,56.5324800759827,1.22214070919997e-13
6.11581243176491,-1.28025109104606,+,,1.17338926328421,,,+,,+,,-0.0346183553265854,,,-0.81657069788077,11,-1379.09961202995,2781.44450707877,56.5404500034106,1.2172802137016e-13
6.28125572361027,-1.28026479509332,+,0.124429351793125,1.31768237682429,,,+,,,,-0.0398314633996789,+,,-0.816578606116434,12,-1377.98603080533,2781.45073459645,56.5466775210853,1.21349579162516e-13
6.68413951223937,-1.28026578770668,+,,1.47224601380011,0.186674216433629,,+,0.944662335520606,+,,-0.0185633216873991,+,,-0.816569112892669,16,-1373.41743350048,2781.46288632463,56.5588292492657,1.20614510960684e-13
6.25442156556845,-1.28025964081124,+,,1.28262884095375,0.0220879810824707,,+,,,-0.191228181431951,,+,,-0.816562634084983,12,-1378.002195523,2781.48306403179,56.5790069564237,1.19403766601e-13
7.77274840537079,-1.44574001473166,+,0.202788452297974,,0.0101679971873633,+,+,,,,-0.0796343186428223,,-1.18527758731616,,11,-1379.1189000722,2781.48308316327,56.5790260879117,1.194026244206e-13
6.7973443075278,-1.28026060156016,+,,1.45377875793771,,,+,0.916963901863991,+,-0.242697365962821,-0.113847443950139,+,,-0.816578012812406,16,-1373.44189911887,2781.51181756141,56.6077604860461,1.17699407671003e-13
7.29552309209108,-1.2802633981911,+,,0.964363517199255,0.0403327036562583,+,,,+,-0.0843085049640461,,,,-0.816568489220782,13,-1376.89656690233,2781.526467138,56.62241006264,1.16840434167174e-13
5.95486536942411,-1.28026626998454,+,0.0913319253037565,1.11339039441069,,,,,+,-0.151795896241383,,,,-0.816568187024143,11,-1379.14398595255,2781.53325492396,56.629197848602,1.1644456239097e-13
8.25548035444502,-1.44574252200138,+,0.220002232998738,,0.0823319257209413,+,,0.60885436785579,,,,+,-1.18529100618379,,13,-1376.90077818303,2781.5348896994,56.6308326240396,1.16349420924778e-13
7.43267416438089,-1.28026496234063,+,0.208370651431738,1.00277205934871,-0.0123473093606105,+,+,0.117456761484786,,-0.13848313141209,,,,-0.8165966027108,13,-1376.90392078528,2781.54117490389,56.6371178285322,1.15984354902326e-13
7.33159741348289,-1.28026294963869,+,,0.968824281917041,,+,,,+,-0.0955667447691303,0.0159296654692967,,,-0.816570059620716,13,-1376.91331920087,2781.55997173507,56.6559146597033,1.14899392185024e-13
7.30539557217039,-1.28026727083499,+,,1.00059644967135,0.0720042400814189,+,,,+,,0.039126104027813,,,-0.8165671093655,13,-1376.91379500966,2781.56092335266,56.6568662772943,1.14844735047829e-13
7.99711825927636,-1.44574235254235,+,0.181597586238549,,,+,,0.144045288548657,+,-0.220323735120974,,,-1.18527926142635,,13,-1376.94986151389,2781.63305636111,56.7289992857491,1.10776491571567e-13
8.42625427505798,-1.44574154825259,+,0.197709691341718,,,+,+,0.623796026259574,,,,+,-1.18528277971116,,13,-1376.95087733497,2781.63508800327,56.7310309279105,1.10664019611545e-13
6.31699195495579,-1.28026303588206,+,,1.20254020083448,,,,,+,-0.188482814414121,,+,,-0.816568794908101,13,-1376.95845089709,2781.65023512751,56.7461780521503,1.09829064567528e-13
8.347908357435,-1.44574432182398,+,0.201590512967012,,,+,,0.595845896739185,,,-0.0256661488451972,+,-1.18527941684884,,13,-1376.95958037366,2781.65249408065,56.7484370052835,1.09705085241822e-13
7.81737744759618,-1.44574351923844,+,0.238968874637928,,-0.0139503306910008,+,+,0.145642599427026,,-0.266418427043931,,,-1.18528079741902,,12,-1378.08761594914,2781.65390488405,56.7498478086909,1.09627726375531e-13
7.80237914560206,-1.44574211442406,+,0.241663004200982,,,+,+,0.142507598460095,,-0.265056926085282,-0.000390254334497733,,-1.18528260336561,,12,-1378.09026212243,2781.65919723064,56.7551401552796,1.09338015894796e-13
5.85813621100829,-1.28026325220559,+,,1.19008783780301,0.0970135967000442,,+,,,-0.116803019158112,0.0637884685428692,,,-0.81655650568343,10,-1380.314897795,2781.66265943977,56.7586023644076,1.09148904089844e-13
7.84250575958925,-1.44574142519242,+,0.236235406921632,,-0.0285865207682339,+,,0.133958375839245,,-0.273617019766913,-0.0247066330419183,,-1.18528174503258,,12,-1378.0939893588,2781.66665170339,56.7625946280264,1.0893124580002e-13
6.76367248555186,-1.28025807714552,+,0.0428682680490746,1.47463056582181,,,+,0.929273746717937,+,-0.246057270621876,,+,,-0.81658488395787,16,-1373.52846492344,2781.68494917055,56.780892095192,1.07939207718804e-13
5.8770950467283,-1.28027646755825,+,,1.19972052704517,,,+,0.086722086907047,,-0.121852009582191,0.0747833767479595,,,-0.816572282144036,10,-1380.32940596464,2781.69167577905,56.7876187036904,1.07576785133177e-13
5.98290194462234,-1.28025668175499,+,0.0772944003553198,1.1421028746113,,,,0.0486901074709462,+,,,,,-0.816576818486348,11,-1379.24529971365,2781.73588244617,56.831825370808,1.0522506573241e-13
5.8849667785787,-1.28026791672255,+,,1.17556095407542,0.0543466569238508,,+,0.0334203627295345,,-0.118445068866644,,,,-0.816573987255897,10,-1380.35215701539,2781.73717788054,56.8331208051786,1.05156931717179e-13
7.9139494417087,-1.4457409650831,+,,,0.0463201646961882,+,+,,+,,,,-1.18528472602039,,12,-1378.13006077146,2781.73879452871,56.8347374533487,1.05071965181439e-13
7.74575125360531,-1.28026443478131,+,,1.13966999109347,-0.122155599273564,+,+,,,-0.18388551904945,,+,,-0.816565831475859,14,-1375.86658367109,2781.74273672017,56.8386796448044,1.04865062259473e-13
5.97160492984781,-1.28025972236712,+,,1.11156290606525,,,,0.0351170912473809,+,-0.115428718026697,,,,-0.81656752988986,11,-1379.25010882847,2781.7455006758,56.8414436004428,1.04720241162246e-13
5.97143873846696,-1.28025890623669,+,,1.12076345736936,,,,,+,-0.125462831918494,0.0203328108883398,,,-0.816565294326606,11,-1379.26575196826,2781.77678695539,56.8727298800313,1.03094834170532e-13
7.70481833530973,-1.28026472363764,+,0.13750279979099,1.07113183369979,,+,,,+,,,+,,-0.816575538505065,15,-1374.73784089509,2781.78337409788,56.8793170225131,1.02755842542601e-13
5.99065697670531,-1.28026360883146,+,,1.16436259431786,,,,0.0870364555951276,+,,0.0675870248795693,,,-0.816567710598477,11,-1379.27050404372,2781.7862911063,56.8822340309384,1.02606081953148e-13
7.70893841774554,-1.44574115970029,+,,,-0.10866848388023,+,+,,,-0.213539458759775,-0.117953753963548,,-1.18528286462987,,11,-1379.28373885309,2781.81276072505,56.9087036496908,1.0125705675457e-13
6.52538628173472,-1.28026475688522,+,,1.41212022357678,,,,0.845984022683933,+,-0.174796403117459,0.0987147382027954,+,,-0.816569373307122,15,-1374.75693183537,2781.82155597842,56.9174989030607,1.00812743697274e-13
5.98575460359562,-1.2802620550551,+,0.0744333051419926,1.15195014736442,,,,,+,,0.0157239747918495,,,-0.816569402891221,11,-1379.29016616285,2781.82561534456,56.9215582691982,1.00608333292624e-13
7.80266533080328,-1.44574284238687,+,,,-0.0430880601898337,+,+,0.185048697918291,,,0.0203271561390804,,-1.18528254618419,,11,-1379.31570471573,2781.87669245033,56.9726353749634,9.80714737931937e-14
5.92184994077643,-1.44574482243577,+,0.124562991517184,,,,,,,,,,-1.18528786044736,,6,-1384.75627523905,2781.89964725229,56.9955901769254,9.69523030351885e-14
7.87439352800498,-1.44574248819787,+,0.186486800279727,,,+,,,+,-0.259371148076469,-0.110042979562518,,-1.18528209561579,,13,-1377.08637231664,2781.90607796661,57.0020208912429,9.66410673885921e-14
6.14039807834194,-1.28026338944905,+,,1.25291967733653,0.0667990545698783,,,,,-0.158598610425916,0.0548936299076638,+,,-0.816570639359984,12,-1378.22007435668,2781.91882169914,57.014764623782,9.60272411173146e-14
5.91236429794667,-1.44574636186589,+,,,,,,,,,-0.101338832178362,,-1.18528272130154,,6,-1384.77816437407,2781.94342552233,57.0393684469677,9.48531590204638e-14
5.91269458973615,-1.44574441977165,+,,,,,,0.107897862903261,,,,,-1.1852843003645,,6,-1384.77933893205,2781.9457746383,57.0417175629391,9.47418138885274e-14
6.24418719837954,-1.28026624922363,+,,1.30434323921808,0.0602518441103033,,+,,,,-0.00269295448195946,+,,-0.816574758735204,12,-1378.23893829865,2781.95654958308,57.0524925077202,9.42327674500367e-14
7.64699683891397,-1.28026451720662,+,0.149455770927503,1.01941842883134,,+,+,0.131736638981999,+,,,,,-0.816566009131451,14,-1375.97556902512,2781.96070742823,57.0566503528662,9.40370683148272e-14
6.48519808672551,-1.28025593079899,+,0.0523304834217472,1.37348222378303,,,,0.795369724210487,+,-0.200551824113084,,+,,-0.816566383402648,15,-1374.84704560509,2782.00178351787,57.0977264425087,9.21254286568662e-14
6.32539512392634,-1.28027501537906,+,0.05765819503106,1.23492015489171,,,,,+,,,+,,-0.816574503274042,13,-1377.14597028028,2782.0252738939,57.1212168185361,9.10497276974547e-14
7.52478845767048,-1.2802641692043,+,,1.13128601700999,,+,+,,,-0.152179756657504,-0.0166369324691715,+,,-0.816578774401331,14,-1376.02273442608,2782.05503823016,57.1509811547931,8.97047433074394e-14
7.29903314058325,-1.28026722891573,+,0.221962330625069,1.01189855115156,0.0346938583834869,+,+,,,-0.179468906495649,0.0128431941045278,,,-0.816561568574893,13,-1377.16555970196,2782.06445273725,57.1603956618833,8.92834726283244e-14
7.57036826697638,-1.28025663357672,+,0.15828476000766,1.02154853782543,,+,,0.201148455921045,+,,0.117762483263956,,,-0.816577785429845,14,-1376.04194642428,2782.09346222656,57.1894051511954,8.7997785478727e-14
8.41474819824315,-1.44574736707802,+,,,,+,,0.506536716972855,+,,,+,-1.18528715624802,,14,-1376.0421142884,2782.09379795478,57.1897408794198,8.79830150483393e-14
5.91487784511924,-1.4457393112891,+,,,0.106575320560525,,,,,,,,-1.18526874437563,,6,-1384.85522328223,2782.09754333865,57.1934862632893,8.78184041465246e-14
6.34451450701095,-1.28026710612826,+,,1.2354199782922,,,,,+,,0.0164893805560102,+,,-0.816569958716885,13,-1377.19672491513,2782.12678316358,57.2227260882228,8.65438464281832e-14
7.75531690094021,-1.28026788389163,+,,1.15939613076887,-0.102876207882889,+,+,,,,-0.034345955398271,+,,-0.816571972771104,14,-1376.0736965961,2782.15696257018,57.2529054948213,8.52477290700324e-14
7.61279824834558,-1.28026157801613,+,,1.05307389539571,,+,,,+,-0.133637157299011,,+,,-0.816564940336443,15,-1374.9267930288,2782.16127836529,57.2572212899295,8.506397154025e-14
5.86513975005487,-1.44575792204354,+,0.190284081237525,,,,,,,-0.320148133839345,,,-1.1852913842153,,7,-1383.82712009439,2782.1727587073,57.2687016319328,8.45770885302772e-14
7.75601542641851,-1.44573850498635,+,0.241121498115328,,-0.0384753728214722,+,+,,,-0.3111186014923,-0.102931720218146,,-1.18528108348373,,12,-1378.3514923347,2782.18165765518,57.277600579816,8.42016009593743e-14
6.53304854704233,-1.28025701120005,+,0.0228713548014908,1.44158763865855,,,,0.834784182452969,+,,0.104101913636351,+,,-0.816568269350607,15,-1374.93826021375,2782.18421273519,57.2801556598288,8.40940987293658e-14
10.0766993480537,-1.12257052564697,+,,1.64225510693757,-0.180534187546928,+,+,1.88852466698734,,,,+,,,13,-1377.22783162265,2782.18899657863,57.2849395032654,8.38931925998883e-14
5.86941194136419,-1.44574718382371,+,,,,,+,,,,,,-1.18528175103545,,6,-1384.91972986734,2782.22655650887,57.3224994335064,8.23323832147591e-14
8.0683322633586,-1.44574282410006,+,0.155823661986859,,,+,,0.149282405226501,+,,-0.0308016972484711,,-1.18528005186863,,13,-1377.25996153436,2782.25325640204,57.3491993266816,8.12405544398531e-14
8.05914141806691,-1.44574189557974,+,0.159014414702601,,0.0304934722488319,+,,0.160953511605419,+,,,,-1.18528214817353,,13,-1377.26361669145,2782.26056671624,57.3565096408765,8.09441494840318e-14
6.78292146348398,-1.28026141941068,+,0.0118099393832182,1.48546506908377,,,+,0.893457346065447,+,,-0.0882067934671789,+,,-0.816568337224652,16,-1373.82374984304,2782.27551900975,57.3714619343832,8.03412556133073e-14
8.10210369387669,-1.44574180209556,+,0.152717976457096,,,+,+,0.167830900433085,+,,,,-1.18528205814102,,13,-1377.2734618013,2782.28025693592,57.3761998605623,8.01511554032837e-14
7.73009860519635,-1.44574909469807,+,0.251992402766413,,,+,,,,-0.301437469068365,-0.0838502191214973,+,-1.18528388305805,,13,-1377.29652242732,2782.32637818797,57.4223211126087,7.83239685920343e-14
7.63798939815067,-1.44574224821217,+,,,,+,,,,-0.18604580382695,-0.0603320318790666,+,-1.18528278431033,,12,-1378.4324073655,2782.34348771677,57.4394306414115,7.7656783368878e-14
7.79028156142953,-1.44574060011749,+,,,-0.0692813897707792,+,,,,-0.194495494196365,,+,-1.18528216258208,,12,-1378.43403308231,2782.34673915039,57.44268207503,7.75306379969112e-14
7.67694014441668,-1.28026580868301,+,,1.0828111373366,,+,,,+,,0.0387573718562302,+,,-0.816563654310111,15,-1375.02055734171,2782.34880699111,57.444749915745,7.74505189174682e-14
7.59275453494484,-1.2802649943405,+,,1.06936487244817,0.0433534684843091,+,,,+,,,+,,-0.816564900185241,15,-1375.02390727284,2782.35550685337,57.4514497780101,7.71914991044088e-14
8.32479179168557,-1.44574351351509,+,,,,+,+,0.673274230706903,,-0.194417765024052,,+,-1.18528470025471,,13,-1377.33857081264,2782.41047495861,57.506417883244,7.50988528076494e-14
7.47930341409218,-1.28025370585808,+,0.172070548207895,0.953289880380749,,+,,0.116363879444571,+,-0.0946097850272296,,,,-0.816569217184636,14,-1376.20288412973,2782.41533763744,57.5112805620788,7.49164837969371e-14
7.87163014794171,-1.4457393722264,+,0.184713891224591,,0.0539364464513276,+,,,+,-0.251394554682639,,,-1.18528551619728,,13,-1377.34374082746,2782.42081498826,57.5167579128961,7.4711592558422e-14
7.53974547278378,-1.28026170608865,+,,1.10040317069641,-0.0672936923212978,+,,,,-0.148596891097869,0.0503843718987398,+,,-0.816568240379573,14,-1376.20679802731,2782.42316543261,57.5191083572472,7.46238414117223e-14
7.52652068923951,-1.28026533491527,+,0.155888370570005,1.00225032607165,,+,+,,+,-0.14608064067801,,,,-0.816575723157498,14,-1376.21080682317,2782.43118302434,57.5271259489737,7.43252884836673e-14
6.08217080984261,-1.4457453044652,+,,,,,,,+,,,,-1.18528326490034,,8,-1382.88617395665,2782.44211535517,57.5380582798057,7.39201225231313e-14
7.6634073227992,-1.44573969690627,+,,,,+,+,,,-0.179636274128058,,+,-1.18528205250142,,12,-1378.48286576269,2782.44440451117,57.5403474358045,7.38355635785628e-14
7.46573898162113,-1.28026694119014,+,0.173328220696191,0.975150679020587,0.04923758157286,+,,0.114221752132874,+,,,,,-0.816566272543127,14,-1376.22308976089,2782.45574889977,57.5516918244084,7.34179394578419e-14
8.29810805645479,-1.44572894314454,+,,,-0.0512398285370364,+,,0.628293390948006,,-0.199976750811201,,+,-1.18528268960478,,13,-1377.3623302758,2782.45799388493,57.5539368095638,7.33355746013503e-14
5.81828515193001,-1.28024632111117,+,0.183441855020855,1.21147619799485,0.186266118194293,,,0.0974096589546471,,-0.106291653361212,0.150774957663575,,,-0.816587764240112,11,-1379.60864446761,2782.46257195409,57.5585148787318,7.31678989157851e-14
7.92895749531891,-1.44574278310183,+,0.175004647653699,,,+,+,,+,-0.259601095446148,,,-1.1852816905629,,13,-1377.37956827926,2782.49246989186,57.5884128165008,7.20822491613378e-14
8.19960830087736,-1.44574169751526,+,,,,+,,0.625910722981075,,-0.190678114333919,-0.0269746839436683,+,-1.18528017253761,,13,-1377.38096157454,2782.49525648241,57.5911994070439,7.1981887237551e-14
7.73534530196223,-1.44573849872345,+,0.255158748831151,,0.0384391366438885,+,,,,-0.284761902097794,,+,-1.18528252789059,,13,-1377.39078532216,2782.51490397766,57.6108469022943,7.12782173405059e-14
7.49617247854269,-1.28025925028745,+,0.15923569354763,1.03127233791087,0.0797752528499514,+,+,,+,,,,,-0.816566438194541,14,-1376.25692207383,2782.52341352566,57.6193564502955,7.09755888989095e-14
7.76743869441495,-1.44573953005894,+,0.24748866419742,,,+,+,,,-0.287689729480906,,+,-1.18527679101301,,13,-1377.39687492342,2782.52708318017,57.6230261048108,7.08454803536244e-14
6.15473859904878,-1.28026365959046,+,0.19941254980643,1.27288995264237,0.127773483648758,,+,,,-0.233688417058898,,+,,-0.816571780965348,13,-1377.41010614253,2782.5535456184,57.6494885430379,6.9914282307542e-14
5.81147244312343,-1.28026423410042,+,0.177527949785948,1.23623320546426,0.212730796757172,,+,0.123946757455966,,,0.184137986214702,,,-0.816574037512512,11,-1379.65954888992,2782.5643807987,57.6603237233426,6.95365395318813e-14
7.36375362244804,-1.28026431152899,+,,1.06153591932366,-0.0155202168116227,+,+,0.219467376579256,,-0.0398832547074486,0.147325094389024,,,-0.816566436937109,13,-1377.42116410336,2782.57566154006,57.6716044646955,6.91454317068005e-14
7.57997446956644,-1.28026071642198,+,,1.0352605181141,,+,+,0.167509736145477,+,,0.0691353724771904,,,-0.816568392594802,14,-1376.28621314267,2782.58199566334,57.6779385879768,6.89267902706231e-14
7.89440926349925,-1.44574179488247,+,,,,+,,0.113950518499767,+,-0.157635326503677,-0.0393395810545318,,-1.1852792535367,,13,-1377.43189332205,2782.59711997743,57.6930629020685,6.84075209306632e-14
7.86385452390772,-1.44574086530723,+,0.214799367595558,,0.0297245308634255,+,+,0.195626560764716,,,0.0468593274930746,,-1.18527945103734,,12,-1378.56354796289,2782.60576891155,57.7017118361905,6.81123335836786e-14
7.96612067793737,-1.44573839241755,+,,,,+,+,0.139061241178532,+,-0.1539050948371,,,-1.18528003861588,,13,-1377.43685033195,2782.60703399723,57.7029769218716,6.80692632380726e-14
7.58530233150627,-1.28026391785398,+,0.143078375357397,1.01874418617255,,+,+,,+,,-0.0481545719151601,,,-0.816541843834628,14,-1376.30080742651,2782.61118423101,57.7071271556442,6.79281580160372e-14
7.93947662397922,-1.44574097170768,+,,,-0.0171545376081835,+,,0.141750649371821,+,-0.155162262298778,,,-1.18528227959133,,13,-1377.45363914574,2782.64061162482,57.7365545494572,6.69360007378284e-14
7.55592780968835,-1.28025806221784,+,,1.00686567175386,,+,+,0.117709941901997,+,-0.0605129664726324,,,,-0.816565630878412,14,-1376.31598229731,2782.64153397261,57.7374768972441,6.69051387186835e-14
7.62870009789978,-1.28025393602254,+,0.218939958382523,1.11380451517392,,+,+,,,-0.238160137679278,-0.0439922113894879,+,,-0.816565296587671,15,-1375.17101774301,2782.64972779371,57.7456707183483,6.66315950744097e-14
7.91404327444906,-1.44574418004701,+,,,,+,+,,+,-0.187821119570538,-0.135828342186938,,-1.18528059858139,,13,-1377.4740689594,2782.68147125213,57.77741417677,6.55823848563438e-14
7.5882607743772,-1.28026354105864,+,,1.01929316108753,-0.00652396681076987,+,+,0.126973147192577,+,,,,,-0.816568547760653,14,-1376.33890909914,2782.68738757627,57.7833305009099,6.53886681969057e-14
7.64739318946212,-1.2802709566843,+,0.214706332816634,1.11978567751438,-0.00676350953292645,+,+,,,-0.229108445060794,,+,,-0.816567892459299,15,-1375.19048106392,2782.68865443554,57.7845973601798,6.534726219196e-14
6.06365637075253,-1.28026224240909,+,0.108089238157701,1.17734036105303,0.175950666339622,,+,,+,,,,,-0.816579141230118,12,-1378.60593294708,2782.69053887994,57.7864818045737,6.52857195489877e-14
6.40074061742361,-1.28025431867148,+,,1.26150013754773,0.173487616037118,,+,,+,,,+,,-0.816557800384614,14,-1376.34404008735,2782.69764955269,57.7935924773328,6.50540189859946e-14
6.39056965862433,-1.28028295285708,+,0.11895055197092,1.43537223860842,0.297165686389592,,,0.891408215949706,+,,0.169454351349269,+,,-0.816584927353082,16,-1374.03817193662,2782.70436319692,57.8003061215559,6.48360103294728e-14
5.82624727184774,-1.2802707096835,+,0.189289907004402,1.18989417246732,0.170631920707757,,+,,,-0.152022578889252,0.0840831102738765,,,-0.816582375613787,11,-1379.7350514097,2782.71538583827,57.8113287629049,6.44796611645509e-14
6.25942532855205,-1.28025547796247,+,0.162918176467615,1.27517871646285,,,+,,,-0.277897608014995,-0.0766586761752067,+,,-0.81654024686346,13,-1377.50939763311,2782.75212859956,57.8480715241976,6.3305895624823e-14
8.25452901719017,-1.4457393170202,+,0.240112186496088,,,+,,0.585890083355162,,-0.295237341433117,-0.0531723371200923,+,-1.18528330304997,,14,-1376.37433977388,2782.75824892574,57.8541918503797,6.3112465374592e-14
8.04161534665456,-1.44574080518096,+,0.138424735668071,,,+,+,,+,,-0.136943894609326,,-1.18528256115718,,13,-1377.51430620991,2782.76194575315,57.8578886777905,6.29959151782878e-14
5.97013966150265,-1.28025915697647,+,0.124393514413892,1.17726879261762,0.228580016406235,,,,+,,0.0863187267931391,,,-0.816572133578582,12,-1378.6447716165,2782.76821621877,57.8641591434102,6.27987176098082e-14
8.37985391289298,-1.44574383607993,+,0.233451000087788,,,+,+,0.631646312196474,,-0.292668949692032,,+,-1.18528316500738,,14,-1376.38449804027,2782.77856545853,57.8745083831691,6.24745974398379e-14
7.34512779101641,-1.2802620787545,+,0.183134977553053,0.965452495450032,0.0786016248033485,+,,,+,-0.118914341632179,,,,-0.816563718138042,14,-1376.39382652662,2782.79722243122,57.893165355862,6.18945138680567e-14
8.23946547478921,-1.44573987435969,+,0.246107447651022,,0.0465975218310492,+,,0.60417452302023,,-0.281233023470846,,+,-1.18527214993725,,14,-1376.39441959442,2782.79840856684,57.8943514914731,6.18578171074513e-14
7.43691453448723,-1.28025373945212,+,,1.02838947403494,0.0539618035516356,+,,0.195549114609548,+,,0.142790555438013,,,-0.816554981304894,14,-1376.40453135625,2782.8186320905,57.9145750151356,6.12354773717793e-14
6.48650513532377,-1.28026964333145,+,,1.26267417395403,,,+,,+,-0.203206028012544,,+,,-0.816549687192474,14,-1376.41020329785,2782.82997597369,57.9259188983306,6.08891364616484e-14
8.05174028059601,-1.44574043264707,+,0.141015170780653,,,+,,,+,,,+,-1.18526504793755,,14,-1376.41132206111,2782.83221350022,57.9281564248531,6.08210540239306e-14
7.47478341811196,-1.28025795724169,+,,1.01620918801408,,+,,0.196351842344262,+,-0.0215397756026811,0.125543701366242,,,-0.816552147524221,14,-1376.43868598044,2782.88694133888,57.9828842635129,5.91793162391929e-14
6.04718392281137,-1.28026363934508,+,0.207062121226618,1.24810739501825,0.176253731599741,,,,,-0.197711709365793,0.0663667440714265,+,,-0.816562166397274,13,-1377.58137087932,2782.89607509198,57.9920180166182,5.89096678016789e-14
7.35959955367666,-1.28026799202754,+,0.175405965340644,1.01108611787613,0.114333474949215,+,,,+,,0.0416638218294288,,,-0.816567007835461,14,-1376.4446102013,2782.8987897806,57.9947327052373,5.8829761341868e-14
7.94754387944571,-1.44572974488332,+,0.150751437158975,,0.026071871479652,+,,,+,,-0.101112608221644,,-1.18528109312431,,13,-1377.58662816441,2782.90658966216,58.0025325867991,5.86007755622004e-14
5.85968023374785,-1.28026053839806,+,0.177730511028333,1.16785945981856,0.113963703009626,,+,0.0163432511389175,,-0.161200326101997,,,,-0.816575175600563,11,-1379.83348945367,2782.9122619262,58.0082048508402,5.8434811485462e-14
5.87835889839961,-1.44574270278757,+,,,,,,,,-0.216393658121828,-0.0941120127747699,,-1.18527933181771,,7,-1384.19762637759,2782.91377127371,58.0097141983461,5.83907289030539e-14
5.95159512535423,-1.28025228223219,+,0.126888240366614,1.11942373278806,0.17133647028238,,,,+,-0.103544695742648,,,,-0.816574230614516,12,-1378.72609634263,2782.93086567104,58.0268085956768,5.78937785350365e-14
9.82968046500061,-1.12256577816297,+,0.0965463042685063,1.64150101052469,,+,+,1.88667053557099,,,,+,,,13,-1377.59918765775,2782.93170864882,58.0276515734609,5.78693820922431e-14
7.83485531277326,-1.44575221070004,+,,,-0.0363616777744947,+,,,+,-0.188470542929287,-0.109710292242965,,-1.18527779611637,,13,-1377.59930174739,2782.93193682811,58.0278797527449,5.78627801717694e-14
8.03320786597837,-1.44574337488195,+,,,,+,+,0.12573133808124,+,,-0.0537794138989941,,-1.18527462660538,,13,-1377.60183690555,2782.93700714443,58.0329500690718,5.77162746580459e-14
7.78318917785216,-1.44574335043829,+,,,-0.0495297032403778,+,,,,,-0.0520413250632388,+,-1.18528142662778,,12,-1378.73319940442,2782.94507179462,58.0410147192542,5.7484012468607e-14
