Data Owner,Data Status,Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample
310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0621B0926,6/8/2021 14:05,Specific Conductance,0,29600,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0621B0926,6/8/2021 14:05,Field Specific Conductance,0,30185,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0621B0968,6/8/2021 14:50,Specific Conductance,0,22500,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0621B0968,6/8/2021 14:50,Field Specific Conductance,0,22784,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0621B0969,6/8/2021 15:45,Specific Conductance,0,15200,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0621B0969,6/8/2021 15:45,Specific Conductance,0,15100,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0621B0969,6/8/2021 15:45,Field Specific Conductance,0,15312,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0621B0970,6/8/2021 16:35,Specific Conductance,0,17100,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0621B0970,6/8/2021 16:35,Field Specific Conductance,0,17227,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0623B1238,6/8/2023 7:00,Specific Conductance,0,112,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0623B1238,6/8/2023 7:00,Field Specific Conductance,0,115,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0623B1239,6/8/2023 8:15,Specific Conductance,0,110,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0623B1239,6/8/2023 8:15,Field Specific Conductance,0,115,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0623B1240,6/8/2023 9:05,Specific Conductance,0,109,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0623B1240,6/8/2023 9:05,Field Specific Conductance,0,113,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0621B1016,6/9/2021 12:20,Specific Conductance,0,39900,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0621B1016,6/9/2021 12:20,Field Specific Conductance,0,40372,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0621B1017,6/9/2021 13:00,Specific Conductance,0,43000,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0621B1017,6/9/2021 13:00,Field Specific Conductance,0,43688,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0621B1018,6/9/2021 13:40,Specific Conductance,0,37100,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0621B1018,6/9/2021 13:40,Field Specific Conductance,0,37576,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0621B1019,6/9/2021 13:55,Specific Conductance,0,35000,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0621B1019,6/9/2021 13:55,Field Specific Conductance,0,36266,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0621B1020,6/9/2021 14:10,Specific Conductance,0,31000,1,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0621B1020,6/9/2021 14:10,Field Specific Conductance,0,31896,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0623B1255,6/9/2023 6:55,Specific Conductance,0,104,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0623B1255,6/9/2023 6:55,Field Specific Conductance,0,108,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0623B1256,6/9/2023 7:45,Specific Conductance,0,96.9,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0623B1256,6/9/2023 7:45,Field Specific Conductance,0,101,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0623B1257,6/9/2023 9:15,Specific Conductance,0,135,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0623B1257,6/9/2023 9:15,Field Specific Conductance,0,139,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0623B1258,6/9/2023 10:50,Specific Conductance,0,83.2,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0623B1258,6/9/2023 10:50,Field Specific Conductance,0,88,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0620B1054,6/10/2020 6:40,Field Specific Conductance,0,2127,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone-2000 µS/cm bottom EC,EZ2-SJR,EZ2-SJR,E0620B1265,6/10/2020 7:05,Field Specific Conductance,0,1846,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0620B1055,6/10/2020 7:40,Field Specific Conductance,0,263,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0620B1056,6/10/2020 8:55,Field Specific Conductance,0,273,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0620B1057,6/10/2020 9:35,Field Specific Conductance,0,245,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0620B1067,6/11/2020 6:40,Field Specific Conductance,0,210,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0620B1068,6/11/2020 8:00,Field Specific Conductance,0,300,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0620B1050,6/11/2020 9:25,Field Specific Conductance,0,331,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0620B1069,6/11/2020 9:30,Field Specific Conductance,0,503,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0620B1049,6/12/2020 9:00,Field Specific Conductance,0,149,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0620B1051,6/12/2020 11:00,Field Specific Conductance,0,227,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0623B1280,6/12/2023 11:00,Specific Conductance,0,113,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0623B1280,6/12/2023 11:00,Field Specific Conductance,0,117,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0623B1281,6/12/2023 11:50,Specific Conductance,0,109,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0623B1281,6/12/2023 11:50,Field Specific Conductance,0,113,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ068 in Sacramento River,NZ068,B9D80861414,E0623B1282,6/12/2023 12:35,Specific Conductance,0,111,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ068 in Sacramento River,NZ068,B9D80861414,E0623B1282,6/12/2023 12:35,Field Specific Conductance,0,115,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0623B1340,6/13/2023 11:15,Specific Conductance,0,2160,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0623B1340,6/13/2023 11:15,Field Specific Conductance,0,2150,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0623B1310,6/13/2023 11:40,Specific Conductance,0,1220,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0623B1310,6/13/2023 11:40,Field Specific Conductance,0,1182,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0623B1309,6/13/2023 12:00,Specific Conductance,0,2910,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0623B1309,6/13/2023 12:00,Field Specific Conductance,0,3095,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0623B1341,6/13/2023 12:30,Specific Conductance,0,124,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0623B1341,6/13/2023 12:30,Field Specific Conductance,0,131,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0623B1342,6/13/2023 13:10,Specific Conductance,0,116,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0623B1342,6/13/2023 13:10,Field Specific Conductance,0,122,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0623B1379,6/14/2023 11:15,Specific Conductance,0,223,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0623B1379,6/14/2023 11:15,Field Specific Conductance,0,228,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0623B1380,6/14/2023 12:35,Specific Conductance,0,942,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0623B1380,6/14/2023 12:35,Field Specific Conductance,0,944,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0623B1381,6/14/2023 13:40,Specific Conductance,0,708,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0623B1381,6/14/2023 13:40,Field Specific Conductance,0,706,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0620B1085,6/15/2020 12:10,Field Specific Conductance,0,2523,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0620B1086,6/15/2020 13:45,Field Specific Conductance,0,212,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ068 in Sacramento River,NZ068,B9D80861414,E0620B1087,6/15/2020 14:35,Field Specific Conductance,0,159,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0623B1424,6/15/2023 10:20,Specific Conductance,0,17900,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0623B1424,6/15/2023 10:20,Field Specific Conductance,0,18147,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0623B1425,6/15/2023 11:45,Specific Conductance,0,23700,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0623B1425,6/15/2023 11:45,Field Specific Conductance,0,24031,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0623B1426,6/15/2023 12:30,Specific Conductance,0,14500,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0623B1426,6/15/2023 12:30,Field Specific Conductance,0,14739,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0623B1427,6/15/2023 13:15,Specific Conductance,0,13500,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0623B1427,6/15/2023 13:15,Field Specific Conductance,0,13641,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0623B1428,6/15/2023 13:30,Specific Conductance,0,6720,5,µmhos/cm@25°C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0623B1428,6/15/2023 13:30,Field Specific Conductance,0,6197,,µmhos/cm@25°C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0620B1109,6/16/2020 11:30,Field Specific Conductance,0,22284,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0620B1110,6/16/2020 12:55,Field Specific Conductance,0,8962,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0620B1111,6/16/2020 13:45,Field Specific Conductance,0,5697,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0620B1220,6/16/2020 14:10,Field Specific Conductance,0,5463,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0620B1221,6/16/2020 14:45,Field Specific Conductance,0,1812,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0620B1139,6/17/2020 11:45,Field Specific Conductance,0,12946,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0620B1140,6/17/2020 12:50,Field Specific Conductance,0,8626,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0620B1141,6/17/2020 13:55,Field Specific Conductance,0,9481,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0620B1175,6/18/2020 10:55,Field Specific Conductance,0,35653,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0620B1176,6/18/2020 12:05,Field Specific Conductance,0,41421,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0620B1177,6/18/2020 12:55,Field Specific Conductance,0,33072,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0620B1178,6/18/2020 13:15,Field Specific Conductance,0,30310,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0620B1179,6/18/2020 13:35,Field Specific Conductance,0,25798,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0622B1194,6/20/2022 10:00,Specific Conductance,0,122,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0622B1194,6/20/2022 10:00,Field Specific Conductance,0,121,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0622B1195,6/20/2022 11:45,Specific Conductance,0,441,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0622B1195,6/20/2022 11:45,Field Specific Conductance,0,437,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0622B1196,6/20/2022 13:15,Specific Conductance,0,137,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0622B1196,6/20/2022 13:15,Field Specific Conductance,0,136,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1000 - Non-Public, Review Status Unknown",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0622B1199,6/21/2022 9:50,Specific Conductance,0,4920,5,uS/cm@25 °C,Std Method 2510-B [1]*,3 Feet,"Water, Natural",Normal Sample,0
