Data Owner,Data Status,Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample
310,"1500 - Non-Public, Reviewed and Validated",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0119B0084,1/16/2019 10:45,Specific Conductance,0,10600,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0119B0084,1/16/2019 10:45,Field Specific Conductance,0,11450,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0119B0085,1/16/2019 11:30,Specific Conductance,0,9060,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0119B0085,1/16/2019 11:30,Field Specific Conductance,0,9337,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0119B0119,1/17/2019 10:25,Specific Conductance,0,14400,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0119B0119,1/17/2019 10:25,Field Specific Conductance,0,14498,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0119B0120,1/17/2019 11:30,Specific Conductance,0,5400,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0119B0120,1/17/2019 11:30,Field Specific Conductance,0,5697,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0119B0121,1/17/2019 12:40,Specific Conductance,0,7810,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0119B0121,1/17/2019 12:40,Field Specific Conductance,0,7911,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0119B0161,1/18/2019 8:50,Specific Conductance,0,27300,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0119B0161,1/18/2019 8:50,Field Specific Conductance,0,28649,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0119B0162,1/18/2019 9:50,Specific Conductance,0,34600,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0119B0162,1/18/2019 9:50,Field Specific Conductance,0,35412,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0119B0163,1/18/2019 10:35,Specific Conductance,0,22000,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0119B0163,1/18/2019 10:35,Field Specific Conductance,0,24899,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0119B0164,1/18/2019 10:55,Specific Conductance,0,25300,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0119B0164,1/18/2019 10:55,Field Specific Conductance,0,26163,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0119B0165,1/18/2019 11:10,Specific Conductance,0,21600,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0119B0165,1/18/2019 11:10,Field Specific Conductance,0,21997,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0219B0268,2/7/2019 7:15,Specific Conductance,0,126,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0219B0268,2/7/2019 7:15,Field Specific Conductance,0,123.1,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0219B0269,2/7/2019 9:15,Specific Conductance,0,420,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0219B0269,2/7/2019 9:15,Field Specific Conductance,0,411.6,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0219B0270,2/7/2019 10:45,Specific Conductance,0,348,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0219B0270,2/7/2019 10:45,Field Specific Conductance,0,341.1,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0219B0294,2/12/2019 9:20,Specific Conductance,0,202,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0219B0294,2/12/2019 9:20,Field Specific Conductance,0,199,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0219B0295,2/12/2019 10:10,Specific Conductance,0,197,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0219B0295,2/12/2019 10:10,Field Specific Conductance,0,195,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ068 in Sacramento River,NZ068,B9D80861414,E0219B0296,2/12/2019 11:00,Specific Conductance,0,183,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ068 in Sacramento River,NZ068,B9D80861414,E0219B0296,2/12/2019 11:00,Field Specific Conductance,0,183,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0219B0316,2/13/2019 10:25,Specific Conductance,0,211,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0219B0316,2/13/2019 10:25,Field Specific Conductance,0,213,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0219B0317,2/13/2019 11:55,Specific Conductance,0,247,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0219B0317,2/13/2019 11:55,Field Specific Conductance,0,227,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0219B0318,2/13/2019 12:30,Specific Conductance,0,339,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0219B0318,2/13/2019 12:30,Field Specific Conductance,0,336,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0219B0372,2/15/2019 10:55,Specific Conductance,0,207,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0219B0372,2/15/2019 10:55,Field Specific Conductance,0,205,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0219B0373,2/15/2019 11:45,Specific Conductance,0,185,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0219B0373,2/15/2019 11:45,Field Specific Conductance,0,183,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0219B0374,2/15/2019 13:00,Specific Conductance,0,278,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0219B0374,2/15/2019 13:00,Field Specific Conductance,0,279,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0219B0375,2/15/2019 14:15,Specific Conductance,0,282,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0219B0375,2/15/2019 14:15,Field Specific Conductance,0,276,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0219B0496,2/19/2019 13:40,Specific Conductance,0,288,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D6 - Suisun Bay @ Bulls Head nr. Martinez,D6,E3B80272071,E0219B0496,2/19/2019 13:40,Field Specific Conductance,0,285,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0219B0411,2/19/2019 14:35,Specific Conductance,0,204,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D8 - Suisun Bay off Middle Point nr. Nichols,D8,E3B80361594,E0219B0411,2/19/2019 14:35,Field Specific Conductance,0,200,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0219B0412,2/19/2019 15:15,Specific Conductance,0,172,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D10 - Sacramento River @ Chipps Island,D10,B9D80281551,E0219B0412,2/19/2019 15:15,Field Specific Conductance,0,169,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0219B0497,2/20/2019 14:30,Specific Conductance,0,231,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,D7,E0B80702024,E0219B0497,2/20/2019 14:30,Field Specific Conductance,0,228,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0219B0498,2/20/2019 15:25,Specific Conductance,0,1200,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZS42 - Suisun Slough @ Volanti Slough,NZS42,E3S81082029,E0219B0498,2/20/2019 15:25,Field Specific Conductance,0,1208,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0219B0499,2/20/2019 16:20,Specific Conductance,0,705,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ032 - Montezuma Slough nr Grizzly Island Club,NZ032,E3S81022013,E0219B0499,2/20/2019 16:20,Field Specific Conductance,0,717,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0219B0550,2/21/2019 12:00,Specific Conductance,0,8240,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41A - San Pablo Bay near Mouth of Petaluma River,D41A,E0B80512234,E0219B0550,2/21/2019 12:00,Field Specific Conductance,0,8357,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0219B0551,2/21/2019 12:45,Specific Conductance,0,10700,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D41 - San Pablo Bay near Pinole Point,D41,E0B80182224,E0219B0551,2/21/2019 12:45,Field Specific Conductance,0,10824,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0219B0552,2/21/2019 13:30,Specific Conductance,0,2070,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ325 - San Pablo Bay near Rock Wall and Light 15,NZ325,E3B80352175,E0219B0552,2/21/2019 13:30,Field Specific Conductance,0,2082,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0219B0553,2/21/2019 14:10,Specific Conductance,0,2650,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ002 - Carquinez Strait near Glencove Harbor,NZ002,E0E80392129,E0219B0553,2/21/2019 14:10,Field Specific Conductance,0,2797,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0219B0452,2/21/2019 14:30,Specific Conductance,0,1410,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,EZ6,E0219B0452,2/21/2019 14:30,Field Specific Conductance,0,1443,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0219B0453,2/21/2019 15:05,Specific Conductance,0,1030,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,EZ2,E0219B0453,2/21/2019 15:05,Field Specific Conductance,0,1022,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0219B0554,2/21/2019 15:15,Specific Conductance,0,1000,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ004 - Carquinez Strait near Ozol Pier,NZ004,E0E80212097,E0219B0554,2/21/2019 15:15,Field Specific Conductance,0,1022,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0319B0557,3/11/2019 7:45,Specific Conductance,0,109,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",Sacramento River @ Hood - C3A,C3A - Hood,B9D82211312,E0319B0557,3/11/2019 7:45,Field Specific Conductance,0,107.2,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0319B0558,3/11/2019 9:45,Specific Conductance,0,210,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C9 - West Canal @ Clifton Court Intake,C9,B9C74981333,E0319B0558,3/11/2019 9:45,Field Specific Conductance,0,207.3,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0319B0559,3/11/2019 11:15,Specific Conductance,0,169,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",C10A - San Joaquin River near Vernalis @ SJR Club,C10A,B9D74081159,E0319B0559,3/11/2019 11:15,Field Specific Conductance,0,166.7,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0319B0562,3/12/2019 7:25,Specific Conductance,0,150,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D4 - Sacramento River above Point Sacramento,D4,B9D80381492,E0319B0562,3/12/2019 7:25,Field Specific Conductance,0,148,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0319B0563,3/12/2019 8:10,Specific Conductance,0,168,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D22 - Sacramento River @ Emmaton,D22,B9D80511443,E0319B0563,3/12/2019 8:10,Field Specific Conductance,0,163,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ068 in Sacramento River,NZ068,B9D80861414,E0319B0564,3/12/2019 8:55,Specific Conductance,0,133,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",NZ068 in Sacramento River,NZ068,B9D80861414,E0319B0564,3/12/2019 8:55,Field Specific Conductance,0,125,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0319B0573,3/13/2019 8:45,Specific Conductance,0,150,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D12 - San Joaquin River @ Antioch Ship Channel,D12,B9D80131484,E0319B0573,3/13/2019 8:45,Field Specific Conductance,0,147,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0319B0574,3/13/2019 9:50,Specific Conductance,0,206,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D19 - Frank's Tract near Russo's Landing,D19,B9D80261369,E0319B0574,3/13/2019 9:50,Field Specific Conductance,0,202,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0319B0575,3/13/2019 10:25,Specific Conductance,0,409,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D28A - Old River @ Rancho Del Rio,D28A,B9D75821344,E0319B0575,3/13/2019 10:25,Field Specific Conductance,0,406,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0319B0590,3/14/2019 8:05,Specific Conductance,0,148,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D16 - San Joaquin River @ Twitchell Island,D16 - Twitchell,B9D80581401,E0319B0590,3/14/2019 8:05,Field Specific Conductance,0,146,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0319B0591,3/14/2019 8:55,Specific Conductance,0,162,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",D26 - San Joaquin River @ Potato Point,D26,B9D80461340,E0319B0591,3/14/2019 8:55,Field Specific Conductance,0,160,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0319B0592,3/14/2019 10:00,Specific Conductance,0,265,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",MD10A - Disappointment Slough @ Bishop Cut,MD10A,B9S80251252,E0319B0592,3/14/2019 10:00,Field Specific Conductance,0,261,1,uS/cm@25 °C,EPA 120.1 (Field) [1]*,3 Feet,"Water, Natural",Normal Sample,0
310,"1500 - Non-Public, Reviewed and Validated",P8 - San Joaquin River @ Buckley Cove,P8,B9D75871229,E0319B0593,3/14/2019 11:15,Specific Conductance,0,195,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,3 Feet,"Water, Natural",Normal Sample,0
