unknown_taxon
Aulacoseira cf. granulata fragment
Unidentified Cyanobacteria sp.
cf. Gymnodinium
Staurosira cf.  venter
Unidentified dinoflagellate sp.
cf. Melosira sp.
Nitzschia cf. recta
Scenedesmus cf. acuminatus
cf. Cocconeis placentula
cf. Staurosirella sp.
Cymbella tumida
Thalassiosira decipiens
Fragilaria tenera
cf. Gomphonema sp.
