"site","visit_date","visit_time","lname","sonde","sonde_loc","analyte_name","unit_name","rating","dirty_p","dirty_v","clean_p","clean_v","f_error","f_error_pct","post_lname","post_date","post_time","std1","rdg1","std2","rdg2","c_error1","c_error_pct1","c_error2","c_error_pct2","c_error_avg","c_error_pct_avg","total_error","total_error_pct","sonde_verif"
"MRZ","2023-06-13","07:40","ALDRICH","RTM-90","main","Turbidity","FNU","Poor","13.76","15.36","12.85","16.5",-2.05,"-14.898","ALDRICH",NA,"07:15","0","-0.28","124","126.77",0.28,"-1",-2.77,"-4.468","1.525","-2.734",3.575,"17.632","RTM-89"
"MRZ","2023-07-12","11:00","ALDRICH","RTM-87","main","Water Temperature","C","Excellent","19.76","19.82","20.19","20.29",-0.04,"-0.202","NELSON",NA,"11:36","21.61","21.6",NA,NA,0.01,"0.046",NA,NA,NA,NA,0.05,"0.248","RTM-89"
"MRZ","2023-07-12","11:00","ALDRICH","RTM-87","main","SpC","uS/cm","Excellent","15140","15275","12726","12821",40,"0.264","NELSON",NA,"11:36","24820","24880",NA,NA,-60,"-0.242",NA,NA,NA,NA,100,"0.506","RTM-89"
"MRZ","2023-07-12","11:00","ALDRICH","RTM-87","main","Dissolved Oxygen","mg/L","Excellent","8.63","8.62","8.76","8.76",-0.01,"-0.116","NELSON",NA,"11:36","9.15","9.11",NA,NA,0.04,"0.437",NA,NA,NA,NA,0.05,"0.553","RTM-89"
"MRZ","2023-07-12","11:00","ALDRICH","RTM-87","main","pH","pH Units","Poor","7.87","7.82","7.87","7.92",-0.1,"-1.271","NELSON",NA,"11:36","7.01","8.51","10.05","11.25",-1.5,"-21.398",-1.2,"-23.881","1.35","-22.6395",1.45,"23.9105","RTM-89"
"MRZ","2023-07-12","11:00","ALDRICH","RTM-87","main","Turbidity","FNU","Good","16.18","18.67","24.13","25.95",0.67,"4.141","NELSON",NA,"11:36","0","0.15","124","121.74",-0.15,"-1",2.26,"3.645","1.205","1.3225",1.875,"5.4635","RTM-89"
"MRZ","2023-08-10","08:15","NELSON","RTM-90","main","Water Temperature","C","Excellent","20.81","20.86","20.41","20.54",-0.08,"-0.384","SIGURDSON",NA,"13:30","21.44","21.4",NA,NA,0.04,"0.187",NA,NA,NA,NA,0.12,"0.571","RTM-89"
"MRZ","2023-08-10","08:15","NELSON","RTM-90","main","SpC","uS/cm","Poor","16808","16891","14315","16943",-2545,"-15.142","SIGURDSON",NA,"13:30","50000","50282",NA,NA,-282,"-0.564",NA,NA,NA,NA,2827,"15.706","RTM-89"
"MRZ","2023-08-10","08:15","NELSON","RTM-90","main","Dissolved Oxygen","mg/L","Good","7.94","8.4","8.06","8.01",0.51,"6.423","SIGURDSON",NA,"13:30","9.23","9.2",NA,NA,0.03,"0.325",NA,NA,NA,NA,0.54,"6.748","RTM-89"
"MRZ","2023-08-10","08:15","NELSON","RTM-90","main","pH","pH Units","Excellent","7.84","7.88","7.79","7.85",-0.02,"-0.255","SIGURDSON",NA,"13:30","7.02","7.08","10.04","10.02",-0.06,"-0.855",0.02,"0.398","0.04","-0.2285",0.06,"0.4835","RTM-89"
"MRZ","2023-08-10","08:15","NELSON","RTM-90","main","Turbidity","FNU","MAL","57.23","17.4","56.25","41.36",-24.94,"-43.579","SIGURDSON",NA,"13:30","0","0.21","124","128.06",-0.21,"-1",-4.06,"-6.548","2.135","-3.774",27.075,"47.353","RTM-89"
"MRZ","2023-08-31","11:09","NELSON","RTM-66","main","Water Temperature","C","Excellent","21.77","21.88","21.36","21.48",-0.01,"-0.046","SIGURDSON",NA,"16:07","20.85","20.89",NA,NA,-0.04,"-0.192",NA,NA,NA,NA,0.05,"0.238","RTM-98"
"MRZ","2023-08-31","11:09","NELSON","RTM-66","main","SpC","uS/cm","Excellent","16183","16212","16187","16216",0,"0","SIGURDSON",NA,"16:07","50000","49990",NA,NA,10,"0.02",NA,NA,NA,NA,10,"0.02","RTM-98"
"MRZ","2023-08-31","11:09","NELSON","RTM-66","main","Dissolved Oxygen","mg/L","Good","7.26","7.7","7.35","7.37",0.42,"5.785","SIGURDSON",NA,"16:07","9.16","9.2",NA,NA,-0.04,"-0.437",NA,NA,NA,NA,0.46,"6.222","RTM-98"
"MRZ","2023-08-31","11:09","NELSON","RTM-66","main","pH","pH Units","Excellent","7.56","7.67","7.63","7.62",0.12,"1.587","SIGURDSON",NA,"16:07","7.02","7.01","10.04","10.04",0.01,"0.142",0,"0","0.005","0.071",0.125,"1.658","RTM-98"
"MRZ","2023-08-31","11:09","NELSON","RTM-66","main","Turbidity","FNU","Excellent","37.26","37.31","51.01","50.45",0.61,"1.637","SIGURDSON",NA,"16:07","0","0.06","124","122.32",-0.06,"-1",1.68,"2.71","0.87","0.855",1.48,"2.492","RTM-98"
"MRZ","2023-09-14","07:22","NELSON","RTM-61","main","Water Temperature","C","Excellent","19.88","20.07","19.77","19.91",0.05,"0.252","SIGURDSON",NA,"11:30","21.28","21.27",NA,NA,0.01,"0.047",NA,NA,NA,NA,0.06,"0.299","RTM-98"
"MRZ","2023-09-14","07:22","NELSON","RTM-61","main","SpC","uS/cm","Excellent","14747","14681","14745","14685",-6,"-0.041","SIGURDSON",NA,"11:30","25000","25047",NA,NA,-47,"-0.188",NA,NA,NA,NA,53,"0.229","RTM-98"
"MRZ","2023-09-14","07:22","NELSON","RTM-61","main","Dissolved Oxygen","mg/L","Excellent","8.2","8.22","8.17","8.17",0.02,"0.244","SIGURDSON",NA,"11:30","9.15","9.2",NA,NA,-0.05,"-0.546",NA,NA,NA,NA,0.07,"0.79","RTM-98"
"MRZ","2023-09-14","07:22","NELSON","RTM-61","main","pH","pH Units","Excellent","7.8","7.82","7.82","7.83",0.01,"0.128","SIGURDSON",NA,"11:30","7.02","7.04","10.04","10.07",-0.02,"-0.285",-0.03,"-0.598","0.025","-0.4415",0.035,"0.5695","RTM-98"
"MRZ","2023-09-14","07:22","NELSON","RTM-61","main","Turbidity","FNU","MAL","19.77","21.77","34.56","27.76",8.8,"44.512","SIGURDSON",NA,"11:30","0","0.01","124","124.61",-0.01,"-1",-0.61,"-0.984","0.31","-0.992",9.11,"45.504","RTM-98"
"MRZ","2023-10-09","12:00","NELSON","RTM-75","main","Water Temperature","C","Excellent","19.45","19.47","19.34","19.43",-0.07,"-0.36","SIGURDSON",NA,"15:15","21.39","21.37",NA,NA,0.02,"0.094",NA,NA,NA,NA,0.09,"0.454","RTM-89"
"MRZ","2023-10-09","12:00","NELSON","RTM-75","main","SpC","uS/cm","Excellent","23935","24250","23960","24234",41,"0.171","SIGURDSON",NA,"15:15","50000","50031",NA,NA,-31,"-0.062",NA,NA,NA,NA,72,"0.233","RTM-89"
"MRZ","2023-10-09","12:00","NELSON","RTM-75","main","Dissolved Oxygen","mg/L","Excellent","7.74","7.73","7.8","7.66",0.13,"1.68","SIGURDSON",NA,"15:15","9.18","9.29",NA,NA,-0.11,"-1.198",NA,NA,NA,NA,0.24,"2.878","RTM-89"
"MRZ","2023-10-09","12:00","NELSON","RTM-75","main","pH","pH Units","Excellent","7.77","7.75","7.8","7.77",0.01,"0.129","SIGURDSON",NA,"15:15","7.02","7.02","10.05","10.04",0,"0",0.01,"0.199","0.005","0.0995",0.015,"0.2285","RTM-89"
"MRZ","2023-10-09","12:00","NELSON","RTM-75","main","Turbidity","FNU","Good","13.41","12.39","16.62","14.53",1.07,"7.979","SIGURDSON",NA,"15:15","0","0.02","124","124.1",-0.02,"-1",-0.1,"-0.161","0.06","-0.5805",1.13,"8.5595","RTM-89"
"MRZ","2023-11-14","12:20","NELSON","RTM-100","main","Water Temperature","C","Excellent","16.47","16.5","16.55","16.53",0.05,"0.304","ALDRICH",NA,"11:30","20.94","20.99",NA,NA,-0.05,"-0.239",NA,NA,NA,NA,0.1,"0.543","RTM-89"
"MRZ","2023-11-14","12:20","NELSON","RTM-100","main","SpC","uS/cm","Excellent","26119","26049","26128","26063",-5,"-0.019","ALDRICH",NA,"11:30","50000","50088",NA,NA,-88,"-0.176",NA,NA,NA,NA,93,"0.195","RTM-89"
"MRZ","2023-11-14","12:20","NELSON","RTM-100","main","Dissolved Oxygen","mg/L","Poor","7.08","8.36","8.22","8.24",1.26,"17.797","ALDRICH",NA,"11:30","9.22","9.18",NA,NA,0.04,"0.434",NA,NA,NA,NA,1.3,"18.231","RTM-89"
"MRZ","2023-11-14","12:20","NELSON","RTM-100","main","pH","pH Units","Excellent","7.79","7.76","7.81","7.77",0.01,"0.128","ALDRICH",NA,"11:30","7.02","7.05","10.05","10.04",-0.03,"-0.427",0.01,"0.199","0.02","-0.114",0.03,"0.242","RTM-89"
"MRZ","2023-11-14","12:20","NELSON","RTM-100","main","Turbidity","FNU","Excellent","10.03","8.37","16.88","15.33",-0.11,"-1.097","ALDRICH",NA,"11:30","0","-0.03","124","122.73",0.03,"-1",1.27,"2.048","0.65","0.524",0.76,"1.621","RTM-89"
"MRZ","2024-01-04","11:25","NELSON","RTM-94","main","Water Temperature","C","Good","12.8","12.7","12.78","12.81",-0.13,"-1.016","SIGURDSON",NA,"15:55","20.83","20.95",NA,NA,-0.12,"-0.576",NA,NA,NA,NA,0.25,"1.592","RTM-89"
"MRZ","2024-01-04","11:25","NELSON","RTM-94","main","SpC","uS/cm","Excellent","21919","22184","21919","22176",8,"0.036","SIGURDSON",NA,"15:55","50000","50103",NA,NA,-103,"-0.206",NA,NA,NA,NA,111,"0.242","RTM-89"
"MRZ","2024-01-04","11:25","NELSON","RTM-94","main","Dissolved Oxygen","mg/L","Excellent","8.77","9.05","8.86","8.96",0.18,"2.052","SIGURDSON",NA,"15:55","9.34","9.24",NA,NA,0.1,"1.071",NA,NA,NA,NA,0.28,"3.123","RTM-89"
"MRZ","2024-01-04","11:25","NELSON","RTM-94","main","pH","pH Units","Excellent","7.72","7.61","7.73","7.64",-0.02,"-0.259","SIGURDSON",NA,"15:55","7.02","7.05","10.04","10.04",-0.03,"-0.427",0,"0","0.015","-0.2135",0.035,"0.4725","RTM-89"
"MRZ","2024-01-04","11:25","NELSON","RTM-94","main","Turbidity","FNU","Poor","14.45","12.38","19.84","20.65",-2.88,"-19.931","SIGURDSON",NA,"15:55","0","-0.01","124","122.11",0.01,"-1",1.89,"3.048","0.95","1.024",3.83,"20.955","RTM-89"
"MSD","2023-01-04","09:30","ALDRICH","RTM-67","main","Water Temperature","C","Excellent","10.06","10.12","10.05","10.13",-0.02,"-0.199","ALDRICH",NA,"09:45","21.22","21.21",NA,NA,0.01,"0.047",NA,NA,NA,NA,0.03,"0.246","RTM-98"
"MSD","2023-01-04","09:30","ALDRICH","RTM-67","main","SpC","uS/cm","Excellent","233","234","233","234",0,"0","ALDRICH",NA,"09:45","1413","1408",NA,NA,5,"0.354",NA,NA,NA,NA,5,"0.354","RTM-98"
"MSD","2023-01-04","09:30","ALDRICH","RTM-67","main","Dissolved Oxygen","mg/L","Excellent","8.42","8.5","8.54","8.44",0.18,"2.138","ALDRICH",NA,"09:45","9.18","9.17",NA,NA,0.01,"0.109",NA,NA,NA,NA,0.19,"2.247","RTM-98"
"MSD","2023-01-04","09:30","ALDRICH","RTM-67","main","pH","pH Units","Excellent","7.25","7.29","7.33","7.3",0.07,"0.966","ALDRICH",NA,"09:45","7.02","7","10.04","9.93",0.02,"0.285",0.11,"2.191","0.065","1.238",0.135,"2.204","RTM-98"
"MSD","2023-01-04","09:30","ALDRICH","RTM-67","main","Turbidity","FNU","Good","35.02","37.78","34.68","39.65",-2.21,"-6.311","ALDRICH",NA,"09:45","0","-0.05","124","120.55",0.05,"-1",3.45,"5.565","1.75","2.2825",3.96,"8.5935","RTM-98"
"MSD","2023-02-01","11:40","ALDRICH","RTM-72","main","Water Temperature","C","Excellent","8.94","9","9.21","9.2",0.07,"0.783","SIGURDSON",NA,"09:44","20.93","20.93",NA,NA,0,"0",NA,NA,NA,NA,0.07,"0.783","RTM-98"
"MSD","2023-02-01","11:40","ALDRICH","RTM-72","main","SpC","uS/cm","Excellent","329","331","332","332",2,"0.608","SIGURDSON",NA,"09:44","1413","1413",NA,NA,0,"0",NA,NA,NA,NA,2,"0.608","RTM-98"
"MSD","2023-02-01","11:40","ALDRICH","RTM-72","main","Dissolved Oxygen","mg/L","Good","8.96","9.54","9.5","9.43",0.65,"7.254","SIGURDSON",NA,"09:44","9.44","9.44",NA,NA,0,"0",NA,NA,NA,NA,0.65,"7.254","RTM-98"
"MSD","2023-02-01","11:40","ALDRICH","RTM-72","main","pH","pH Units","Excellent","7.38","7.35","7.44","7.35",0.06,"0.813","SIGURDSON",NA,"09:44","7.02","7.05","10.05","10.16",-0.03,"-0.427",-0.11,"-2.189","0.07","-1.308",0.13,"2.121","RTM-98"
"MSD","2023-02-01","11:40","ALDRICH","RTM-72","main","Turbidity","FNU","Fair","21.45","23.75","29.7","29.77",2.23,"10.396","SIGURDSON",NA,"09:44","0","0","124","124.58",0,"0",-0.58,"-0.935","0.29","-0.4675",2.52,"10.8635","RTM-98"
"MSD","2023-03-01","11:20","ALDRICH","RTM-100","main","Water Temperature","C","Excellent","8.99","8.85","9.01","9.02",-0.15,"-1.669","ALDRICH",NA,"11:00","20.99","20.99",NA,NA,0,"0",NA,NA,NA,NA,0.15,"1.669","RTM-98"
"MSD","2023-03-01","11:20","ALDRICH","RTM-100","main","SpC","uS/cm","Excellent","300","302","300","302",0,"0","ALDRICH",NA,"11:00","1413","1410",NA,NA,3,"0.212",NA,NA,NA,NA,3,"0.212","RTM-98"
"MSD","2023-03-01","11:20","ALDRICH","RTM-100","main","Dissolved Oxygen","mg/L","Excellent","10.9","10.82","10.87","10.78",0.01,"0.092","ALDRICH",NA,"11:00","9.42","9.33",NA,NA,0.09,"0.955",NA,NA,NA,NA,0.1,"1.047","RTM-98"
"MSD","2023-03-01","11:20","ALDRICH","RTM-100","main","pH","pH Units","Excellent","7.58","7.5","7.59","7.53",-0.02,"-0.264","ALDRICH",NA,"11:00","7.02","7.01","10.05","10.03",0.01,"0.142",0.02,"0.398","0.015","0.27",0.035,"0.534","RTM-98"
"MSD","2023-03-01","11:20","ALDRICH","RTM-100","main","Turbidity","FNU","Good","13.04","14.66","15.06","15.61",1.07,"8.206","ALDRICH",NA,"11:00","0","-0.14","124","122.31",0.14,"-1",1.69,"2.726","0.915","0.863",1.985,"9.069","RTM-98"
"MSD","2023-03-30","08:40","TRAN","RTM-101","main","Water Temperature","C","Good","10.8","10.81","10.84","11.02",-0.17,"-1.574","SIGURDSON",NA,"14:11","21.08","21.03",NA,NA,0.05,"0.237",NA,NA,NA,NA,0.22,"1.811","RTM-98"
"MSD","2023-03-30","08:40","TRAN","RTM-101","main","SpC","uS/cm","Excellent","147","147","148","147",1,"0.68","SIGURDSON",NA,"14:11","1413","1416",NA,NA,-3,"-0.212",NA,NA,NA,NA,4,"0.892","RTM-98"
"MSD","2023-03-30","08:40","TRAN","RTM-101","main","Dissolved Oxygen","mg/L","Excellent","9.22","9.32","9.53","9.35",0.28,"3.037","SIGURDSON",NA,"14:11","9.31","9.31",NA,NA,0,"0",NA,NA,NA,NA,0.28,"3.037","RTM-98"
"MSD","2023-03-30","08:40","TRAN","RTM-101","main","pH","pH Units","Excellent","7.25","7.17","7.25","7.14",0.03,"0.414","SIGURDSON",NA,"14:11","7.02","7.08","10.05","10.07",-0.06,"-0.855",-0.02,"-0.398","0.04","-0.6265",0.07,"1.0405","RTM-98"
"MSD","2023-03-30","08:40","TRAN","RTM-101","main","Turbidity","FNU","Fair","42.42","46.99","27.52","27.9",4.19,"9.877","SIGURDSON",NA,"14:11","0","0.16","124","125.16",-0.16,"-1",-1.16,"-1.871","0.66","-1.4355",4.85,"11.3125","RTM-98"
"MSD","2023-04-25","09:55","ALDRICH","RTM-73","main","Water Temperature","C","Excellent","16.94","16.98","17.23","17.23",0.04,"0.236","ALDRICH",NA,"07:55","21.82","21.86",NA,NA,-0.04,"-0.183",NA,NA,NA,NA,0.08,"0.419","RTM-98"
"MSD","2023-04-25","09:55","ALDRICH","RTM-73","main","SpC","uS/cm","Excellent","112","112","112","112",0,"0","ALDRICH",NA,"07:55","1413","1411",NA,NA,2,"0.142",NA,NA,NA,NA,2,"0.142","RTM-98"
"MSD","2023-04-25","09:55","ALDRICH","RTM-73","main","Dissolved Oxygen","mg/L","Excellent","8.92","8.89","8.88","8.78",0.07,"0.785","ALDRICH",NA,"07:55","9.2","9.27",NA,NA,-0.07,"-0.761",NA,NA,NA,NA,0.14,"1.546","RTM-98"
"MSD","2023-04-25","09:55","ALDRICH","RTM-73","main","pH","pH Units","Excellent","7.3","7.35","7.33","7.35",0.03,"0.411","ALDRICH",NA,"07:55","7.02","7.01","10.04","9.96",0.01,"0.142",0.08,"1.594","0.045","0.868",0.075,"1.279","RTM-98"
"MSD","2023-04-25","09:55","ALDRICH","RTM-73","main","Turbidity","FNU","Fair","12.88","11.71","15.65","12.82",1.66,"12.888","ALDRICH",NA,"07:55","0","-0.02","124","123.59",0.02,"-1",0.41,"0.661","0.215","-0.1695",1.875,"13.0575","RTM-98"
"MSD","2023-05-23","09:40","ALDRICH","RTM-114","main","Water Temperature","C","Excellent","19.46","19.45","19.49","19.56",-0.08,"-0.411","SIGURDSON",NA,"13:13","20.87","20.9",NA,NA,-0.03,"-0.144",NA,NA,NA,NA,0.11,"0.555","RTM-98"
"MSD","2023-05-23","09:40","ALDRICH","RTM-114","main","SpC","uS/cm","Excellent","86","86","86","88",-2,"-2.326","SIGURDSON",NA,"13:13","1413","1414",NA,NA,-1,"-0.071",NA,NA,NA,NA,3,"2.397","RTM-98"
"MSD","2023-05-23","09:40","ALDRICH","RTM-114","main","Dissolved Oxygen","mg/L","Excellent","8.17","8.17","8.15","8.07",0.08,"0.979","SIGURDSON",NA,"13:13","9.18","9.28",NA,NA,-0.1,"-1.089",NA,NA,NA,NA,0.18,"2.068","RTM-98"
"MSD","2023-05-23","09:40","ALDRICH","RTM-114","main","pH","pH Units","Good","7.04","7.2","7.31","7.2",0.27,"3.835","SIGURDSON",NA,"13:13","7.02","7.17","10.04","10.02",-0.15,"-2.137",0.02,"0.398","0.085","-0.8695",0.355,"4.7045","RTM-98"
"MSD","2023-05-23","09:40","ALDRICH","RTM-114","main","Turbidity","FNU","Poor","16.05","13.7","14.48","16.06",-3.93,"-24.486","SIGURDSON",NA,"13:13","0","0.06","124","125.32",-0.06,"-1",-1.32,"-2.129","0.69","-1.5645",4.62,"26.0505","RTM-98"
"MSD","2023-06-20","10:40","ALDRICH","RTM-62","main","Water Temperature","C","Excellent","19.78","19.69","19.82","19.85",-0.12,"-0.607","NEUMAYR","2023-06-21","07:23","22.1","22.12",NA,NA,-0.02,"-0.09",NA,NA,NA,NA,0.14,"0.697","RTM-98"
"MSD","2023-06-20","10:40","ALDRICH","RTM-62","main","SpC","uS/cm","Excellent","84","83","84","84",-1,"-1.19","NEUMAYR","2023-06-21","07:23","1413","1411",NA,NA,2,"0.142",NA,NA,NA,NA,3,"1.332","RTM-98"
"MSD","2023-06-20","10:40","ALDRICH","RTM-62","main","Dissolved Oxygen","mg/L","Good","7.78","7.98","7.84","7.69",0.35,"4.499","NEUMAYR","2023-06-21","07:23","9.06","8.93",NA,NA,0.13,"1.435",NA,NA,NA,NA,0.48,"5.934","RTM-98"
"MSD","2023-06-20","10:40","ALDRICH","RTM-62","main","pH","pH Units","Excellent","7.11","7.2","7.13","7.2",0.02,"0.281","NEUMAYR","2023-06-21","07:23","7.02","7.06","10.04","10.08",-0.04,"-0.57",-0.04,"-0.797","0.04","-0.6835",0.06,"0.9645","RTM-98"
"MSD","2023-06-20","10:40","ALDRICH","RTM-62","main","Turbidity","FNU","Poor","15.88","17.1","14.81","18.82",-2.79,"-17.569","NEUMAYR","2023-06-21","07:23","0","-0.13","124","121.72",0.13,"-1",2.28,"3.677","1.205","1.3385",3.995,"18.9075","RTM-98"
"MSD","2023-07-25","09:50","ALDRICH","RTM-93","main","Water Temperature","C","Excellent","24.27","24.28","24.3","24.32",-0.01,"-0.041","SIGURDSON",NA,"11:50","20.93","20.93",NA,NA,0,"0",NA,NA,NA,NA,0.01,"0.041","RTM-98"
"MSD","2023-07-25","09:50","ALDRICH","RTM-93","main","SpC","uS/cm","Excellent","185","186","183","184",0,"0","SIGURDSON",NA,"11:50","1413","1412",NA,NA,1,"0.071",NA,NA,NA,NA,1,"0.071","RTM-98"
"MSD","2023-07-25","09:50","ALDRICH","RTM-93","main","Dissolved Oxygen","mg/L","Excellent","6.62","7.52","7.87","7.79",0.98,"14.804","SIGURDSON",NA,"11:50","9.26","9.18",NA,NA,0.08,"0.864",NA,NA,NA,NA,1.06,"15.668","RTM-98"
"MSD","2023-07-25","09:50","ALDRICH","RTM-93","main","pH","pH Units","Excellent","7.27","7.36","7.32","7.39",0.02,"0.275","SIGURDSON",NA,"11:50","7.02","7","10.05","9.98",0.02,"0.285",0.07,"1.393","0.045","0.839",0.065,"1.114","RTM-98"
"MSD","2023-07-25","09:50","ALDRICH","RTM-93","main","Turbidity","FNU","Fair","10.43","11.35","12.45","14.18",-0.81,"-7.766","SIGURDSON",NA,"11:50","0","1.22","124","126.95",-1.22,"-1",-2.95,"-4.758","2.085","-2.879",2.895,"10.645","RTM-98"
"MSD","2023-08-22","09:50","ALDRICH","RTM-110","main","Water Temperature","C","Excellent","21.12","21.2","21.44","21.44",0.08,"0.379","SIGURDSON",NA,"10:00","21.14","21.11",NA,NA,0.03,"0.142",NA,NA,NA,NA,0.11,"0.521","RTM-98"
"MSD","2023-08-22","09:50","ALDRICH","RTM-110","main","SpC","uS/cm","Excellent","207","208","208","208",1,"0.483","SIGURDSON",NA,"10:00","1000","1000",NA,NA,0,"0",NA,NA,NA,NA,1,"0.483","RTM-98"
"MSD","2023-08-22","09:50","ALDRICH","RTM-110","main","Dissolved Oxygen","mg/L","Poor","7.72","8.35","8.61","8.19",1.05,"13.601","SIGURDSON",NA,"10:00","9.21","9.5",NA,NA,-0.29,"-3.149",NA,NA,NA,NA,1.34,"16.75","RTM-98"
"MSD","2023-08-22","09:50","ALDRICH","RTM-110","main","pH","pH Units","Good","7.47","7.47","7.52","7.44",0.08,"1.071","SIGURDSON",NA,"10:00","7.02","7.19","10.05","10.13",-0.17,"-2.422",-0.08,"-1.592","0.125","-2.007",0.205,"3.078","RTM-98"
"MSD","2023-08-22","09:50","ALDRICH","RTM-110","main","Turbidity","FNU","Good","8.93","7.68","10.69","9.85",-0.41,"-4.591","SIGURDSON",NA,"10:00","0","0.17","124","125.49",-0.17,"-1",-1.49,"-2.403","0.83","-1.7015",1.24,"6.2925","RTM-98"
"MSD","2023-09-19","09:50","ALDRICH","RTM-83","main","Water Temperature","C","Excellent","21.75","21.83","21.85","21.95",-0.02,"-0.092","SIGURDSON",NA,"09:00","21.42","21.36",NA,NA,0.06,"0.28",NA,NA,NA,NA,0.08,"0.372","RTM-98"
"MSD","2023-09-19","09:50","ALDRICH","RTM-83","main","SpC","uS/cm","Excellent","359","361","362","363",1,"0.279","SIGURDSON",NA,"09:00","1000","1001",NA,NA,-1,"-0.1",NA,NA,NA,NA,2,"0.379","RTM-98"
"MSD","2023-09-19","09:50","ALDRICH","RTM-83","main","Dissolved Oxygen","mg/L","Excellent","7.94","8.23","8.29","8.28",0.3,"3.778","SIGURDSON",NA,"09:00","9.19","9.24",NA,NA,-0.05,"-0.544",NA,NA,NA,NA,0.35,"4.322","RTM-98"
"MSD","2023-09-19","09:50","ALDRICH","RTM-83","main","pH","pH Units","Fair","7.61","7.62","7.66","7.6",0.07,"0.92","SIGURDSON",NA,"09:00","7.02","7.75","10.05","10.64",-0.73,"-10.399",-0.59,"-11.741","0.66","-11.07",0.73,"11.99","RTM-98"
"MSD","2023-09-19","09:50","ALDRICH","RTM-83","main","Turbidity","FNU","Fair","9.91","12.39","8.16","11.79",-1.15,"-11.604","SIGURDSON",NA,"09:00","0","0","124","123.46",0,"0",0.54,"0.871","0.27","0.4355",1.42,"12.0395","RTM-98"
"MSD","2023-10-18","10:15","ALDRICH","RTM-91","main","Water Temperature","C","Excellent","17.93","17.95","18.29","18.32",-0.01,"-0.056","SIGURDSON",NA,"12:05","20.72","20.71",NA,NA,0.01,"0.048",NA,NA,NA,NA,0.02,"0.104","RTM-98"
"MSD","2023-10-18","10:15","ALDRICH","RTM-91","main","SpC","uS/cm","Excellent","227","227","229","229",0,"0","SIGURDSON",NA,"12:05","1000","990",NA,NA,10,"1",NA,NA,NA,NA,10,"1","RTM-98"
"MSD","2023-10-18","10:15","ALDRICH","RTM-91","main","Dissolved Oxygen","mg/L","Excellent","8.34","8.41","8.45","8.46",0.06,"0.719","SIGURDSON",NA,"12:05","9.22","9.22",NA,NA,0,"0",NA,NA,NA,NA,0.06,"0.719","RTM-98"
"MSD","2023-10-18","10:15","ALDRICH","RTM-91","main","pH","pH Units","Excellent","7.4","7.38","7.38","7.37",-0.01,"-0.135","SIGURDSON",NA,"12:05","7.02","7.05","10.04","10.04",-0.03,"-0.427",0,"0","0.015","-0.2135",0.025,"0.3485","RTM-98"
"MSD","2023-10-18","10:15","ALDRICH","RTM-91","main","Turbidity","FNU","Excellent","11.1","13.08","8.83","10.33",0.48,"4.324","SIGURDSON",NA,"12:05","0","0.05","124","122.93",-0.05,"-1",1.07,"1.726","0.56","0.363",1.04,"4.687","RTM-98"
"MSD","2023-11-14","11:15","ALDRICH","RTM-74","main","Water Temperature","C","Excellent","13.84","13.99","13.92","14.01",0.06,"0.434","ALDRICH",NA,"10:45","20.99","21",NA,NA,-0.01,"-0.048",NA,NA,NA,NA,0.07,"0.482","RTM-98"
"MSD","2023-11-14","11:15","ALDRICH","RTM-74","main","SpC","uS/cm","Excellent","627","628","626","627",0,"0","ALDRICH",NA,"10:45","1000","1000",NA,NA,0,"0",NA,NA,NA,NA,0,"0","RTM-98"
"MSD","2023-11-14","11:15","ALDRICH","RTM-74","main","Dissolved Oxygen","mg/L","Good","9.74","9.32","9.83","9.31",0.1,"1.027","ALDRICH",NA,"10:45","9.23","9.62",NA,NA,-0.39,"-4.225",NA,NA,NA,NA,0.49,"5.252","RTM-98"
"MSD","2023-11-14","11:15","ALDRICH","RTM-74","main","pH","pH Units","Excellent","7.65","7.64","7.69","7.66",0.02,"0.261","ALDRICH",NA,"10:45","7.02","7.07","10.05","10.06",-0.05,"-0.712",-0.01,"-0.199","0.03","-0.4555",0.05,"0.7165","RTM-98"
"MSD","2023-11-14","11:15","ALDRICH","RTM-74","main","Turbidity","FNU","Excellent","11.06","11.22","7.04","7.55",-0.35,"-3.165","ALDRICH",NA,"10:45","0","0.03","124","123.72",-0.03,"-1",0.28,"0.452","0.155","-0.274",0.505,"3.439","RTM-98"
"MSD","2023-12-21","10:30","ALDRICH","RTM-91","main","Water Temperature","C","Excellent","12.15","12.16","12.3","12.24",0.07,"0.576","SIGURDSON",NA,"11:15","21.36","21.32",NA,NA,0.04,"0.187",NA,NA,NA,NA,0.11,"0.763","RTM-98"
"MSD","2023-12-21","10:30","ALDRICH","RTM-91","main","SpC","uS/cm","Excellent","744","743","742","743",-2,"-0.269","SIGURDSON",NA,"11:15","1000","1001",NA,NA,-1,"-0.1",NA,NA,NA,NA,3,"0.369","RTM-98"
"MSD","2023-12-21","10:30","ALDRICH","RTM-91","main","Dissolved Oxygen","mg/L","Excellent","8.8","8.85","9","8.8",0.25,"2.841","SIGURDSON",NA,"11:15","9.25","9.26",NA,NA,-0.01,"-0.108",NA,NA,NA,NA,0.26,"2.949","RTM-98"
"MSD","2023-12-21","10:30","ALDRICH","RTM-91","main","pH","pH Units","Excellent","7.61","7.52","7.64","7.55",0,"0","SIGURDSON",NA,"11:15","7.02","7.05","10.04","10.25",-0.03,"-0.427",-0.21,"-4.183","0.12","-2.305",0.12,"2.305","RTM-98"
