Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Planktothrix	#6	#7	#8	#9	Turbidity	unbound Phycocyanin	Yellow substances	Total conc.	Depth	Temp. Sample	Green Algae	Bluegreen	Diatoms	Cryptophyta	Planktothrix	#6	#7	#8	#9	Turbidity	unbound Phycocyanin	Yellow substances	Total cell count	LED 1 [700 nm] det. 1	LED 3 [525 nm] det. 1	LED 4 [570 nm] det. 1	LED 5 [610 nm] det. 1	LED 6 [370 nm] det. 1	LED 7 [590 nm] det. 1	LED 8 [470 nm] det. 1	LED 1 [700 nm] det. 2	LED 3 [525 nm] det. 2	LED 4 [570 nm] det. 2	LED 5 [610 nm] det. 2	LED 6 [370 nm] det. 2	LED 7 [590 nm] det. 2	LED 8 [470 nm] det. 2	Pressure	Temp. LEDs	Temp. Sensor
10/13/2022 8:44:21 AM	1.61	0.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00	8.02	1.43	0.51	2.56	0.10	9.83	854	0	429	0	0	0	0	0	0	0	0	0	1283	34.88	5.58	2.03	4.83	25.41	5.82	15.65	5.75	3.66	7.56	5.35	19.75	6.78	7.73	1.01	26.62	21.17
10/13/2022 8:44:24 AM	1.39	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	7.96	1.40	0.51	2.49	0.10	9.85	736	0	497	0	0	0	0	0	0	0	0	0	1233	34.60	5.76	2.06	4.84	25.28	5.86	15.53	5.75	3.58	7.49	5.27	19.66	6.56	7.72	1.01	26.65	21.22
10/13/2022 8:44:26 AM	1.51	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	7.97	1.43	0.51	2.54	0.10	9.83	800	0	466	0	0	0	0	0	0	0	0	0	1266	34.64	5.67	2.05	4.84	25.43	5.93	15.80	5.71	3.77	7.54	5.37	19.95	6.67	7.74	1.01	26.64	21.17
10/13/2022 8:44:29 AM	1.58	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	7.96	1.40	0.52	2.60	0.10	9.84	838	0	459	0	0	0	0	0	0	0	0	0	1298	34.63	5.71	1.96	4.82	25.82	5.90	15.94	5.60	3.74	7.55	5.27	20.01	6.63	7.89	1.01	26.63	21.22
10/13/2022 8:44:32 AM	1.70	0.00	0.96	0.00	0.00	0.00	0.00	0.00	0.00	7.97	1.46	0.51	2.65	0.11	9.85	900	0	430	0	0	0	0	0	0	0	0	0	1330	34.66	5.61	2.02	4.95	25.66	6.00	16.03	5.64	3.72	7.55	5.55	19.88	6.73	7.74	1.01	26.64	21.17
10/13/2022 8:44:35 AM	1.59	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	8.03	1.46	0.51	2.60	0.10	9.83	843	0	454	0	0	0	0	0	0	0	0	0	1297	34.91	5.70	1.99	5.02	25.80	6.14	15.80	5.62	3.72	7.39	5.39	19.98	6.73	7.79	1.01	26.62	21.20
10/13/2022 8:44:37 AM	1.57	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	8.12	1.50	0.51	2.61	0.10	9.86	834	0	465	0	0	0	0	0	0	0	0	0	1299	35.26	5.75	1.98	5.23	25.74	6.26	15.85	5.69	3.75	7.43	5.58	19.90	6.74	7.85	1.01	26.64	21.16
10/13/2022 8:44:40 AM	1.63	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	7.97	1.54	0.51	2.66	0.10	9.86	866	0	462	0	0	0	0	0	0	0	0	0	1328	34.66	5.80	2.08	5.46	26.10	6.33	15.96	5.81	3.60	7.45	5.62	20.03	6.86	7.91	1.01	26.63	21.17
10/13/2022 8:44:43 AM	1.64	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00	8.03	1.46	0.52	2.63	0.10	9.85	869	0	446	0	0	0	0	0	0	0	0	0	1315	34.90	5.68	1.99	5.27	25.85	6.18	15.96	5.68	3.70	7.58	5.33	20.17	6.64	7.77	1.01	26.64	21.19
10/13/2022 8:44:45 AM	1.75	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	8.11	1.46	0.52	2.62	0.10	9.86	927	0	390	0	0	0	0	0	0	0	0	0	1317	35.24	5.51	1.98	5.07	25.84	5.96	15.76	5.80	3.63	7.57	5.44	20.21	6.73	7.75	1.01	26.63	21.15
10/13/2022 8:44:48 AM	1.94	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	8.40	1.40	0.53	2.72	0.10	9.87	1030	0	352	0	0	0	0	0	0	0	0	0	1381	36.43	5.41	1.88	4.87	26.09	5.82	16.12	5.77	3.68	7.56	5.28	20.21	6.70	7.85	1.01	26.63	21.19
10/13/2022 8:44:51 AM	1.77	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	8.60	1.38	0.54	2.64	0.11	9.91	941	0	387	0	0	0	0	0	0	0	0	0	1328	37.28	5.52	1.88	4.82	26.06	5.73	15.98	5.94	3.66	7.50	5.27	20.35	6.62	7.97	1.01	26.63	21.16
10/13/2022 8:44:54 AM	1.87	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	9.00	1.41	0.54	2.66	0.10	9.91	993	0	352	0	0	0	0	0	0	0	0	0	1345	38.94	5.45	1.84	4.79	26.13	5.64	15.99	6.12	3.75	7.39	5.48	20.37	6.79	7.93	1.01	26.62	21.15
10/13/2022 8:44:56 AM	1.83	0.00	0.76	0.00	0.00	0.00	0.00	0.00	0.00	8.97	1.42	0.54	2.59	0.10	9.93	971	0	342	0	0	0	0	0	0	0	0	0	1313	38.81	5.39	1.89	4.89	26.02	5.74	15.67	6.27	3.52	7.48	5.48	20.47	6.70	7.88	1.01	26.63	21.23
10/13/2022 8:44:59 AM	1.74	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.00	9.41	1.43	0.54	2.59	0.10	9.94	924	0	379	0	0	0	0	0	0	0	0	0	1303	40.67	5.50	1.93	4.93	26.01	5.85	15.85	6.10	3.67	7.54	5.42	20.57	6.74	7.83	1.01	26.62	21.15
10/13/2022 8:45:02 AM	1.71	0.00	0.88	0.00	0.00	0.00	0.00	0.00	0.00	9.78	1.46	0.53	2.59	0.10	9.97	906	0	397	0	0	0	0	0	0	0	0	0	1304	42.21	5.59	1.88	4.93	26.00	5.88	15.83	6.35	3.69	7.40	5.45	20.29	7.00	7.82	1.01	26.64	21.16
10/13/2022 8:45:05 AM	1.76	0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	10.04	1.39	0.54	2.65	0.10	10.01	931	0	402	0	0	0	0	0	0	0	0	0	1333	43.31	5.60	1.87	4.71	26.12	5.73	16.14	6.48	3.72	7.57	5.29	20.31	6.89	7.74	1.01	26.63	21.16
10/13/2022 8:45:07 AM	1.84	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00	10.53	1.44	0.54	2.70	0.10	10.01	976	0	385	0	0	0	0	0	0	0	0	0	1361	45.34	5.63	1.75	4.88	26.45	5.89	16.19	6.52	3.78	7.27	5.49	20.38	7.04	7.74	1.01	26.63	21.15
10/13/2022 8:45:10 AM	1.65	0.00	0.96	0.00	0.00	0.00	0.00	0.00	0.00	10.49	1.44	0.54	2.61	0.10	10.06	876	0	430	0	0	0	0	0	0	0	0	0	1306	45.17	5.68	1.97	4.77	26.12	5.90	16.15	6.38	3.66	7.53	5.43	20.36	7.06	8.00	1.01	26.63	21.17
10/13/2022 8:45:13 AM	1.62	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	10.58	1.43	0.54	2.63	0.11	10.08	860	0	453	0	0	0	0	0	0	0	0	0	1313	45.56	5.77	1.96	4.98	26.16	5.87	16.41	6.68	3.60	7.48	5.50	20.61	6.95	7.75	1.01	26.63	21.15
10/13/2022 8:45:16 AM	1.76	0.00	0.93	0.00	0.00	0.00	0.00	0.00	0.00	10.59	1.42	0.54	2.69	0.10	10.07	935	0	418	0	0	0	0	0	0	0	0	0	1353	45.61	5.69	1.93	4.83	26.38	5.88	16.38	6.54	3.59	7.56	5.43	20.40	6.94	7.82	1.01	26.63	21.13
10/13/2022 8:45:18 AM	1.69	0.00	0.97	0.00	0.00	0.00	0.00	0.00	0.00	10.71	1.38	0.55	2.66	0.11	10.10	897	0	438	0	0	0	0	0	0	0	0	0	1334	46.11	5.71	1.81	4.78	26.25	5.85	16.55	6.87	3.64	7.51	5.34	20.62	6.83	7.93	1.01	26.62	21.15
10/13/2022 8:45:21 AM	1.49	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	10.81	1.40	0.54	2.59	0.10	10.11	789	0	497	0	0	0	0	0	0	0	0	0	1286	46.50	5.94	1.92	4.92	26.34	5.85	16.28	6.76	3.81	7.47	5.46	20.57	6.72	7.70	1.01	26.63	21.15
10/13/2022 8:45:24 AM	1.54	0.00	1.07	0.00	0.00	0.00	0.00	0.00	0.00	10.80	1.43	0.54	2.61	0.10	10.15	817	0	481	0	0	0	0	0	0	0	0	0	1298	46.46	5.89	1.94	4.90	26.40	5.96	16.38	6.72	3.73	7.43	5.38	20.72	7.05	7.75	1.01	26.63	21.15
10/13/2022 8:45:27 AM	1.80	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	11.00	1.42	0.54	2.70	0.11	10.14	953	0	407	0	0	0	0	0	0	0	0	0	1360	47.32	5.66	1.95	5.08	26.37	5.91	16.31	6.90	3.72	7.43	5.44	20.38	6.81	7.75	1.01	26.62	21.16
10/13/2022 8:45:29 AM	1.58	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	11.14	1.44	0.55	2.59	0.10	10.17	839	0	455	0	0	0	0	0	0	0	0	0	1294	47.91	5.77	1.99	4.81	26.34	6.05	16.27	6.91	3.59	7.37	5.34	20.73	7.16	7.87	1.01	26.64	21.19
10/13/2022 8:45:32 AM	1.57	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.00	11.11	1.46	0.54	2.62	0.10	10.17	832	0	473	0	0	0	0	0	0	0	0	0	1305	47.79	5.86	1.92	4.96	26.36	6.11	16.41	6.76	3.59	7.38	5.48	20.63	7.12	7.97	1.01	26.64	21.12
10/13/2022 8:45:35 AM	1.46	0.00	1.13	0.00	0.00	0.00	0.00	0.00	0.00	11.17	1.50	0.54	2.59	0.10	10.17	772	0	508	0	0	0	0	0	0	0	0	0	1281	48.03	5.99	2.04	5.13	26.49	6.29	16.31	6.97	3.69	7.49	5.54	20.75	7.10	7.85	1.01	26.64	21.19
10/13/2022 8:45:38 AM	1.61	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.00	11.35	1.43	0.55	2.65	0.10	10.16	852	0	471	0	0	0	0	0	0	0	0	0	1323	48.79	5.84	1.99	4.95	26.33	5.95	16.66	6.89	3.66	7.40	5.37	20.69	7.10	7.94	1.01	26.63	21.13
10/13/2022 8:45:40 AM	1.63	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00	11.37	1.40	0.54	2.73	0.10	10.19	861	0	496	0	0	0	0	0	0	0	0	0	1357	48.87	5.99	2.00	4.94	26.69	5.92	16.69	6.86	3.69	7.40	5.49	20.30	6.87	7.87	1.01	26.64	21.16
10/13/2022 8:45:43 AM	1.46	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.00	11.49	1.46	0.55	2.61	0.10	10.20	773	0	516	0	0	0	0	0	0	0	0	0	1289	49.34	6.02	1.91	4.91	26.36	5.95	16.70	7.01	3.69	7.40	5.57	20.81	7.27	7.88	1.01	26.63	21.15
10/13/2022 8:45:46 AM	1.59	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00	11.50	1.42	0.55	2.67	0.11	10.21	843	0	486	0	0	0	0	0	0	0	0	0	1329	49.41	5.93	1.88	4.89	26.52	5.91	16.82	6.96	3.68	7.41	5.52	20.84	7.05	7.87	1.01	26.64	21.13
10/13/2022 8:45:48 AM	1.72	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	11.48	1.41	0.55	2.77	0.10	10.21	914	0	469	0	0	0	0	0	0	0	0	0	1383	49.32	5.92	2.01	4.95	26.88	5.92	16.85	6.95	3.69	7.38	5.44	20.59	6.98	7.77	1.01	26.63	21.13
10/13/2022 8:45:51 AM	1.45	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	11.55	1.44	0.55	2.70	0.10	10.22	770	0	559	0	0	0	0	0	0	0	0	0	1329	49.60	6.19	2.01	4.93	26.88	6.15	17.11	6.88	3.67	7.44	5.59	20.93	7.09	7.90	1.01	26.63	21.12
10/13/2022 8:45:54 AM	1.62	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	11.52	1.43	0.54	2.82	0.10	10.19	856	0	543	0	0	0	0	0	0	0	0	0	1399	49.49	6.15	2.06	5.02	27.06	6.23	17.36	6.94	3.76	7.53	5.42	20.60	7.11	7.98	1.01	26.64	21.15
10/13/2022 8:45:57 AM	1.62	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	11.50	1.43	0.54	2.88	0.10	10.20	861	0	563	0	0	0	0	0	0	0	0	0	1424	49.39	6.22	2.11	5.17	27.06	6.20	17.62	7.04	3.70	7.30	5.53	20.56	7.01	7.80	1.01	26.63	21.12
10/13/2022 8:45:59 AM	1.55	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00	11.42	1.45	0.54	2.87	0.10	10.19	821	0	594	0	0	0	0	0	0	0	0	0	1415	49.08	6.35	2.02	5.22	27.17	6.24	17.84	6.92	3.76	7.20	5.54	20.86	7.16	7.75	1.01	26.65	21.17
10/13/2022 8:46:02 AM	1.55	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	11.53	1.42	0.54	2.94	0.10	10.20	823	0	623	0	0	0	0	0	0	0	0	0	1447	49.53	6.44	2.12	5.10	27.43	6.34	18.11	7.11	3.78	7.44	5.29	20.72	7.23	7.76	1.01	26.63	21.13
10/13/2022 8:46:05 AM	1.53	0.00	1.41	0.00	0.00	0.00	0.00	0.00	0.00	11.70	1.60	0.53	2.95	0.10	10.18	812	0	637	0	0	0	0	0	0	0	0	0	1449	50.22	6.54	2.18	5.72	27.55	7.03	18.03	7.11	3.80	7.47	5.90	20.78	7.38	7.82	1.01	26.63	21.12
10/13/2022 8:46:08 AM	1.56	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	11.78	1.57	0.53	2.93	0.10	10.20	826	0	615	0	0	0	0	0	0	0	0	0	1441	50.58	6.45	2.17	5.74	27.43	6.79	18.03	7.12	3.75	7.46	5.67	20.92	7.44	7.92	1.01	26.64	21.16
10/13/2022 8:46:10 AM	1.53	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.00	12.02	1.50	0.55	2.81	0.10	10.19	813	0	575	0	0	0	0	0	0	0	0	0	1388	51.58	6.26	2.02	5.22	27.12	6.52	17.62	7.15	3.83	7.34	5.64	20.97	7.26	7.93	1.01	26.63	21.16
10/13/2022 8:46:13 AM	1.76	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00	12.29	1.48	0.55	2.85	0.10	10.19	935	0	487	0	0	0	0	0	0	0	0	0	1422	52.69	6.02	2.11	5.25	27.25	6.25	17.34	7.50	3.72	7.39	5.62	20.92	7.20	7.85	1.01	26.64	21.17
10/13/2022 8:46:16 AM	1.56	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	12.42	1.44	0.56	2.73	0.10	10.20	826	0	526	0	0	0	0	0	0	0	0	0	1352	53.25	6.12	1.90	4.97	26.94	6.05	17.20	7.38	3.84	7.41	5.52	20.93	7.23	7.99	1.01	26.63	21.15
10/13/2022 8:46:19 AM	1.57	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	12.44	1.43	0.56	2.73	0.10	10.19	830	0	524	0	0	0	0	0	0	0	0	0	1355	53.32	6.10	2.05	4.91	27.07	6.05	17.23	7.22	3.55	7.40	5.56	21.05	7.21	8.02	1.01	26.63	21.15
10/13/2022 8:46:21 AM	1.62	0.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	12.38	1.44	0.55	2.82	0.10	10.19	861	0	536	0	0	0	0	0	0	0	0	0	1397	53.07	6.11	2.14	5.06	27.05	6.20	17.58	7.32	3.83	7.38	5.43	20.94	7.26	7.96	1.01	26.62	21.13
10/13/2022 8:46:24 AM	1.56	0.00	1.23	0.00	0.00	0.00	0.00	0.00	0.00	12.36	1.42	0.56	2.79	0.10	10.19	829	0	553	0	0	0	0	0	0	0	0	0	1382	52.98	6.22	1.98	4.97	27.16	6.09	17.50	7.31	3.64	7.55	5.62	20.95	7.09	7.89	1.01	26.64	21.16
10/13/2022 8:46:27 AM	1.47	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	12.38	1.47	0.56	2.78	0.10	10.19	782	0	586	0	0	0	0	0	0	0	0	0	1367	53.08	6.32	2.17	5.02	27.35	6.32	17.55	7.31	3.86	7.55	5.52	21.08	7.38	8.02	1.01	26.64	21.17
10/13/2022 8:46:29 AM	1.48	0.00	1.38	0.00	0.00	0.00	0.00	0.00	0.00	12.31	1.44	0.55	2.86	0.11	10.19	786	0	619	0	0	0	0	0	0	0	0	0	1405	52.80	6.46	2.10	5.12	27.48	6.27	17.92	7.22	3.78	7.35	5.55	20.92	7.24	8.07	1.01	26.63	21.12
10/13/2022 8:46:32 AM	1.51	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	12.24	1.45	0.56	2.81	0.10	10.18	799	0	587	0	0	0	0	0	0	0	0	0	1386	52.50	6.34	2.10	5.14	27.26	6.10	17.83	7.27	3.83	7.55	5.66	21.16	7.16	7.95	1.01	26.64	21.17
10/13/2022 8:46:35 AM	1.55	0.00	1.29	0.00	0.00	0.00	0.00	0.00	0.00	12.27	1.40	0.56	2.84	0.10	10.19	819	0	581	0	0	0	0	0	0	0	0	0	1401	52.63	6.27	2.11	4.98	27.19	6.14	17.84	7.21	3.79	7.62	5.41	20.97	7.04	7.97	1.01	26.64	21.10
10/13/2022 8:46:38 AM	1.59	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	12.16	1.40	0.56	2.82	0.10	10.19	841	0	557	0	0	0	0	0	0	0	0	0	1398	52.16	6.16	2.01	4.94	26.97	6.13	17.85	7.38	3.55	7.32	5.54	21.01	7.05	8.12	1.01	26.64	21.13
10/13/2022 8:46:40 AM	1.48	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	12.08	1.42	0.55	2.79	0.10	10.18	783	0	590	0	0	0	0	0	0	0	0	0	1373	51.83	6.32	2.06	5.01	27.11	6.09	17.62	7.25	3.74	7.33	5.47	20.95	7.21	7.78	1.01	26.64	21.16
10/13/2022 8:46:43 AM	1.51	0.00	1.30	0.00	0.00	0.00	0.00	0.00	0.00	12.03	1.40	0.56	2.81	0.10	10.17	801	0	584	0	0	0	0	0	0	0	0	0	1385	51.61	6.27	2.05	4.93	27.02	6.00	17.85	7.21	3.69	7.45	5.43	21.01	7.15	7.98	1.01	26.63	21.12
10/13/2022 8:46:46 AM	1.51	0.00	1.27	0.00	0.00	0.00	0.00	0.00	0.00	12.01	1.40	0.55	2.79	0.10	10.17	803	0	572	0	0	0	0	0	0	0	0	0	1375	51.55	6.23	2.11	4.75	26.97	5.98	17.49	7.21	3.72	7.58	5.43	20.67	7.18	7.82	1.01	26.64	21.13
10/13/2022 8:46:49 AM	1.60	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	12.08	1.49	0.55	2.84	0.10	10.19	849	0	559	0	0	0	0	0	0	0	0	0	1408	51.83	6.25	1.92	5.21	27.10	6.32	17.73	7.17	3.69	7.46	5.68	20.90	7.30	7.91	1.01	26.63	21.10
10/13/2022 8:46:51 AM	1.63	0.00	1.23	0.00	0.00	0.00	0.00	0.00	0.00	12.17	1.48	0.55	2.86	0.10	10.17	866	0	552	0	0	0	0	0	0	0	0	0	1418	52.21	6.19	2.05	5.28	27.07	6.37	17.78	7.29	3.74	7.30	5.72	20.89	7.15	8.00	1.01	26.65	21.15
10/13/2022 8:46:54 AM	1.63	0.00	1.18	0.00	0.00	0.00	0.00	0.00	0.00	12.28	1.49	0.55	2.80	0.10	10.18	862	0	530	0	0	0	0	0	0	0	0	0	1392	52.66	6.09	2.06	5.22	26.94	6.37	17.61	7.30	3.70	7.25	5.66	21.10	7.30	7.98	1.01	26.63	21.13
10/13/2022 8:46:57 AM	1.39	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	12.27	1.48	0.55	2.75	0.10	10.18	738	0	609	0	0	0	0	0	0	0	0	0	1347	52.60	6.32	2.07	5.21	26.79	6.38	17.71	7.38	3.87	7.44	5.59	21.03	7.23	8.05	1.01	26.63	21.15
10/13/2022 8:47:00 AM	1.43	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	12.30	1.49	0.55	2.69	0.10	10.18	756	0	568	0	0	0	0	0	0	0	0	0	1324	52.74	6.16	2.11	5.02	26.63	6.37	17.28	7.27	3.87	7.37	5.66	20.97	7.24	7.88	1.01	26.64	21.15
10/13/2022 8:47:02 AM	1.56	0.00	1.18	0.00	0.00	0.00	0.00	0.00	0.00	12.18	1.42	0.55	2.74	0.10	10.16	827	0	532	0	0	0	0	0	0	0	0	0	1359	52.24	6.04	1.95	4.84	26.53	6.08	17.41	7.33	3.67	7.29	5.45	20.75	7.27	8.03	1.01	26.63	21.16
10/13/2022 8:47:05 AM	1.62	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	12.28	1.39	0.55	2.79	0.10	10.17	856	0	528	0	0	0	0	0	0	0	0	0	1384	52.64	6.09	1.84	4.83	26.88	6.04	17.46	7.35	3.71	7.36	5.43	20.82	7.07	7.90	1.01	26.64	21.17
10/13/2022 8:47:08 AM	1.42	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	12.19	1.41	0.56	2.67	0.10	10.17	753	0	564	0	0	0	0	0	0	0	0	0	1317	52.30	6.17	2.00	4.84	26.77	6.06	17.25	7.31	3.69	7.30	5.46	21.07	7.10	7.97	1.01	26.64	21.13
10/13/2022 8:47:11 AM	1.40	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	12.21	1.41	0.57	2.66	0.11	10.17	742	0	568	0	0	0	0	0	0	0	0	0	1310	52.39	6.13	2.09	4.91	26.66	6.08	17.41	7.21	3.84	7.29	5.46	21.33	7.04	7.93	1.01	26.64	21.15
10/13/2022 8:47:13 AM	1.57	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.00	12.28	1.40	0.56	2.72	0.11	10.16	830	0	518	0	0	0	0	0	0	0	0	0	1348	52.64	6.03	2.00	4.79	26.70	5.91	17.21	7.29	3.80	7.29	5.41	20.91	7.17	7.81	1.01	26.63	21.13
10/13/2022 8:47:16 AM	1.64	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	12.23	1.40	0.56	2.74	0.10	10.16	867	0	498	0	0	0	0	0	0	0	0	0	1365	52.47	5.97	1.94	4.79	26.78	5.91	17.33	7.23	3.68	7.46	5.37	21.05	7.19	7.92	1.01	26.64	21.13
10/13/2022 8:47:19 AM	1.56	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	12.36	1.45	0.56	2.77	0.10	10.18	825	0	546	0	0	0	0	0	0	0	0	0	1372	52.98	6.16	2.02	5.03	26.96	6.16	17.59	7.23	3.64	7.41	5.78	21.12	7.12	7.96	1.01	26.63	21.15
