"","DateTime","Month","Year","Latitude","Longitude","Region","DO","DOSAT","FLUOR","FLUORRFU","FNU","PH","SPC","WT","GreenAlgae.ug.L","Cyanobacteria.ug.L","Diatoms.ug.L","Cryptophytes.ug.L","Total.Conc.FP.ug.L"
"1",2022-01-06 07:37:00,"Jan",2022,38.01779,-121.75342167,"Confluence",9.09,80.3,3.42,0.84,10.6,7.46,464,9.83,0,1.38,0.13,0.3,1.81
"2",2022-01-06 07:38:00,"Jan",2022,38.0177997216667,-121.753404444167,"Confluence",9.0725,80.1666666666667,3.41,0.834166666666667,10.55,7.4325,464.916666666667,9.8275,0,1.35,0.19,0.3,1.84
"3",2022-01-06 07:39:00,"Jan",2022,38.0178336108333,-121.753386665833,"Confluence",9.06166666666667,80.0416666666667,3.38166666666667,0.825833333333333,10.5833333333333,7.42416666666667,465,9.82,0,1.33,0.16,0.42,1.91
"4",2022-01-06 07:40:00,"Jan",2022,38.0178344441667,-121.7533927775,"Confluence",9.05166666666667,79.9333333333333,3.39833333333333,0.831666666666667,10.4916666666667,7.42,464.916666666667,9.815,0,1.31,0.27,0.37,1.95
"5",2022-01-06 07:41:00,"Jan",2022,38.0178059716667,-121.75337486,"Confluence",9.06,80,3.41,0.833333333333333,10.5166666666667,7.41666666666667,464,9.8075,0,1.26,0.23,0.42,1.91
"6",2022-01-06 07:42:00,"Jan",2022,38.0178056941667,-121.75337875,"Confluence",9.065,80.0333333333333,3.42,0.8375,10.525,7.41,464,9.8,0,1.28,0.23,0.46,1.97
"7",2022-01-06 07:43:00,"Jan",2022,38.0178432463542,-121.753354531458,"Confluence",9.08083333333333,80.1583333333333,3.44916666666667,0.844166666666667,10.525,7.4075,464,9.79916666666667,0,1.28,0.34,0.55,2.17
"8",2022-01-06 07:44:00,"Jan",2022,38.0178720816667,-121.753265833333,"Confluence",9.09833333333333,80.225,3.505,0.8575,11.3583333333333,7.4025,472.666666666667,9.74,0,1.28,0.38,0.43,2.08
"9",2022-01-06 07:45:00,"Jan",2022,38.0179622727273,-121.752799091818,"Confluence",8.94909090909091,78.8090909090909,3.40272727272727,0.832727272727273,12.1909090909091,7.36636363636364,482,9.68818181818182,0,1.24,0.23,0.46,1.93
"10",2022-01-06 07:46:00,"Jan",2022,38.0181955558333,-121.752471943333,"Confluence",9.17333333333333,80.825,3.3875,0.829166666666667,12.7333333333333,7.3375,459.25,9.71333333333333,0,1.27,0.25,0.46,1.98
"11",2022-01-06 07:47:00,"Jan",2022,38.0189559725,-121.752471389167,"Confluence",9.1375,80.4916666666667,3.38333333333333,0.8275,13.75,7.31166666666667,456.833333333333,9.70666666666667,0,1.31,0.28,0.35,1.94
"12",2022-01-06 07:48:00,"Jan",2022,38.0198655547917,-121.752483732917,"Confluence",9.23583333333333,81.2916666666667,3.3175,0.811666666666667,14.5416666666667,7.31,441.5,9.66833333333333,0,1.3,0.19,0.29,1.78
"13",2022-01-06 07:49:00,"Jan",2022,38.0207776375,-121.7528541675,"Confluence",9.46,82.9916666666667,3.35,0.818333333333333,16.75,7.34,411.833333333333,9.53083333333333,0,1.47,0.32,0.15,1.95
"14",2022-01-06 07:50:00,"Jan",2022,38.02263875,-121.753744721667,"Confluence",9.79083333333333,85.5166666666667,3.38666666666667,0.8275,20.5166666666667,7.37916666666667,396.083333333333,9.35583333333333,0,1.59,0.39,0.13,2.11
"15",2022-01-06 07:51:00,"Jan",2022,38.0251388875,-121.755913194167,"Confluence",9.83833333333333,85.8833333333333,3.3925,0.828333333333333,22.5333333333333,7.38333333333333,396.916666666667,9.33083333333333,0,1.61,0.4,0.18,2.19
"16",2022-01-06 07:52:00,"Jan",2022,38.0276162483333,-121.759855275833,"Confluence",9.86666666666667,86.075,3.4125,0.835,22.525,7.39,391.75,9.30833333333333,0,1.56,0.45,0.18,2.18
"17",2022-01-06 07:53:00,"Jan",2022,38.0287115275,-121.765417915833,"Confluence",9.91583333333333,86.3916666666667,3.38916666666667,0.8275,22.0166666666667,7.39583333333333,378,9.25583333333333,0,1.5,0.44,0.19,2.13
"18",2022-01-06 07:54:00,"Jan",2022,38.0279786091667,-121.771429165833,"Confluence",9.9775,86.8583333333333,3.29666666666667,0.805,22.1333333333333,7.40166666666667,359.833333333333,9.21583333333333,0,1.52,0.49,0.16,2.17
"19",2022-01-06 07:55:00,"Jan",2022,38.0268934716667,-121.777455556667,"Confluence",10.02,87.15,3.23916666666667,0.790833333333333,23.8333333333333,7.4075,338.583333333333,9.18583333333333,0,1.59,0.51,0.12,2.22
"20",2022-01-06 07:56:00,"Jan",2022,38.0256722225,-121.783483474167,"Confluence",10.0625,87.475,3.24833333333333,0.793333333333333,26.2916666666667,7.40666666666667,324.083333333333,9.1625,0,1.59,0.55,0.16,2.3
"21",2022-01-06 07:57:00,"Jan",2022,38.0245400522917,-121.789600069167,"Confluence",10.0025,87.0083333333333,3.375,0.824166666666667,22.975,7.3675,364.833333333333,9.195,0,1.43,0.64,0.17,2.24
"22",2022-01-06 07:58:00,"Jan",2022,38.0234919808333,-121.795775208958,"Confluence",9.95,86.6083333333333,3.36,0.821666666666667,21.6416666666667,7.36,385.25,9.22166666666667,0,1.47,0.62,0.18,2.27
"23",2022-01-06 07:59:00,"Jan",2022,38.0227512516667,-121.800979860833,"Confluence",9.94,86.6,3.37416666666667,0.825,23.1833333333333,7.36,386.916666666667,9.23,0,1.49,0.63,0.18,2.3
"24",2022-01-06 08:00:00,"Jan",2022,38.0223644441667,-121.803093750833,"Confluence",9.9475,86.6416666666667,3.3625,0.8225,24.825,7.36833333333333,382.333333333333,9.22583333333333,0,1.51,0.64,0.2,2.35
"25",2022-01-06 08:01:00,"Jan",2022,38.0220838883333,-121.8049925,"Confluence",9.96583333333333,86.7583333333333,3.36416666666667,0.821666666666667,27.1,7.37,379.333333333333,9.22,0,1.6,0.71,0.15,2.47
"26",2022-01-06 08:02:00,"Jan",2022,38.0217722233333,-121.807081943333,"Confluence",9.96666666666667,86.7916666666667,3.42333333333333,0.8375,28.4833333333333,7.37,378.916666666667,9.22,0,1.6,0.76,0.16,2.52
"27",2022-01-06 08:03:00,"Jan",2022,38.0215086108333,-121.808129444167,"Confluence",9.95916666666667,86.7,3.41,0.833333333333333,26.8583333333333,7.37,379,9.22,0,1.57,0.82,0.12,2.51
"28",2022-01-06 08:04:00,"Jan",2022,38.0215129158333,-121.808057916667,"Confluence",9.95416666666667,86.675,3.40916666666667,0.834166666666667,26.6083333333333,7.37,379.583333333333,9.21583333333333,0,1.52,0.82,0.13,2.47
"29",2022-01-06 08:05:00,"Jan",2022,38.0214988891667,-121.807994585,"Confluence",9.9425,86.6,3.3725,0.825833333333333,25.025,7.37,380.75,9.21,0,1.51,0.85,0.1,2.46
"30",2022-01-06 08:06:00,"Jan",2022,38.021509445,-121.807924305,"Confluence",9.955,86.6583333333333,3.3875,0.828333333333333,26.825,7.37,379.25,9.22,0,1.56,0.88,0.09,2.53
