Station,Month,Year,Diameter (um),Inc Weight %
C3A,3,2018,2000,0
C3A,3,2018,1821.9,0
C3A,3,2018,1659.6,0
C3A,3,2018,1511.8,0
C3A,3,2018,1377.2,0
C3A,3,2018,1254.6,0
C3A,3,2018,1142.8,0
C3A,3,2018,1041,0
C3A,3,2018,948.34,0
C3A,3,2018,863.88,0
C3A,3,2018,786.95,0
C3A,3,2018,716.87,0
C3A,3,2018,653.02,0
C3A,3,2018,594.87,0
C3A,3,2018,541.89,0
C3A,3,2018,493.63,0
C3A,3,2018,449.67,0
C3A,3,2018,409.63,0
C3A,3,2018,373.15,0
C3A,3,2018,339.92,0
C3A,3,2018,309.64,0
C3A,3,2018,282.07,0
C3A,3,2018,256.95,0
C3A,3,2018,234.07,0
C3A,3,2018,213.22,0
C3A,3,2018,194.23,0
C3A,3,2018,176.93,0
C3A,3,2018,161.18,0
C3A,3,2018,146.82,0
C3A,3,2018,133.75,0
C3A,3,2018,121.84,0
C3A,3,2018,110.99,0
C3A,3,2018,101.1,0
C3A,3,2018,92.099,0
C3A,3,2018,83.897,0
C3A,3,2018,76.425,0.00332929
C3A,3,2018,69.619,0.0416309
C3A,3,2018,63.419,0.209718
C3A,3,2018,57.771,0.517798
C3A,3,2018,52.626,0.870106
C3A,3,2018,47.94,1.12567
C3A,3,2018,43.67,1.28501
C3A,3,2018,39.781,1.37518
C3A,3,2018,36.239,1.44024
C3A,3,2018,33.011,1.51561
C3A,3,2018,30.071,1.61129
C3A,3,2018,27.393,1.71123
C3A,3,2018,24.954,1.79909
C3A,3,2018,23.843,1.83624
C3A,3,2018,22.732,1.87339
C3A,3,2018,20.707,1.95068
C3A,3,2018,18.863,2.05825
C3A,3,2018,17.183,2.21059
C3A,3,2018,15.653,2.40202
C3A,3,2018,14.259,2.60956
C3A,3,2018,12.989,2.80573
C3A,3,2018,11.832,2.97465
C3A,3,2018,10.779,3.11259
C3A,3,2018,10,3.201790083
C3A,3,2018,9.8187,3.22255
C3A,3,2018,8.9443,3.30622
C3A,3,2018,8.1477,3.36161
C3A,3,2018,7.4221,3.38773
C3A,3,2018,6.7611,3.38607
C3A,3,2018,6.159,3.36017
C3A,3,2018,5.6105,3.31207
C3A,3,2018,5.1109,3.2412
C3A,3,2018,4.6557,3.14676
C3A,3,2018,4.2411,3.02938
C3A,3,2018,3.8634,2.89257
C3A,3,2018,3.5193,2.73965
C3A,3,2018,3.2059,2.57373
C3A,3,2018,2.9204,2.3974
C3A,3,2018,2.6603,2.21543
C3A,3,2018,2.5,2.092298759
C3A,3,2018,2.4234,2.03346
C3A,3,2018,2.2076,1.85689
C3A,3,2018,2.011,1.68943
C3A,3,2018,1.8319,1.53234
C3A,3,2018,1.6688,1.38862
C3A,3,2018,1.5201,1.26024
C3A,3,2018,1.3848,1.1494
C3A,3,2018,1.2614,1.05148
C3A,3,2018,1.1491,0.964407
C3A,3,2018,1.0468,0.885588
C3A,3,2018,0.95355,0.816284
C3A,3,2018,0.86863,0.752525
C3A,3,2018,0.79128,0.689223
C3A,3,2018,0.72081,0.621963
C3A,3,2018,0.65662,0.550211
C3A,3,2018,0.59814,0.480352
C3A,3,2018,0.54487,0.406805
C3A,3,2018,0.49635,0.325039
C3A,3,2018,0.45214,0.227912
C3A,3,2018,0.41188,0.154784
C3A,3,2018,0.3752,0.0871362
C10A,3,2018,2000,0
C10A,3,2018,1821.9,0
C10A,3,2018,1659.6,0
C10A,3,2018,1511.8,0
C10A,3,2018,1377.2,0
C10A,3,2018,1254.6,0
C10A,3,2018,1142.8,0
C10A,3,2018,1041,0
C10A,3,2018,948.34,0
C10A,3,2018,863.88,0
C10A,3,2018,786.95,0
C10A,3,2018,716.87,0
C10A,3,2018,653.02,0
C10A,3,2018,594.87,0
C10A,3,2018,541.89,0
C10A,3,2018,493.63,0
C10A,3,2018,449.67,0
C10A,3,2018,409.63,0
C10A,3,2018,373.15,0
C10A,3,2018,339.92,0
C10A,3,2018,309.64,0
C10A,3,2018,282.07,0
C10A,3,2018,256.95,0
C10A,3,2018,234.07,0
C10A,3,2018,213.22,0
C10A,3,2018,194.23,0
C10A,3,2018,176.93,0
C10A,3,2018,161.18,0
C10A,3,2018,146.82,0
C10A,3,2018,133.75,0
C10A,3,2018,121.84,0
C10A,3,2018,110.99,0
C10A,3,2018,101.1,0.0349793
C10A,3,2018,92.099,0.45485
C10A,3,2018,83.897,1.29099
C10A,3,2018,76.425,1.64384
C10A,3,2018,69.619,1.18449
C10A,3,2018,63.419,0.651714
C10A,3,2018,57.771,0.6868
C10A,3,2018,52.626,1.31611
C10A,3,2018,47.94,2.07302
C10A,3,2018,43.67,2.32954
C10A,3,2018,39.781,2.18836
C10A,3,2018,36.239,2.19323
C10A,3,2018,33.011,2.60248
C10A,3,2018,30.071,3.18784
C10A,3,2018,27.393,3.55257
C10A,3,2018,24.954,3.58547
C10A,3,2018,23.843,3.53082
C10A,3,2018,22.732,3.47617
C10A,3,2018,20.707,3.44159
C10A,3,2018,18.863,3.54996
C10A,3,2018,17.183,3.73098
C10A,3,2018,15.653,3.88131
C10A,3,2018,14.259,3.93503
C10A,3,2018,12.989,3.87525
C10A,3,2018,11.832,3.72285
C10A,3,2018,10.779,3.51283
C10A,3,2018,10,3.323162198
C10A,3,2018,9.8187,3.27902
C10A,3,2018,8.9443,3.04556
C10A,3,2018,8.1477,2.82367
C10A,3,2018,7.4221,2.6151
C10A,3,2018,6.7611,2.4173
C10A,3,2018,6.159,2.2282
C10A,3,2018,5.6105,2.04812
C10A,3,2018,5.1109,1.87941
C10A,3,2018,4.6557,1.72475
C10A,3,2018,4.2411,1.58532
C10A,3,2018,3.8634,1.46001
C10A,3,2018,3.5193,1.34545
C10A,3,2018,3.2059,1.23696
C10A,3,2018,2.9204,1.12996
C10A,3,2018,2.6603,1.02117
C10A,3,2018,2.5,0.945706525
C10A,3,2018,2.4234,0.909646
C10A,3,2018,2.2076,0.796943
C10A,3,2018,2.011,0.686822
C10A,3,2018,1.8319,0.584332
C10A,3,2018,1.6688,0.494552
C10A,3,2018,1.5201,0.421633
C10A,3,2018,1.3848,0.367846
C10A,3,2018,1.2614,0.333425
C10A,3,2018,1.1491,0.316569
C10A,3,2018,1.0468,0.313767
C10A,3,2018,0.95355,0.320341
C10A,3,2018,0.86863,0.330664
C10A,3,2018,0.79128,0.339134
C10A,3,2018,0.72081,0.341001
C10A,3,2018,0.65662,0.332951
C10A,3,2018,0.59814,0.312769
C10A,3,2018,0.54487,0.279695
C10A,3,2018,0.49635,0.233819
C10A,3,2018,0.45214,0.176407
C10A,3,2018,0.41188,0.107923
C10A,3,2018,0.3752,0.0575096
D4,3,2018,2000,0
D4,3,2018,1821.9,0
D4,3,2018,1659.6,0
D4,3,2018,1511.8,0
D4,3,2018,1377.2,0
D4,3,2018,1254.6,0
D4,3,2018,1142.8,0
D4,3,2018,1041,0
D4,3,2018,948.34,0
D4,3,2018,863.88,0
D4,3,2018,786.95,0
D4,3,2018,716.87,0
D4,3,2018,653.02,0
D4,3,2018,594.87,0
D4,3,2018,541.89,0
D4,3,2018,493.63,0
D4,3,2018,449.67,0
D4,3,2018,409.63,0
D4,3,2018,373.15,0
D4,3,2018,339.92,0
D4,3,2018,309.64,0
D4,3,2018,282.07,0
D4,3,2018,256.95,0
D4,3,2018,234.07,0
D4,3,2018,213.22,0
D4,3,2018,194.23,0
D4,3,2018,176.93,0
D4,3,2018,161.18,0
D4,3,2018,146.82,0
D4,3,2018,133.75,0
D4,3,2018,121.84,0
D4,3,2018,110.99,0
D4,3,2018,101.1,0
D4,3,2018,92.099,0
D4,3,2018,83.897,0
D4,3,2018,76.425,0
D4,3,2018,69.619,0.00424057
D4,3,2018,63.419,0.0446321
D4,3,2018,57.771,0.199858
D4,3,2018,52.626,0.423961
D4,3,2018,47.94,0.621773
D4,3,2018,43.67,0.712005
D4,3,2018,39.781,0.755516
D4,3,2018,36.239,0.792796
D4,3,2018,33.011,0.844135
D4,3,2018,30.071,0.915189
D4,3,2018,27.393,0.993489
D4,3,2018,24.954,1.06957
D4,3,2018,23.843,1.113735
D4,3,2018,22.732,1.1579
D4,3,2018,20.707,1.28557
D4,3,2018,18.863,1.48011
D4,3,2018,17.183,1.75274
D4,3,2018,15.653,2.08002
D4,3,2018,14.259,2.41979
D4,3,2018,12.989,2.7275
D4,3,2018,11.832,2.98115
D4,3,2018,10.779,3.18379
D4,3,2018,10,3.316316533
D4,3,2018,9.8187,3.34716
D4,3,2018,8.9443,3.48136
D4,3,2018,8.1477,3.58743
D4,3,2018,7.4221,3.66398
D4,3,2018,6.7611,3.71114
D4,3,2018,6.159,3.73119
D4,3,2018,5.6105,3.72551
D4,3,2018,5.1109,3.69219
D4,3,2018,4.6557,3.62864
D4,3,2018,4.2411,3.53343
D4,3,2018,3.8634,3.40886
D4,3,2018,3.5193,3.25777
D4,3,2018,3.2059,3.08326
D4,3,2018,2.9204,2.88826
D4,3,2018,2.6603,2.67861
D4,3,2018,2.5,2.531829603
D4,3,2018,2.4234,2.46169
D4,3,2018,2.2076,2.2452
D4,3,2018,2.011,2.03509
D4,3,2018,1.8319,1.83515
D4,3,2018,1.6688,1.65036
D4,3,2018,1.5201,1.48442
D4,3,2018,1.3848,1.34045
D4,3,2018,1.2614,1.21417
D4,3,2018,1.1491,1.10355
D4,3,2018,1.0468,1.00583
D4,3,2018,0.95355,0.922094
D4,3,2018,0.86863,0.847032
D4,3,2018,0.79128,0.774369
D4,3,2018,0.72081,0.698444
D4,3,2018,0.65662,0.618551
D4,3,2018,0.59814,0.540777
D4,3,2018,0.54487,0.458766
D4,3,2018,0.49635,0.367047
D4,3,2018,0.45214,0.257943
D4,3,2018,0.41188,0.175578
D4,3,2018,0.3752,0.0989693
D19,3,2018,2000,0
D19,3,2018,1821.9,0
D19,3,2018,1659.6,0
D19,3,2018,1511.8,0
D19,3,2018,1377.2,0
D19,3,2018,1254.6,0
D19,3,2018,1142.8,0
D19,3,2018,1041,0
D19,3,2018,948.34,0
D19,3,2018,863.88,0
D19,3,2018,786.95,0
D19,3,2018,716.87,0
D19,3,2018,653.02,0
D19,3,2018,594.87,0
D19,3,2018,541.89,0
D19,3,2018,493.63,0
D19,3,2018,449.67,0
D19,3,2018,409.63,0
D19,3,2018,373.15,0
D19,3,2018,339.92,0
D19,3,2018,309.64,0
D19,3,2018,282.07,0
D19,3,2018,256.95,0
D19,3,2018,234.07,0
D19,3,2018,213.22,0
D19,3,2018,194.23,0
D19,3,2018,176.93,0
D19,3,2018,161.18,0
D19,3,2018,146.82,0
D19,3,2018,133.75,0
D19,3,2018,121.84,0
D19,3,2018,110.99,0
D19,3,2018,101.1,0
D19,3,2018,92.099,0
D19,3,2018,83.897,0
D19,3,2018,76.425,0
D19,3,2018,69.619,0
D19,3,2018,63.419,0
D19,3,2018,57.771,0
D19,3,2018,52.626,0
D19,3,2018,47.94,0
D19,3,2018,43.67,0
D19,3,2018,39.781,0
D19,3,2018,36.239,0
D19,3,2018,33.011,0
D19,3,2018,30.071,0
D19,3,2018,27.393,0
D19,3,2018,24.954,0
D19,3,2018,23.843,0.0111131
D19,3,2018,22.732,0.0222262
D19,3,2018,20.707,0.269769
D19,3,2018,18.863,1.4823
D19,3,2018,17.183,4.76301
D19,3,2018,15.653,6.85415
D19,3,2018,14.259,5.63529
D19,3,2018,12.989,4.33387
D19,3,2018,11.832,3.67792
D19,3,2018,10.779,3.49464
D19,3,2018,10,3.702446342
D19,3,2018,9.8187,3.75081
D19,3,2018,8.9443,4.10035
D19,3,2018,8.1477,4.40011
D19,3,2018,7.4221,4.62297
D19,3,2018,6.7611,4.66257
D19,3,2018,6.159,4.54292
D19,3,2018,5.6105,4.29205
D19,3,2018,5.1109,3.95895
D19,3,2018,4.6557,3.61935
D19,3,2018,4.2411,3.31049
D19,3,2018,3.8634,3.05869
D19,3,2018,3.5193,2.85425
D19,3,2018,3.2059,2.67268
D19,3,2018,2.9204,2.49099
D19,3,2018,2.6603,2.28437
D19,3,2018,2.5,2.120476952
D19,3,2018,2.4234,2.04216
D19,3,2018,2.2076,1.762
D19,3,2018,2.011,1.45743
D19,3,2018,1.8319,1.15032
D19,3,2018,1.6688,0.863989
D19,3,2018,1.5201,0.622571
D19,3,2018,1.3848,0.442641
D19,3,2018,1.2614,0.333354
D19,3,2018,1.1491,0.292085
D19,3,2018,1.0468,0.309475
D19,3,2018,0.95355,0.372809
D19,3,2018,0.86863,0.463193
D19,3,2018,0.79128,0.559084
D19,3,2018,0.72081,0.640438
D19,3,2018,0.65662,0.692175
D19,3,2018,0.59814,0.70249
D19,3,2018,0.54487,0.665762
D19,3,2018,0.49635,0.581692
D19,3,2018,0.45214,0.453908
D19,3,2018,0.41188,0.284274
D19,3,2018,0.3752,0.153454
D28A,3,2018,2000,0
D28A,3,2018,1821.9,0
D28A,3,2018,1659.6,0
D28A,3,2018,1511.8,0
D28A,3,2018,1377.2,0
D28A,3,2018,1254.6,0
D28A,3,2018,1142.8,0
D28A,3,2018,1041,0
D28A,3,2018,948.34,0
D28A,3,2018,863.88,0
D28A,3,2018,786.95,0
D28A,3,2018,716.87,0
D28A,3,2018,653.02,0
D28A,3,2018,594.87,0
D28A,3,2018,541.89,0
D28A,3,2018,493.63,0
D28A,3,2018,449.67,0
D28A,3,2018,409.63,0
D28A,3,2018,373.15,0
D28A,3,2018,339.92,0
D28A,3,2018,309.64,0
D28A,3,2018,282.07,0
D28A,3,2018,256.95,0
D28A,3,2018,234.07,0
D28A,3,2018,213.22,0
D28A,3,2018,194.23,0
D28A,3,2018,176.93,0
D28A,3,2018,161.18,0
D28A,3,2018,146.82,0
D28A,3,2018,133.75,0
D28A,3,2018,121.84,0
D28A,3,2018,110.99,0
D28A,3,2018,101.1,0
D28A,3,2018,92.099,0
D28A,3,2018,83.897,0
D28A,3,2018,76.425,0
D28A,3,2018,69.619,0
D28A,3,2018,63.419,0
D28A,3,2018,57.771,0
D28A,3,2018,52.626,0
D28A,3,2018,47.94,0
D28A,3,2018,43.67,0
D28A,3,2018,39.781,0
D28A,3,2018,36.239,0
D28A,3,2018,33.011,0
D28A,3,2018,30.071,0
D28A,3,2018,27.393,0.269788
D28A,3,2018,24.954,2.99033
D28A,3,2018,23.843,4.489695
D28A,3,2018,22.732,5.98906
D28A,3,2018,20.707,4.89808
D28A,3,2018,18.863,3.79541
D28A,3,2018,17.183,4.44167
D28A,3,2018,15.653,5.25472
D28A,3,2018,14.259,5.13823
D28A,3,2018,12.989,4.6899
D28A,3,2018,11.832,4.2565
D28A,3,2018,10.779,3.98686
D28A,3,2018,10,3.928291011
D28A,3,2018,9.8187,3.91466
D28A,3,2018,8.9443,3.92217
D28A,3,2018,8.1477,3.96478
D28A,3,2018,7.4221,4.00215
D28A,3,2018,6.7611,3.95703
D28A,3,2018,6.159,3.79629
D28A,3,2018,5.6105,3.51828
D28A,3,2018,5.1109,3.15908
D28A,3,2018,4.6557,2.78235
D28A,3,2018,4.2411,2.44414
D28A,3,2018,3.8634,2.17764
D28A,3,2018,3.5193,1.98265
D28A,3,2018,3.2059,1.8367
D28A,3,2018,2.9204,1.7093
D28A,3,2018,2.6603,1.57305
D28A,3,2018,2.5,1.46356016
D28A,3,2018,2.4234,1.41124
D28A,3,2018,2.2076,1.21833
D28A,3,2018,2.011,1.00204
D28A,3,2018,1.8319,0.778124
D28A,3,2018,1.6688,0.565966
D28A,3,2018,1.5201,0.384883
D28A,3,2018,1.3848,0.248646
D28A,3,2018,1.2614,0.164877
D28A,3,2018,1.1491,0.131987
D28A,3,2018,1.0468,0.142466
D28A,3,2018,0.95355,0.188583
D28A,3,2018,0.86863,0.257861
D28A,3,2018,0.79128,0.332791
D28A,3,2018,0.72081,0.398073
D28A,3,2018,0.65662,0.442323
D28A,3,2018,0.59814,0.457422
D28A,3,2018,0.54487,0.439353
D28A,3,2018,0.49635,0.387136
D28A,3,2018,0.45214,0.303674
D28A,3,2018,0.41188,0.190556
D28A,3,2018,0.3752,0.10286
D26,3,2018,2000,0
D26,3,2018,1821.9,0
D26,3,2018,1659.6,0
D26,3,2018,1511.8,0
D26,3,2018,1377.2,0
D26,3,2018,1254.6,0
D26,3,2018,1142.8,0
D26,3,2018,1041,0
D26,3,2018,948.34,0
D26,3,2018,863.88,0
D26,3,2018,786.95,0
D26,3,2018,716.87,0
D26,3,2018,653.02,0
D26,3,2018,594.87,0
D26,3,2018,541.89,0
D26,3,2018,493.63,0
D26,3,2018,449.67,0
D26,3,2018,409.63,0
D26,3,2018,373.15,0
D26,3,2018,339.92,0
D26,3,2018,309.64,0
D26,3,2018,282.07,0
D26,3,2018,256.95,0
D26,3,2018,234.07,0
D26,3,2018,213.22,0
D26,3,2018,194.23,0
D26,3,2018,176.93,0
D26,3,2018,161.18,0
D26,3,2018,146.82,0
D26,3,2018,133.75,0
D26,3,2018,121.84,0
D26,3,2018,110.99,0
D26,3,2018,101.1,0
D26,3,2018,92.099,0
D26,3,2018,83.897,0
D26,3,2018,76.425,0
D26,3,2018,69.619,0.00204689
D26,3,2018,63.419,0.044385
D26,3,2018,57.771,0.284641
D26,3,2018,52.626,0.9063
D26,3,2018,47.94,1.78994
D26,3,2018,43.67,2.60694
D26,3,2018,39.781,3.11009
D26,3,2018,36.239,3.24959
D26,3,2018,33.011,3.07443
D26,3,2018,30.071,2.71344
D26,3,2018,27.393,2.32948
D26,3,2018,24.954,2.04986
D26,3,2018,23.843,1.990655
D26,3,2018,22.732,1.93145
D26,3,2018,20.707,1.99272
D26,3,2018,18.863,2.20424
D26,3,2018,17.183,2.51276
D26,3,2018,15.653,2.8605
D26,3,2018,14.259,3.18055
D26,3,2018,12.989,3.43232
D26,3,2018,11.832,3.58923
D26,3,2018,10.779,3.65022
D26,3,2018,10,3.638425082
D26,3,2018,9.8187,3.63568
D26,3,2018,8.9443,3.5684
D26,3,2018,8.1477,3.47161
D26,3,2018,7.4221,3.35629
D26,3,2018,6.7611,3.22751
D26,3,2018,6.159,3.08849
D26,3,2018,5.6105,2.94189
D26,3,2018,5.1109,2.79075
D26,3,2018,4.6557,2.63528
D26,3,2018,4.2411,2.47508
D26,3,2018,3.8634,2.30914
D26,3,2018,3.5193,2.13797
D26,3,2018,3.2059,1.96282
D26,3,2018,2.9204,1.785
D26,3,2018,2.6603,1.60729
D26,3,2018,2.5,1.489098354
D26,3,2018,2.4234,1.43262
D26,3,2018,2.2076,1.26529
D26,3,2018,2.011,1.10893
D26,3,2018,1.8319,0.966671
D26,3,2018,1.6688,0.841234
D26,3,2018,1.5201,0.734223
D26,3,2018,1.3848,0.646577
D26,3,2018,1.2614,0.57517
D26,3,2018,1.1491,0.518148
D26,3,2018,1.0468,0.472678
D26,3,2018,0.95355,0.437987
D26,3,2018,0.86863,0.409413
D26,3,2018,0.79128,0.382433
D26,3,2018,0.72081,0.352787
D26,3,2018,0.65662,0.319487
D26,3,2018,0.59814,0.28524
D26,3,2018,0.54487,0.24663
D26,3,2018,0.49635,0.200528
D26,3,2018,0.45214,0.142626
D26,3,2018,0.41188,0.0978281
D26,3,2018,0.3752,0.055195
MD10A,3,2018,2000,0
MD10A,3,2018,1821.9,0
MD10A,3,2018,1659.6,0
MD10A,3,2018,1511.8,0
MD10A,3,2018,1377.2,0
MD10A,3,2018,1254.6,0
MD10A,3,2018,1142.8,0
MD10A,3,2018,1041,0
MD10A,3,2018,948.34,0
MD10A,3,2018,863.88,0
MD10A,3,2018,786.95,0
MD10A,3,2018,716.87,0
MD10A,3,2018,653.02,0
MD10A,3,2018,594.87,0
MD10A,3,2018,541.89,0
MD10A,3,2018,493.63,0
MD10A,3,2018,449.67,0
MD10A,3,2018,409.63,0
MD10A,3,2018,373.15,0
MD10A,3,2018,339.92,0
MD10A,3,2018,309.64,0
MD10A,3,2018,282.07,0
MD10A,3,2018,256.95,0
MD10A,3,2018,234.07,0
MD10A,3,2018,213.22,0
MD10A,3,2018,194.23,0
MD10A,3,2018,176.93,0
MD10A,3,2018,161.18,0
MD10A,3,2018,146.82,0
MD10A,3,2018,133.75,0
MD10A,3,2018,121.84,0
MD10A,3,2018,110.99,0
MD10A,3,2018,101.1,0
MD10A,3,2018,92.099,0
MD10A,3,2018,83.897,0
MD10A,3,2018,76.425,0
MD10A,3,2018,69.619,0
MD10A,3,2018,63.419,0
MD10A,3,2018,57.771,0
MD10A,3,2018,52.626,0
MD10A,3,2018,47.94,0
MD10A,3,2018,43.67,0
MD10A,3,2018,39.781,0
MD10A,3,2018,36.239,0
MD10A,3,2018,33.011,0
MD10A,3,2018,30.071,0
MD10A,3,2018,27.393,0
MD10A,3,2018,24.954,0
MD10A,3,2018,23.843,0
MD10A,3,2018,22.732,0
MD10A,3,2018,20.707,0
MD10A,3,2018,18.863,0
MD10A,3,2018,17.183,0.393646
MD10A,3,2018,15.653,3.42844
MD10A,3,2018,14.259,5.86649
MD10A,3,2018,12.989,5.93057
MD10A,3,2018,11.832,6.49826
MD10A,3,2018,10.779,7.10351
MD10A,3,2018,10,7.212349352
MD10A,3,2018,9.8187,7.23768
MD10A,3,2018,8.9443,6.86706
MD10A,3,2018,8.1477,6.21261
MD10A,3,2018,7.4221,5.49111
MD10A,3,2018,6.7611,4.88183
MD10A,3,2018,6.159,4.42661
MD10A,3,2018,5.6105,4.08771
MD10A,3,2018,5.1109,3.80763
MD10A,3,2018,4.6557,3.52065
MD10A,3,2018,4.2411,3.19205
MD10A,3,2018,3.8634,2.8173
MD10A,3,2018,3.5193,2.41912
MD10A,3,2018,3.2059,2.0386
MD10A,3,2018,2.9204,1.71088
MD10A,3,2018,2.6603,1.4558
MD10A,3,2018,2.5,1.32937344
MD10A,3,2018,2.4234,1.26896
MD10A,3,2018,2.2076,1.12988
MD10A,3,2018,2.011,1.01453
MD10A,3,2018,1.8319,0.902986
MD10A,3,2018,1.6688,0.786444
MD10A,3,2018,1.5201,0.665591
MD10A,3,2018,1.3848,0.548848
MD10A,3,2018,1.2614,0.447051
MD10A,3,2018,1.1491,0.369652
MD10A,3,2018,1.0468,0.321843
MD10A,3,2018,0.95355,0.302543
MD10A,3,2018,0.86863,0.307178
MD10A,3,2018,0.79128,0.326716
MD10A,3,2018,0.72081,0.350182
MD10A,3,2018,0.65662,0.367609
MD10A,3,2018,0.59814,0.369615
MD10A,3,2018,0.54487,0.350549
MD10A,3,2018,0.49635,0.307516
MD10A,3,2018,0.45214,0.241066
MD10A,3,2018,0.41188,0.151581
MD10A,3,2018,0.3752,0.0820933
P8,3,2018,2000,0
P8,3,2018,1821.9,0
P8,3,2018,1659.6,0
P8,3,2018,1511.8,0
P8,3,2018,1377.2,0
P8,3,2018,1254.6,0
P8,3,2018,1142.8,0
P8,3,2018,1041,0
P8,3,2018,948.34,0
P8,3,2018,863.88,0
P8,3,2018,786.95,0
P8,3,2018,716.87,0
P8,3,2018,653.02,0
P8,3,2018,594.87,0
P8,3,2018,541.89,0
P8,3,2018,493.63,0
P8,3,2018,449.67,0
P8,3,2018,409.63,0
P8,3,2018,373.15,0
P8,3,2018,339.92,0
P8,3,2018,309.64,0
P8,3,2018,282.07,0
P8,3,2018,256.95,0
P8,3,2018,234.07,0
P8,3,2018,213.22,0
P8,3,2018,194.23,0
P8,3,2018,176.93,0
P8,3,2018,161.18,0
P8,3,2018,146.82,0
P8,3,2018,133.75,0
P8,3,2018,121.84,0
P8,3,2018,110.99,0
P8,3,2018,101.1,0
P8,3,2018,92.099,0
P8,3,2018,83.897,0
P8,3,2018,76.425,0
P8,3,2018,69.619,0
P8,3,2018,63.419,0
P8,3,2018,57.771,0.00225729
P8,3,2018,52.626,0.0265316
P8,3,2018,47.94,0.134526
P8,3,2018,43.67,0.343915
P8,3,2018,39.781,0.633834
P8,3,2018,36.239,0.934054
P8,3,2018,33.011,1.22337
P8,3,2018,30.071,1.45116
P8,3,2018,27.393,1.58357
P8,3,2018,24.954,1.64078
P8,3,2018,23.843,1.66558
P8,3,2018,22.732,1.69038
P8,3,2018,20.707,1.81922
P8,3,2018,18.863,2.09853
P8,3,2018,17.183,2.54595
P8,3,2018,15.653,3.11384
P8,3,2018,14.259,3.70443
P8,3,2018,12.989,4.21547
P8,3,2018,11.832,4.59029
P8,3,2018,10.779,4.82059
P8,3,2018,10,4.906350575
P8,3,2018,9.8187,4.92631
P8,3,2018,8.9443,4.92979
P8,3,2018,8.1477,4.84581
P8,3,2018,7.4221,4.68799
P8,3,2018,6.7611,4.47249
P8,3,2018,6.159,4.21756
P8,3,2018,5.6105,3.93739
P8,3,2018,5.1109,3.64008
P8,3,2018,4.6557,3.33108
P8,3,2018,4.2411,3.01691
P8,3,2018,3.8634,2.70666
P8,3,2018,3.5193,2.40758
P8,3,2018,3.2059,2.12407
P8,3,2018,2.9204,1.8578
P8,3,2018,2.6603,1.6116
P8,3,2018,2.5,1.46090176
P8,3,2018,2.4234,1.38889
P8,3,2018,2.2076,1.19235
P8,3,2018,2.011,1.02222
P8,3,2018,1.8319,0.876612
P8,3,2018,1.6688,0.754985
P8,3,2018,1.5201,0.656588
P8,3,2018,1.3848,0.580672
P8,3,2018,1.2614,0.521744
P8,3,2018,1.1491,0.475967
P8,3,2018,1.0468,0.439628
P8,3,2018,0.95355,0.412092
P8,3,2018,0.86863,0.389269
P8,3,2018,0.79128,0.366472
P8,3,2018,0.72081,0.339549
P8,3,2018,0.65662,0.307759
P8,3,2018,0.59814,0.274883
P8,3,2018,0.54487,0.237709
P8,3,2018,0.49635,0.193245
P8,3,2018,0.45214,0.137087
P8,3,2018,0.41188,0.0936847
P8,3,2018,0.3752,0.052779
D6,3,2018,2000,0
D6,3,2018,1821.9,0
D6,3,2018,1659.6,0
D6,3,2018,1511.8,0
D6,3,2018,1377.2,0
D6,3,2018,1254.6,0
D6,3,2018,1142.8,0
D6,3,2018,1041,0
D6,3,2018,948.34,0
D6,3,2018,863.88,0
D6,3,2018,786.95,0
D6,3,2018,716.87,0
D6,3,2018,653.02,0
D6,3,2018,594.87,0
D6,3,2018,541.89,0
D6,3,2018,493.63,0
D6,3,2018,449.67,0
D6,3,2018,409.63,0
D6,3,2018,373.15,0
D6,3,2018,339.92,0
D6,3,2018,309.64,0
D6,3,2018,282.07,0
D6,3,2018,256.95,0
D6,3,2018,234.07,0
D6,3,2018,213.22,0
D6,3,2018,194.23,0
D6,3,2018,176.93,0
D6,3,2018,161.18,0
D6,3,2018,146.82,0
D6,3,2018,133.75,0
D6,3,2018,121.84,0
D6,3,2018,110.99,0
D6,3,2018,101.1,0
D6,3,2018,92.099,0
D6,3,2018,83.897,0
D6,3,2018,76.425,0
D6,3,2018,69.619,0.0021849
D6,3,2018,63.419,0.0183976
D6,3,2018,57.771,0.0738781
D6,3,2018,52.626,0.12014
D6,3,2018,47.94,0.155452
D6,3,2018,43.67,0.176408
D6,3,2018,39.781,0.262366
D6,3,2018,36.239,0.397158
D6,3,2018,33.011,0.566827
D6,3,2018,30.071,0.718101
D6,3,2018,27.393,0.84132
D6,3,2018,24.954,0.949681
D6,3,2018,23.843,1.0084255
D6,3,2018,22.732,1.06717
D6,3,2018,20.707,1.22645
D6,3,2018,18.863,1.44839
D6,3,2018,17.183,1.72604
D6,3,2018,15.653,2.03996
D6,3,2018,14.259,2.35734
D6,3,2018,12.989,2.65658
D6,3,2018,11.832,2.92799
D6,3,2018,10.779,3.16781
D6,3,2018,10,3.337027328
D6,3,2018,9.8187,3.37641
D6,3,2018,8.9443,3.55075
D6,3,2018,8.1477,3.68892
D6,3,2018,7.4221,3.79123
D6,3,2018,6.7611,3.86009
D6,3,2018,6.159,3.89808
D6,3,2018,5.6105,3.90577
D6,3,2018,5.1109,3.88225
D6,3,2018,4.6557,3.82641
D6,3,2018,4.2411,3.73863
